FundamentalTime,FundamentalValue
1612518407900000000,100000
1612518408000000000,100000
1612518408100000000,100000
1612518408200000000,100000
1612518408300000000,100000
1612518408400000000,100000
1612518408500000000,100000
1612518408600000000,100000
1612518408700000000,100000
1612518408800000000,100000
1612518408900000000,100000
1612518409000000000,100000
1612518409100000000,100000
1612518409200000000,100000
1612518409300000000,100000
1612518409400000000,100000
1612518409500000000,100000
1612518409600000000,100000
1612518409700000000,100000
1612518409800000000,100000
1612518409900000000,100000
1612518410000000000,100000
1612518410100000000,100000
1612518410200000000,100000
1612518410300000000,100000
1612518410400000000,100000
1612518410500000000,100000
1612518410600000000,100000
1612518410700000000,100000
1612518410800000000,100000
1612518410900000000,100000
1612518411000000000,100000
1612518411100000000,100000
1612518411200000000,100000
1612518411300000000,100000
1612518411400000000,100000
1612518411500000000,100000
1612518411600000000,100000
1612518411700000000,100000
1612518411800000000,100000
1612518411900000000,100000
1612518412000000000,100000
1612518412100000000,100000
1612518412200000000,100000
1612518412300000000,100000
1612518412400000000,100000
1612518412500000000,100000
1612518412600000000,100000
1612518412700000000,100000
1612518412800000000,100000
1612518412900000000,100000
1612518413000000000,100000
1612518413100000000,100000
1612518413200000000,100000
1612518413300000000,100000
1612518413400000000,100000
1612518413500000000,100000
1612518413600000000,100000
1612518413700000000,100000
1612518413800000000,100000
1612518413900000000,100000
1612518414000000000,100000
1612518414100000000,100000
1612518414200000000,100000
1612518414300000000,100000
1612518414400000000,100000
1612518414500000000,100000
1612518414600000000,100000
1612518414700000000,100000
1612518414800000000,100000
1612518414900000000,100000
1612518415000000000,100000
1612518415100000000,100000
1612518415200000000,100000
1612518415300000000,100000
1612518415400000000,100000
1612518415500000000,100000
1612518415600000000,100000
1612518415700000000,100000
1612518415800000000,100000
1612518415900000000,100000
1612518416000000000,100000
1612518416100000000,100000
1612518416200000000,100000
1612518416300000000,100000
1612518416400000000,100000
1612518416500000000,100000
1612518416600000000,100000
1612518416700000000,100000
1612518416800000000,100000
1612518416900000000,100000
1612518417000000000,100000
1612518417100000000,100000
1612518417200000000,100000
1612518417300000000,100000
1612518417400000000,100000
1612518417500000000,100000
1612518417600000000,100000
1612518417700000000,100000
1612518417800000000,100000
1612518417900000000,100000
1612518418000000000,100000
1612518418100000000,100000
1612518418200000000,100000
1612518418300000000,100000
1612518418400000000,100000
1612518418500000000,100000
1612518418600000000,100000
1612518418700000000,100000
1612518418800000000,100000
1612518418900000000,100000
1612518419000000000,100000
1612518419100000000,100000
1612518419200000000,100000
1612518419300000000,100000
1612518419400000000,100000
1612518419500000000,100000
1612518419600000000,100000
1612518419700000000,100000
1612518419800000000,100000
1612518419900000000,100000
1612518420000000000,100000
1612518420100000000,100000
1612518420200000000,100000
1612518420300000000,100000
1612518420400000000,100000
1612518420500000000,100000
1612518420600000000,100000
1612518420700000000,100000
1612518420800000000,100000
1612518420900000000,100000
1612518421000000000,100000
1612518421100000000,100000
1612518421200000000,100000
1612518421300000000,100000
1612518421400000000,100000
1612518421500000000,100000
1612518421600000000,100000
1612518421700000000,100000
1612518421800000000,100000
1612518421900000000,100000
1612518422000000000,100000
1612518422100000000,100000
1612518422200000000,100000
1612518422300000000,100000
1612518422400000000,100000
1612518422500000000,100000
1612518422600000000,100000
1612518422700000000,100000
1612518422800000000,100000
1612518422900000000,100000
1612518423000000000,100000
1612518423100000000,100000
1612518423200000000,100000
1612518423300000000,100000
1612518423400000000,100000
1612518423500000000,100000
1612518423600000000,100000
1612518423700000000,100000
1612518423800000000,100000
1612518423900000000,100000
1612518424000000000,100000
1612518424100000000,100000
1612518424200000000,100000
1612518424300000000,100000
1612518424400000000,100000
1612518424500000000,100000
1612518424600000000,100000
1612518424700000000,100000
1612518424800000000,100000
1612518424900000000,100000
1612518425000000000,100000
1612518425100000000,100000
1612518425200000000,100000
1612518425300000000,100000
1612518425400000000,100000
1612518425500000000,100000
1612518425600000000,100000
1612518425700000000,100000
1612518425800000000,100000
1612518425900000000,100000
1612518426000000000,100000
1612518426100000000,100000
1612518426200000000,100000
1612518426300000000,100000
1612518426400000000,100000
1612518426500000000,100000
1612518426600000000,100000
1612518426700000000,100000
1612518426800000000,100000
1612518426900000000,100000
1612518427000000000,100000
1612518427100000000,100000
1612518427200000000,100000
1612518427300000000,100000
1612518427400000000,100000
1612518427500000000,100000
1612518427600000000,100000
1612518427700000000,100000
1612518427800000000,100000
1612518427900000000,100000
1612518428000000000,100000
1612518428100000000,100000
1612518428200000000,100000
1612518428300000000,100000
1612518428400000000,100000
1612518428500000000,100000
1612518428600000000,100000
1612518428700000000,100000
1612518428800000000,100000
1612518428900000000,100000
1612518429000000000,100000
1612518429100000000,100000
1612518429200000000,100000
1612518429300000000,100000
1612518429400000000,100000
1612518429500000000,100000
1612518429600000000,100000
1612518429700000000,100000
1612518429800000000,100000
1612518429900000000,100000
1612518430000000000,100000
1612518430100000000,100000
1612518430200000000,100000
1612518430300000000,100000
1612518430400000000,100000
1612518430500000000,100000
1612518430600000000,100000
1612518430700000000,100000
1612518430800000000,100000
1612518430900000000,100000
1612518431000000000,100000
1612518431100000000,100000
1612518431200000000,100000
1612518431300000000,100000
1612518431400000000,100000
1612518431500000000,100000
1612518431600000000,100000
1612518431700000000,100000
1612518431800000000,100000
1612518431900000000,100000
1612518432000000000,100000
1612518432100000000,100000
1612518432200000000,100000
1612518432300000000,100000
1612518432400000000,100000
1612518432500000000,100000
1612518432600000000,100000
1612518432700000000,100000
1612518432800000000,100000
1612518432900000000,100000
1612518433000000000,100000
1612518433100000000,100000
1612518433200000000,100000
1612518433300000000,100000
1612518433400000000,100000
1612518433500000000,100000
1612518433600000000,100000
1612518433700000000,100000
1612518433800000000,100000
1612518433900000000,100000
1612518434000000000,100000
1612518434100000000,100000
1612518434200000000,100000
1612518434300000000,100000
1612518434400000000,100000
1612518434500000000,100000
1612518434600000000,100000
1612518434700000000,100000
1612518434800000000,100000
1612518434900000000,100000
1612518435000000000,100000
1612518435100000000,100000
1612518435200000000,100000
1612518435300000000,100000
1612518435400000000,100000
1612518435500000000,100000
1612518435600000000,100000
1612518435700000000,100000
1612518435800000000,100000
1612518435900000000,100000
1612518436000000000,100000
1612518436100000000,100000
1612518436200000000,100000
1612518436300000000,100000
1612518436400000000,100000
1612518436500000000,100000
1612518436600000000,100000
1612518436700000000,100000
1612518436800000000,100000
1612518436900000000,100000
1612518437000000000,100000
1612518437100000000,100000
1612518437200000000,100000
1612518437300000000,100000
1612518437400000000,100000
1612518437500000000,100000
1612518437600000000,100000
1612518437700000000,100000
1612518437800000000,100000
1612518437900000000,100000
1612518438000000000,100000
1612518438100000000,100000
1612518438200000000,100000
1612518438300000000,100000
1612518438400000000,100000
1612518438500000000,100000
1612518438600000000,100000
1612518438700000000,100000
1612518438800000000,100000
1612518438900000000,100000
1612518439000000000,100000
1612518439100000000,100000
1612518439200000000,100000
1612518439300000000,100000
1612518439400000000,100000
1612518439500000000,100000
1612518439600000000,100000
1612518439700000000,100000
1612518439800000000,100000
1612518439900000000,100000
1612518440000000000,100000
1612518440100000000,100000
1612518440200000000,100000
1612518440300000000,100000
1612518440400000000,100000
1612518440500000000,100000
1612518440600000000,100000
1612518440700000000,100000
1612518440800000000,100000
1612518440900000000,100000
1612518441000000000,100000
1612518441100000000,100000
1612518441200000000,100000
1612518441300000000,100000
1612518441400000000,100000
1612518441500000000,100000
1612518441600000000,100000
1612518441700000000,100000
1612518441800000000,100000
1612518441900000000,100000
1612518442000000000,100000
1612518442100000000,100000
1612518442200000000,100000
1612518442300000000,100000
1612518442400000000,100000
1612518442500000000,100000
1612518442600000000,100000
1612518442700000000,100000
1612518442800000000,100000
1612518442900000000,100000
1612518443000000000,100000
1612518443100000000,100000
1612518443200000000,100000
1612518443300000000,100000
1612518443400000000,100000
1612518443500000000,100000
1612518443600000000,100000
1612518443700000000,100000
1612518443800000000,100000
1612518443900000000,100000
1612518444000000000,100000
1612518444100000000,100000
1612518444200000000,100000
1612518444300000000,100000
1612518444400000000,100000
1612518444500000000,100000
1612518444600000000,100000
1612518444700000000,100000
1612518444800000000,100000
1612518444900000000,100000
1612518445000000000,100000
1612518445100000000,100000
1612518445200000000,100000
1612518445300000000,100000
1612518445400000000,100000
1612518445500000000,100000
1612518445600000000,100000
1612518445700000000,100000
1612518445800000000,100000
1612518445900000000,100000
1612518446000000000,100000
1612518446100000000,100000
1612518446200000000,100000
1612518446300000000,100000
1612518446400000000,100000
1612518446500000000,100000
1612518446600000000,100000
1612518446700000000,100000
1612518446800000000,100000
1612518446900000000,100000
1612518447000000000,100000
1612518447100000000,100000
1612518447200000000,100000
1612518447300000000,100000
1612518447400000000,100000
1612518447500000000,100000
1612518447600000000,100000
1612518447700000000,100000
1612518447800000000,100000
1612518447900000000,100000
1612518448000000000,100000
1612518448100000000,100000
1612518448200000000,100000
1612518448300000000,100000
1612518448400000000,100000
1612518448500000000,100000
1612518448600000000,100000
1612518448700000000,100000
1612518448800000000,100000
1612518448900000000,100000
1612518449000000000,100000
1612518449100000000,100000
1612518449200000000,100000
1612518449300000000,100000
1612518449400000000,100000
1612518449500000000,100000
1612518449600000000,100000
1612518449700000000,100000
1612518449800000000,100000
1612518449900000000,100000
1612518450000000000,100000
1612518450100000000,100000
1612518450200000000,100000
1612518450300000000,100000
1612518450400000000,100000
1612518450500000000,100000
1612518450600000000,100000
1612518450700000000,100000
1612518450800000000,100000
1612518450900000000,100000
1612518451000000000,100000
1612518451100000000,100000
1612518451200000000,100000
1612518451300000000,100000
1612518451400000000,100000
1612518451500000000,100000
1612518451600000000,100000
1612518451700000000,100000
1612518451800000000,100000
1612518451900000000,100000
1612518452000000000,100000
1612518452100000000,100000
1612518452200000000,100000
1612518452300000000,100000
1612518452400000000,100000
1612518452500000000,100000
1612518452600000000,100000
1612518452700000000,100000
1612518452800000000,100000
1612518452900000000,100000
1612518453000000000,100000
1612518453100000000,100000
1612518453200000000,100000
1612518453300000000,100000
1612518453400000000,100000
1612518453500000000,100000
1612518453600000000,100000
1612518453700000000,100000
1612518453800000000,100000
1612518453900000000,100000
1612518454000000000,100000
1612518454100000000,100000
1612518454200000000,100000
1612518454300000000,100000
1612518454400000000,100000
1612518454500000000,100000
1612518454600000000,100000
1612518454700000000,100000
1612518454800000000,100000
1612518454900000000,100000
1612518455000000000,100000
1612518455100000000,100000
1612518455200000000,100000
1612518455300000000,100000
1612518455400000000,100000
1612518455500000000,100000
1612518455600000000,100000
1612518455700000000,100000
1612518455800000000,100000
1612518455900000000,100000
1612518456000000000,100000
1612518456100000000,100000
1612518456200000000,100000
1612518456300000000,100000
1612518456400000000,100000
1612518456500000000,100000
1612518456600000000,100000
1612518456700000000,100000
1612518456800000000,100000
1612518456900000000,100000
1612518457000000000,100000
1612518457100000000,100000
1612518457200000000,100000
1612518457300000000,100000
1612518457400000000,100000
1612518457500000000,100000
1612518457600000000,100000
1612518457700000000,100000
1612518457800000000,100000
1612518457900000000,100000
1612518458000000000,100000
1612518458100000000,100000
1612518458200000000,100000
1612518458300000000,100000
1612518458400000000,100000
1612518458500000000,100000
1612518458600000000,100000
1612518458700000000,100000
1612518458800000000,100000
1612518458900000000,100000
1612518459000000000,100000
1612518459100000000,100000
1612518459200000000,100000
1612518459300000000,100000
1612518459400000000,100000
1612518459500000000,100000
1612518459600000000,100000
1612518459700000000,100000
1612518459800000000,100000
1612518459900000000,100000
1612518460000000000,100000
1612518460100000000,100000
1612518460200000000,100000
1612518460300000000,100000
1612518460400000000,100000
1612518460500000000,100000
1612518460600000000,100000
1612518460700000000,100000
1612518460800000000,100000
1612518460900000000,100000
1612518461000000000,100000
1612518461100000000,100000
1612518461200000000,100000
1612518461300000000,100000
1612518461400000000,100000
1612518461500000000,100000
1612518461600000000,100000
1612518461700000000,100000
1612518461800000000,100000
1612518461900000000,100000
1612518462000000000,100000
1612518462100000000,100000
1612518462200000000,100000
1612518462300000000,100000
1612518462400000000,100000
1612518462500000000,100000
1612518462600000000,100000
1612518462700000000,100000
1612518462800000000,100000
1612518462900000000,100000
1612518463000000000,100000
1612518463100000000,100000
1612518463200000000,100000
1612518463300000000,100000
1612518463400000000,100000
1612518463500000000,100000
1612518463600000000,100000
1612518463700000000,100000
1612518463800000000,100000
1612518463900000000,100000
1612518464000000000,100000
1612518464100000000,100000
1612518464200000000,100000
1612518464300000000,100000
1612518464400000000,100000
1612518464500000000,100000
1612518464600000000,100000
1612518464700000000,100000
1612518464800000000,100000
1612518464900000000,100000
1612518465000000000,100000
1612518465100000000,100000
1612518465200000000,100000
1612518465300000000,100000
1612518465400000000,100000
1612518465500000000,100000
1612518465600000000,100000
1612518465700000000,100000
1612518465800000000,100000
1612518465900000000,100000
1612518466000000000,100000
1612518466100000000,100000
1612518466200000000,100000
1612518466300000000,100000
1612518466400000000,100000
1612518466500000000,100000
1612518466600000000,100000
1612518466700000000,100000
1612518466800000000,100000
1612518466900000000,100000
1612518467000000000,100000
1612518467100000000,100000
1612518467200000000,100000
1612518467300000000,100000
1612518467400000000,100000
1612518467500000000,100000
1612518467600000000,100000
1612518467700000000,100000
1612518467800000000,100000
1612518467900000000,100000
1612518468000000000,100000
1612518468100000000,100000
1612518468200000000,100000
1612518468300000000,100000
1612518468400000000,100000
1612518468500000000,100000
1612518468600000000,100000
1612518468700000000,100000
1612518468800000000,100000
1612518468900000000,100000
1612518469000000000,100000
1612518469100000000,100000
1612518469200000000,100000
1612518469300000000,100000
1612518469400000000,100000
1612518469500000000,100000
1612518469600000000,100000
1612518469700000000,100000
1612518469800000000,100000
1612518469900000000,100000
1612518470000000000,100000
1612518470100000000,100000
1612518470200000000,100000
1612518470300000000,100000
1612518470400000000,100000
1612518470500000000,100000
1612518470600000000,100000
1612518470700000000,100000
1612518470800000000,100000
1612518470900000000,100000
1612518471000000000,100000
1612518471100000000,100000
1612518471200000000,100000
1612518471300000000,100000
1612518471400000000,100000
1612518471500000000,100000
1612518471600000000,100000
1612518471700000000,100000
1612518471800000000,100000
1612518471900000000,100000
1612518472000000000,100000
1612518472100000000,100000
1612518472200000000,100000
1612518472300000000,100000
1612518472400000000,100000
1612518472500000000,100000
1612518472600000000,100000
1612518472700000000,100000
1612518472800000000,100000
1612518472900000000,100000
1612518473000000000,100000
1612518473100000000,100000
1612518473200000000,100000
1612518473300000000,100000
1612518473400000000,100000
1612518473500000000,100000
1612518473600000000,100000
1612518473700000000,100000
1612518473800000000,100000
1612518473900000000,100000
1612518474000000000,100000
1612518474100000000,100000
1612518474200000000,100000
1612518474300000000,100000
1612518474400000000,100000
1612518474500000000,100000
1612518474600000000,100000
1612518474700000000,100000
1612518474800000000,100000
1612518474900000000,100000
1612518475000000000,100000
1612518475100000000,100000
1612518475200000000,100000
1612518475300000000,100000
1612518475400000000,100000
1612518475500000000,100000
1612518475600000000,100000
1612518475700000000,100000
1612518475800000000,100000
1612518475900000000,100000
1612518476000000000,100000
1612518476100000000,100000
1612518476200000000,100000
1612518476300000000,100000
1612518476400000000,100000
1612518476500000000,100000
1612518476600000000,100000
1612518476700000000,100000
1612518476800000000,100000
1612518476900000000,100000
1612518477000000000,100000
1612518477100000000,100000
1612518477200000000,100000
1612518477300000000,100000
1612518477400000000,100000
1612518477500000000,100000
1612518477600000000,100000
1612518477700000000,100000
1612518477800000000,100000
1612518477900000000,100000
1612518478000000000,100000
1612518478100000000,100000
1612518478200000000,100000
1612518478300000000,100000
1612518478400000000,100000
1612518478500000000,100000
1612518478600000000,100000
1612518478700000000,100000
1612518478800000000,100000
1612518478900000000,100000
1612518479000000000,100000
1612518479100000000,100000
1612518479200000000,100000
1612518479300000000,100000
1612518479400000000,100000
1612518479500000000,100000
1612518479600000000,100000
1612518479700000000,100000
1612518479800000000,100000
1612518479900000000,100000
1612518480000000000,100000
1612518480100000000,100000
1612518480200000000,100000
1612518480300000000,100000
1612518480400000000,100000
1612518480500000000,100000
1612518480600000000,100000
1612518480700000000,100000
1612518480800000000,100000
1612518480900000000,100000
1612518481000000000,100000
1612518481100000000,100000
1612518481200000000,100000
1612518481300000000,100000
1612518481400000000,100000
1612518481500000000,100000
1612518481600000000,100000
1612518481700000000,100000
1612518481800000000,100000
1612518481900000000,100000
1612518482000000000,100000
1612518482100000000,100000
1612518482200000000,100000
1612518482300000000,100000
1612518482400000000,100000
1612518482500000000,100000
1612518482600000000,100000
1612518482700000000,100000
1612518482800000000,100000
1612518482900000000,100000
1612518483000000000,100000
1612518483100000000,100000
1612518483200000000,100000
1612518483300000000,100000
1612518483400000000,100000
1612518483500000000,100000
1612518483600000000,100000
1612518483700000000,100000
1612518483800000000,100000
1612518483900000000,100000
1612518484000000000,100000
1612518484100000000,100000
1612518484200000000,100000
1612518484300000000,100000
1612518484400000000,100000
1612518484500000000,100000
1612518484600000000,100000
1612518484700000000,100000
1612518484800000000,100000
1612518484900000000,100000
1612518485000000000,100000
1612518485100000000,100000
1612518485200000000,100000
1612518485300000000,100000
1612518485400000000,100000
1612518485500000000,100000
1612518485600000000,100000
1612518485700000000,100000
1612518485800000000,100000
1612518485900000000,100000
1612518486000000000,100000
1612518486100000000,100000
1612518486200000000,100000
1612518486300000000,100000
1612518486400000000,100000
1612518486500000000,100000
1612518486600000000,100000
1612518486700000000,100000
1612518486800000000,100000
1612518486900000000,100000
1612518487000000000,100000
1612518487100000000,100000
1612518487200000000,100000
1612518487300000000,100000
1612518487400000000,100000
1612518487500000000,100000
1612518487600000000,100000
1612518487700000000,100000
1612518487800000000,100000
1612518487900000000,100000
1612518488000000000,100000
1612518488100000000,100000
1612518488200000000,100000
1612518488300000000,100000
1612518488400000000,100000
1612518488500000000,100000
1612518488600000000,100000
1612518488700000000,100000
1612518488800000000,100000
1612518488900000000,100000
1612518489000000000,100000
1612518489100000000,100000
1612518489200000000,100000
1612518489300000000,100000
1612518489400000000,100000
1612518489500000000,100000
1612518489600000000,100000
1612518489700000000,100000
1612518489800000000,100000
1612518489900000000,100000
1612518490000000000,100000
1612518490100000000,100000
1612518490200000000,100000
1612518490300000000,100000
1612518490400000000,100000
1612518490500000000,100000
1612518490600000000,100000
1612518490700000000,100000
1612518490800000000,100000
1612518490900000000,100000
1612518491000000000,100000
1612518491100000000,100000
1612518491200000000,100000
1612518491300000000,100000
1612518491400000000,100000
1612518491500000000,100000
1612518491600000000,100000
1612518491700000000,100000
1612518491800000000,100000
1612518491900000000,100000
1612518492000000000,100000
1612518492100000000,100000
1612518492200000000,100000
1612518492300000000,100000
1612518492400000000,100000
1612518492500000000,100000
1612518492600000000,100000
1612518492700000000,100000
1612518492800000000,100000
1612518492900000000,100000
1612518493000000000,100000
1612518493100000000,100000
1612518493200000000,100000
1612518493300000000,100000
1612518493400000000,100000
1612518493500000000,100000
1612518493600000000,100000
1612518493700000000,100000
1612518493800000000,100000
1612518493900000000,100000
1612518494000000000,100000
1612518494100000000,100000
1612518494200000000,100000
1612518494300000000,100000
1612518494400000000,100000
1612518494500000000,100000
1612518494600000000,100000
1612518494700000000,100000
1612518494800000000,100000
1612518494900000000,100000
1612518495000000000,100000
1612518495100000000,100000
1612518495200000000,100000
1612518495300000000,100000
1612518495400000000,100000
1612518495500000000,100000
1612518495600000000,100000
1612518495700000000,100000
1612518495800000000,100000
1612518495900000000,100000
1612518496000000000,100000
1612518496100000000,100000
1612518496200000000,100000
1612518496300000000,100000
1612518496400000000,100000
1612518496500000000,100000
1612518496600000000,100000
1612518496700000000,100000
1612518496800000000,100000
1612518496900000000,100000
1612518497000000000,100000
1612518497100000000,100000
1612518497200000000,100000
1612518497300000000,100000
1612518497400000000,100000
1612518497500000000,100000
1612518497600000000,100000
1612518497700000000,100000
1612518497800000000,100000
1612518497900000000,100000
1612518498000000000,100000
1612518498100000000,100000
1612518498200000000,100000
1612518498300000000,100000
1612518498400000000,100000
1612518498500000000,100000
1612518498600000000,100000
1612518498700000000,100000
1612518498800000000,100000
1612518498900000000,100000
1612518499000000000,100000
1612518499100000000,100000
1612518499200000000,100000
1612518499300000000,100000
1612518499400000000,100000
1612518499500000000,100000
1612518499600000000,100000
1612518499700000000,100000
1612518499800000000,100000
1612518499900000000,100000
1612518500000000000,100000
1612518500100000000,100000
1612518500200000000,100000
1612518500300000000,100000
1612518500400000000,100000
1612518500500000000,100000
1612518500600000000,100000
1612518500700000000,100000
1612518500800000000,100000
1612518500900000000,100000
1612518501000000000,100000
1612518501100000000,100000
1612518501200000000,100000
1612518501300000000,100000
1612518501400000000,100000
1612518501500000000,100000
1612518501600000000,100000
1612518501700000000,100000
1612518501800000000,100000
1612518501900000000,100000
1612518502000000000,100000
1612518502100000000,100000
1612518502200000000,100000
1612518502300000000,100000
1612518502400000000,100000
1612518502500000000,100000
1612518502600000000,100000
1612518502700000000,100000
1612518502800000000,100000
1612518502900000000,100000
1612518503000000000,100000
1612518503100000000,100000
1612518503200000000,100000
1612518503300000000,100000
1612518503400000000,100000
1612518503500000000,100000
1612518503600000000,100000
1612518503700000000,100000
1612518503800000000,100000
1612518503900000000,100000
1612518504000000000,100000
1612518504100000000,100000
1612518504200000000,100000
1612518504300000000,100000
1612518504400000000,100000
1612518504500000000,100000
1612518504600000000,100000
1612518504700000000,100000
1612518504800000000,100000
1612518504900000000,100000
1612518505000000000,100000
1612518505100000000,100000
1612518505200000000,100000
1612518505300000000,100000
1612518505400000000,100000
1612518505500000000,100000
1612518505600000000,100000
1612518505700000000,100000
1612518505800000000,100000
1612518505900000000,100000
1612518506000000000,100000
1612518506100000000,100000
1612518506200000000,100000
1612518506300000000,100000
1612518506400000000,100000
1612518506500000000,100000
1612518506600000000,100000
1612518506700000000,100000
1612518506800000000,100000
1612518506900000000,100000
1612518507000000000,100000
1612518507100000000,100000
1612518507200000000,100000
1612518507300000000,100000
1612518507400000000,100000
1612518507500000000,100000
1612518507600000000,100000
1612518507700000000,100000
1612518507800000000,100000
1612518507900000000,100000
1612518508000000000,100000
1612518508100000000,100000
1612518508200000000,100000
1612518508300000000,100000
1612518508400000000,100000
1612518508500000000,100000
1612518508600000000,100000
1612518508700000000,100000
1612518508800000000,100000
1612518508900000000,100000
1612518509000000000,100000
1612518509100000000,100000
1612518509200000000,100000
1612518509300000000,100000
1612518509400000000,100000
1612518509500000000,100000
1612518509600000000,100000
1612518509700000000,100000
1612518509800000000,100000
1612518509900000000,100000
1612518510000000000,100000
1612518510100000000,100000
1612518510200000000,100000
1612518510300000000,100000
1612518510400000000,100000
1612518510500000000,100000
1612518510600000000,100000
1612518510700000000,100000
1612518510800000000,100000
1612518510900000000,100000
1612518511000000000,100000
1612518511100000000,100000
1612518511200000000,100000
1612518511300000000,100000
1612518511400000000,100000
1612518511500000000,100000
1612518511600000000,100000
1612518511700000000,100000
1612518511800000000,100000
1612518511900000000,100000
1612518512000000000,100000
1612518512100000000,100000
1612518512200000000,100000
1612518512300000000,100000
1612518512400000000,100000
1612518512500000000,100000
1612518512600000000,100000
1612518512700000000,100000
1612518512800000000,100000
1612518512900000000,100000
1612518513000000000,100000
1612518513100000000,100000
1612518513200000000,100000
1612518513300000000,100000
1612518513400000000,100000
1612518513500000000,100000
1612518513600000000,100000
1612518513700000000,100000
1612518513800000000,100000
1612518513900000000,100000
1612518514000000000,100000
1612518514100000000,100000
1612518514200000000,100000
1612518514300000000,100000
1612518514400000000,100000
1612518514500000000,100000
1612518514600000000,100000
1612518514700000000,100000
1612518514800000000,100000
1612518514900000000,100000
1612518515000000000,100000
1612518515100000000,100000
1612518515200000000,100000
1612518515300000000,100000
1612518515400000000,100000
1612518515500000000,100000
1612518515600000000,100000
1612518515700000000,100000
1612518515800000000,100000
1612518515900000000,100000
1612518516000000000,100000
1612518516100000000,100000
1612518516200000000,100000
1612518516300000000,100000
1612518516400000000,100000
1612518516500000000,100000
1612518516600000000,100000
1612518516700000000,100000
1612518516800000000,100000
1612518516900000000,100000
1612518517000000000,100000
1612518517100000000,100000
1612518517200000000,100000
1612518517300000000,100000
1612518517400000000,100000
1612518517500000000,100000
1612518517600000000,100000
1612518517700000000,100000
1612518517800000000,100000
1612518517900000000,100000
1612518518000000000,100000
1612518518100000000,100000
1612518518200000000,100000
1612518518300000000,100000
1612518518400000000,100000
1612518518500000000,100000
1612518518600000000,100000
1612518518700000000,100000
1612518518800000000,100000
1612518518900000000,100000
1612518519000000000,100000
1612518519100000000,100000
1612518519200000000,100000
1612518519300000000,100000
1612518519400000000,100000
1612518519500000000,100000
1612518519600000000,100000
1612518519700000000,100000
1612518519800000000,100000
1612518519900000000,100000
1612518520000000000,100000
1612518520100000000,100000
1612518520200000000,100000
1612518520300000000,100000
1612518520400000000,100000
1612518520500000000,100000
1612518520600000000,100000
1612518520700000000,100000
1612518520800000000,100000
1612518520900000000,100000
1612518521000000000,100000
1612518521100000000,100000
1612518521200000000,100000
1612518521300000000,100000
1612518521400000000,100000
1612518521500000000,100000
1612518521600000000,100000
1612518521700000000,100000
1612518521800000000,100000
1612518521900000000,100000
1612518522000000000,100000
1612518522100000000,100000
1612518522200000000,100000
1612518522300000000,100000
1612518522400000000,100000
1612518522500000000,100000
1612518522600000000,100000
1612518522700000000,100000
1612518522800000000,100000
1612518522900000000,100000
1612518523000000000,100000
1612518523100000000,100000
1612518523200000000,100000
1612518523300000000,100000
1612518523400000000,100000
1612518523500000000,100000
1612518523600000000,100000
1612518523700000000,100000
1612518523800000000,100000
1612518523900000000,100000
1612518524000000000,100000
1612518524100000000,100000
1612518524200000000,100000
1612518524300000000,100000
1612518524400000000,100000
1612518524500000000,100000
1612518524600000000,100000
1612518524700000000,100000
1612518524800000000,100000
1612518524900000000,100000
1612518525000000000,100000
1612518525100000000,100000
1612518525200000000,100000
1612518525300000000,100000
1612518525400000000,100000
1612518525500000000,100000
1612518525600000000,100000
1612518525700000000,100000
1612518525800000000,100000
1612518525900000000,100000
1612518526000000000,100000
1612518526100000000,100000
1612518526200000000,100000
1612518526300000000,100000
1612518526400000000,100000
1612518526500000000,100000
1612518526600000000,100000
1612518526700000000,100000
1612518526800000000,100000
1612518526900000000,100000
1612518527000000000,100000
1612518527100000000,100000
1612518527200000000,100000
1612518527300000000,100000
1612518527400000000,100000
1612518527500000000,100000
1612518527600000000,100000
1612518527700000000,100000
1612518527800000000,100000
1612518527900000000,100000
1612518528000000000,100000
1612518528100000000,100000
1612518528200000000,100000
1612518528300000000,100000
1612518528400000000,100000
1612518528500000000,100000
1612518528600000000,100000
1612518528700000000,100000
1612518528800000000,100000
1612518528900000000,100000
1612518529000000000,100000
1612518529100000000,100000
1612518529200000000,100000
1612518529300000000,100000
1612518529400000000,100000
1612518529500000000,100000
1612518529600000000,100000
1612518529700000000,100000
1612518529800000000,100000
1612518529900000000,100000
1612518530000000000,100000
1612518530100000000,100000
1612518530200000000,100000
1612518530300000000,100000
1612518530400000000,100000
1612518530500000000,100000
1612518530600000000,100000
1612518530700000000,100000
1612518530800000000,100000
1612518530900000000,100000
1612518531000000000,100000
1612518531100000000,100000
1612518531200000000,100000
1612518531300000000,100000
1612518531400000000,100000
1612518531500000000,100000
1612518531600000000,100000
1612518531700000000,100000
1612518531800000000,100000
1612518531900000000,100000
1612518532000000000,100000
1612518532100000000,100000
1612518532200000000,100000
1612518532300000000,100000
1612518532400000000,100000
1612518532500000000,100000
1612518532600000000,100000
1612518532700000000,100000
1612518532800000000,100000
1612518532900000000,100000
1612518533000000000,100000
1612518533100000000,100000
1612518533200000000,100000
1612518533300000000,100000
1612518533400000000,100000
1612518533500000000,100000
1612518533600000000,100000
1612518533700000000,100000
1612518533800000000,100000
1612518533900000000,100000
1612518534000000000,100000
1612518534100000000,100000
1612518534200000000,100000
1612518534300000000,100000
1612518534400000000,100000
1612518534500000000,100000
1612518534600000000,100000
1612518534700000000,100000
1612518534800000000,100000
1612518534900000000,100000
