FundamentalTime,FundamentalValue
1612517454700000000,100000
1612517454800000000,100000
1612517454900000000,100000
1612517455000000000,100000
1612517455100000000,100000
1612517455200000000,100000
1612517455300000000,100000
1612517455400000000,100000
1612517455500000000,100000
1612517455600000000,100000
1612517455700000000,100000
1612517455800000000,100000
1612517455900000000,100000
1612517456000000000,100000
1612517456100000000,100000
1612517456200000000,100000
1612517456300000000,100000
1612517456400000000,100000
1612517456500000000,100000
1612517456600000000,100000
1612517456700000000,100000
1612517456800000000,100000
1612517456900000000,100000
1612517457000000000,100000
1612517457100000000,100000
1612517457200000000,100000
1612517457300000000,100000
1612517457400000000,100000
1612517457500000000,100000
1612517457600000000,100000
1612517457700000000,100000
1612517457800000000,100000
1612517457900000000,100000
1612517458000000000,100000
1612517458100000000,100000
1612517458200000000,100000
1612517458300000000,100000
1612517458400000000,100000
1612517458500000000,100000
1612517458600000000,100000
1612517458700000000,100000
1612517458800000000,100000
1612517458900000000,100000
1612517459000000000,100000
1612517459100000000,100000
1612517459200000000,100000
1612517459300000000,100000
1612517459400000000,100000
1612517459500000000,100000
1612517459600000000,100000
1612517459700000000,100000
1612517459800000000,100000
1612517459900000000,100000
1612517460000000000,100000
1612517460100000000,100000
1612517460200000000,100000
1612517460300000000,100000
1612517460400000000,100000
1612517460500000000,100000
1612517460600000000,100000
1612517460700000000,100000
1612517460800000000,100000
1612517460900000000,100000
1612517461000000000,100000
1612517461100000000,100000
1612517461200000000,100000
1612517461300000000,100000
1612517461400000000,100000
1612517461500000000,100000
1612517461600000000,100000
1612517461700000000,100000
1612517461800000000,100000
1612517461900000000,100000
1612517462000000000,100000
1612517462100000000,100000
1612517462200000000,100000
1612517462300000000,100000
1612517462400000000,100000
1612517462500000000,100000
1612517462600000000,100000
1612517462700000000,100000
1612517462800000000,100000
1612517462900000000,100000
1612517463000000000,100000
1612517463100000000,100000
1612517463200000000,100000
1612517463300000000,100000
1612517463400000000,100000
1612517463500000000,100000
1612517463600000000,100000
1612517463700000000,100000
1612517463800000000,100000
1612517463900000000,100000
1612517464000000000,100000
1612517464100000000,100000
1612517464200000000,100000
1612517464300000000,100000
1612517464400000000,100000
1612517464500000000,100000
1612517464600000000,100000
1612517464700000000,100000
1612517464800000000,100000
1612517464900000000,100000
1612517465000000000,100000
1612517465100000000,100000
1612517465200000000,100000
1612517465300000000,100000
1612517465400000000,100000
1612517465500000000,100000
1612517465600000000,100000
1612517465700000000,100000
1612517465800000000,100000
1612517465900000000,100000
1612517466000000000,100000
1612517466100000000,100000
1612517466200000000,100000
1612517466300000000,100000
1612517466400000000,100000
1612517466500000000,100000
1612517466600000000,100000
1612517466700000000,100000
1612517466800000000,100000
1612517466900000000,100000
1612517467000000000,100000
1612517467100000000,100000
1612517467200000000,100000
1612517467300000000,100000
1612517467400000000,100000
1612517467500000000,100000
1612517467600000000,100000
1612517467700000000,100000
1612517467800000000,100000
1612517467900000000,100000
1612517468000000000,100000
1612517468100000000,100000
1612517468200000000,100000
1612517468300000000,100000
1612517468400000000,100000
1612517468500000000,100000
1612517468600000000,100000
1612517468700000000,100000
1612517468800000000,100000
1612517468900000000,100000
1612517469000000000,100000
1612517469100000000,100000
1612517469200000000,100000
1612517469300000000,100000
1612517469400000000,100000
1612517469500000000,100000
1612517469600000000,100000
1612517469700000000,100000
1612517469800000000,100000
1612517469900000000,100000
1612517470000000000,100000
1612517470100000000,100000
1612517470200000000,100000
1612517470300000000,100000
1612517470400000000,100000
1612517470500000000,100000
1612517470600000000,100000
1612517470700000000,100000
1612517470800000000,100000
1612517470900000000,100000
1612517471000000000,100000
1612517471100000000,100000
1612517471200000000,100000
1612517471300000000,100000
1612517471400000000,100000
1612517471500000000,100000
1612517471600000000,100000
1612517471700000000,100000
1612517471800000000,100000
1612517471900000000,100000
1612517472000000000,100000
1612517472100000000,100000
1612517472200000000,100000
1612517472300000000,100000
1612517472400000000,100000
1612517472500000000,100000
1612517472600000000,100000
1612517472700000000,100000
1612517472800000000,100000
1612517472900000000,100000
1612517473000000000,100000
1612517473100000000,100000
1612517473200000000,100000
1612517473300000000,100000
1612517473400000000,100000
1612517473500000000,100000
1612517473600000000,100000
1612517473700000000,100000
1612517473800000000,100000
1612517473900000000,100000
1612517474000000000,100000
1612517474100000000,100000
1612517474200000000,100000
1612517474300000000,100000
1612517474400000000,100000
1612517474500000000,100000
1612517474600000000,100000
1612517474700000000,100000
1612517474800000000,100000
1612517474900000000,100000
1612517475000000000,100000
1612517475100000000,100000
1612517475200000000,100000
1612517475300000000,100000
1612517475400000000,100000
1612517475500000000,100000
1612517475600000000,100000
1612517475700000000,100000
1612517475800000000,100000
1612517475900000000,100000
1612517476000000000,100000
1612517476100000000,100000
1612517476200000000,100000
1612517476300000000,100000
1612517476400000000,100000
1612517476500000000,100000
1612517476600000000,100000
1612517476700000000,100000
1612517476800000000,100000
1612517476900000000,100000
1612517477000000000,100000
1612517477100000000,100000
1612517477200000000,100000
1612517477300000000,100000
1612517477400000000,100000
1612517477500000000,100000
1612517477600000000,100000
1612517477700000000,100000
1612517477800000000,100000
1612517477900000000,100000
1612517478000000000,100000
1612517478100000000,100000
1612517478200000000,100000
1612517478300000000,100000
1612517478400000000,100000
1612517478500000000,100000
1612517478600000000,100000
1612517478700000000,100000
1612517478800000000,100000
1612517478900000000,100000
1612517479000000000,100000
1612517479100000000,100000
1612517479200000000,100000
1612517479300000000,100000
1612517479400000000,100000
1612517479500000000,100000
1612517479600000000,100000
1612517479700000000,100000
1612517479800000000,100000
1612517479900000000,100000
1612517480000000000,100000
1612517480100000000,100000
1612517480200000000,100000
1612517480300000000,100000
1612517480400000000,100000
1612517480500000000,100000
1612517480600000000,100000
1612517480700000000,100000
1612517480800000000,100000
1612517480900000000,100000
1612517481000000000,100000
1612517481100000000,100000
1612517481200000000,100000
1612517481300000000,100000
1612517481400000000,100000
1612517481500000000,100000
1612517481600000000,100000
1612517481700000000,100000
1612517481800000000,100000
1612517481900000000,100000
1612517482000000000,100000
1612517482100000000,100000
1612517482200000000,100000
1612517482300000000,100000
1612517482400000000,100000
1612517482500000000,100000
1612517482600000000,100000
1612517482700000000,100000
1612517482800000000,100000
1612517482900000000,100000
1612517483000000000,100000
1612517483100000000,100000
1612517483200000000,100000
1612517483300000000,100000
1612517483400000000,100000
1612517483500000000,100000
1612517483600000000,100000
1612517483700000000,100000
1612517483800000000,100000
1612517483900000000,100000
1612517484000000000,100000
1612517484100000000,100000
1612517484200000000,100000
1612517484300000000,100000
1612517484400000000,100000
1612517484500000000,100000
1612517484600000000,100000
1612517484700000000,100000
1612517484800000000,100000
1612517484900000000,100000
1612517485000000000,100000
1612517485100000000,100000
1612517485200000000,100000
1612517485300000000,100000
1612517485400000000,100000
1612517485500000000,100000
1612517485600000000,100000
1612517485700000000,100000
1612517485800000000,100000
1612517485900000000,100000
1612517486000000000,100000
1612517486100000000,100000
1612517486200000000,100000
1612517486300000000,100000
1612517486400000000,100000
1612517486500000000,100000
1612517486600000000,100000
1612517486700000000,100000
1612517486800000000,100000
1612517486900000000,100000
1612517487000000000,100000
1612517487100000000,100000
1612517487200000000,100000
1612517487300000000,100000
1612517487400000000,100000
1612517487500000000,100000
1612517487600000000,100000
1612517487700000000,100000
1612517487800000000,100000
1612517487900000000,100000
1612517488000000000,100000
1612517488100000000,100000
1612517488200000000,100000
1612517488300000000,100000
1612517488400000000,100000
1612517488500000000,100000
1612517488600000000,100000
1612517488700000000,100000
1612517488800000000,100000
1612517488900000000,100000
1612517489000000000,100000
1612517489100000000,100000
1612517489200000000,100000
1612517489300000000,100000
1612517489400000000,100000
1612517489500000000,100000
1612517489600000000,100000
1612517489700000000,100000
1612517489800000000,100000
1612517489900000000,100000
1612517490000000000,100000
1612517490100000000,100000
1612517490200000000,100000
1612517490300000000,100000
1612517490400000000,100000
1612517490500000000,100000
1612517490600000000,100000
1612517490700000000,100000
1612517490800000000,100000
1612517490900000000,100000
1612517491000000000,100000
1612517491100000000,100000
1612517491200000000,100000
1612517491300000000,100000
1612517491400000000,100000
1612517491500000000,100000
1612517491600000000,100000
1612517491700000000,100000
1612517491800000000,100000
1612517491900000000,100000
1612517492000000000,100000
1612517492100000000,100000
1612517492200000000,100000
1612517492300000000,100000
1612517492400000000,100000
1612517492500000000,100000
1612517492600000000,100000
1612517492700000000,100000
1612517492800000000,100000
1612517492900000000,100000
1612517493000000000,100000
1612517493100000000,100000
1612517493200000000,100000
1612517493300000000,100000
1612517493400000000,100000
1612517493500000000,100000
1612517493600000000,100000
1612517493700000000,100000
1612517493800000000,100000
1612517493900000000,100000
1612517494000000000,100000
1612517494100000000,100000
1612517494200000000,100000
1612517494300000000,100000
1612517494400000000,100000
1612517494500000000,100000
1612517494600000000,100000
1612517494700000000,100000
1612517494800000000,100000
1612517494900000000,100000
1612517495000000000,100000
1612517495100000000,100000
1612517495200000000,100000
1612517495300000000,100000
1612517495400000000,100000
1612517495500000000,100000
1612517495600000000,100000
1612517495700000000,100000
1612517495800000000,100000
1612517495900000000,100000
1612517496000000000,100000
1612517496100000000,100000
1612517496200000000,100000
1612517496300000000,100000
1612517496400000000,100000
1612517496500000000,100000
1612517496600000000,100000
1612517496700000000,100000
1612517496800000000,100000
1612517496900000000,100000
1612517497000000000,100000
1612517497100000000,100000
1612517497200000000,100000
1612517497300000000,100000
1612517497400000000,100000
1612517497500000000,100000
1612517497600000000,100000
1612517497700000000,100000
1612517497800000000,100000
1612517497900000000,100000
1612517498000000000,100000
1612517498100000000,100000
1612517498200000000,100000
1612517498300000000,100000
1612517498400000000,100000
1612517498500000000,100000
1612517498600000000,100000
1612517498700000000,100000
1612517498800000000,100000
1612517498900000000,100000
1612517499000000000,100000
1612517499100000000,100000
1612517499200000000,100000
1612517499300000000,100000
1612517499400000000,100000
1612517499500000000,100000
1612517499600000000,100000
1612517499700000000,100000
1612517499800000000,100000
1612517499900000000,100000
1612517500000000000,100000
1612517500100000000,100000
1612517500200000000,100000
1612517500300000000,100000
1612517500400000000,100000
1612517500500000000,100000
1612517500600000000,100000
1612517500700000000,100000
1612517500800000000,100000
1612517500900000000,100000
1612517501000000000,100000
1612517501100000000,100000
1612517501200000000,100000
1612517501300000000,100000
1612517501400000000,100000
1612517501500000000,100000
1612517501600000000,100000
1612517501700000000,100000
1612517501800000000,100000
1612517501900000000,100000
1612517502000000000,100000
1612517502100000000,100000
1612517502200000000,100000
1612517502300000000,100000
1612517502400000000,100000
1612517502500000000,100000
1612517502600000000,100000
1612517502700000000,100000
1612517502800000000,100000
1612517502900000000,100000
1612517503000000000,100000
1612517503100000000,100000
1612517503200000000,100000
1612517503300000000,100000
1612517503400000000,100000
1612517503500000000,100000
1612517503600000000,100000
1612517503700000000,100000
1612517503800000000,100000
1612517503900000000,100000
1612517504000000000,100000
1612517504100000000,100000
1612517504200000000,100000
1612517504300000000,100000
1612517504400000000,100000
1612517504500000000,100000
1612517504600000000,100000
1612517504700000000,100000
1612517504800000000,100000
1612517504900000000,100000
1612517505000000000,100000
1612517505100000000,100000
1612517505200000000,100000
1612517505300000000,100000
1612517505400000000,100000
1612517505500000000,100000
1612517505600000000,100000
1612517505700000000,100000
1612517505800000000,100000
1612517505900000000,100000
1612517506000000000,100000
1612517506100000000,100000
1612517506200000000,100000
1612517506300000000,100000
1612517506400000000,100000
1612517506500000000,100000
1612517506600000000,100000
1612517506700000000,100000
1612517506800000000,100000
1612517506900000000,100000
1612517507000000000,100000
1612517507100000000,100000
1612517507200000000,100000
1612517507300000000,100000
1612517507400000000,100000
1612517507500000000,100000
1612517507600000000,100000
1612517507700000000,100000
1612517507800000000,100000
1612517507900000000,100000
1612517508000000000,100000
1612517508100000000,100000
1612517508200000000,100000
1612517508300000000,100000
1612517508400000000,100000
1612517508500000000,100000
1612517508600000000,100000
1612517508700000000,100000
1612517508800000000,100000
1612517508900000000,100000
1612517509000000000,100000
1612517509100000000,100000
1612517509200000000,100000
1612517509300000000,100000
1612517509400000000,100000
1612517509500000000,100000
1612517509600000000,100000
1612517509700000000,100000
1612517509800000000,100000
1612517509900000000,100000
1612517510000000000,100000
1612517510100000000,100000
1612517510200000000,100000
1612517510300000000,100000
1612517510400000000,100000
1612517510500000000,100000
1612517510600000000,100000
1612517510700000000,100000
1612517510800000000,100000
1612517510900000000,100000
1612517511000000000,100000
1612517511100000000,100000
1612517511200000000,100000
1612517511300000000,100000
1612517511400000000,100000
1612517511500000000,100000
1612517511600000000,100000
1612517511700000000,100000
1612517511800000000,100000
1612517511900000000,100000
1612517512000000000,100000
1612517512100000000,100000
1612517512200000000,100000
1612517512300000000,100000
1612517512400000000,100000
1612517512500000000,100000
1612517512600000000,100000
1612517512700000000,100000
1612517512800000000,100000
1612517512900000000,100000
1612517513000000000,100000
1612517513100000000,100000
1612517513200000000,100000
1612517513300000000,100000
1612517513400000000,100000
1612517513500000000,100000
1612517513600000000,100000
1612517513700000000,100000
1612517513800000000,100000
1612517513900000000,100000
1612517514000000000,100000
1612517514100000000,100000
1612517514200000000,100000
1612517514300000000,100000
1612517514400000000,100000
1612517514500000000,100000
1612517514600000000,100000
1612517514700000000,100000
1612517514800000000,100000
1612517514900000000,100000
1612517515000000000,100000
1612517515100000000,100000
1612517515200000000,100000
1612517515300000000,100000
1612517515400000000,100000
1612517515500000000,100000
1612517515600000000,100000
1612517515700000000,100000
1612517515800000000,100000
1612517515900000000,100000
1612517516000000000,100000
1612517516100000000,100000
1612517516200000000,100000
1612517516300000000,100000
1612517516400000000,100000
1612517516500000000,100000
1612517516600000000,100000
1612517516700000000,100000
1612517516800000000,100000
1612517516900000000,100000
1612517517000000000,100000
1612517517100000000,100000
1612517517200000000,100000
1612517517300000000,100000
1612517517400000000,100000
1612517517500000000,100000
1612517517600000000,100000
1612517517700000000,100000
1612517517800000000,100000
1612517517900000000,100000
1612517518000000000,100000
1612517518100000000,100000
1612517518200000000,100000
1612517518300000000,100000
1612517518400000000,100000
1612517518500000000,100000
1612517518600000000,100000
1612517518700000000,100000
1612517518800000000,100000
1612517518900000000,100000
1612517519000000000,100000
1612517519100000000,100000
1612517519200000000,100000
1612517519300000000,100000
1612517519400000000,100000
1612517519500000000,100000
1612517519600000000,100000
1612517519700000000,100000
1612517519800000000,100000
1612517519900000000,100000
1612517520000000000,100000
1612517520100000000,100000
1612517520200000000,100000
1612517520300000000,100000
1612517520400000000,100000
1612517520500000000,100000
1612517520600000000,100000
1612517520700000000,100000
1612517520800000000,100000
1612517520900000000,100000
1612517521000000000,100000
1612517521100000000,100000
1612517521200000000,100000
1612517521300000000,100000
1612517521400000000,100000
1612517521500000000,100000
1612517521600000000,100000
1612517521700000000,100000
1612517521800000000,100000
1612517521900000000,100000
1612517522000000000,100000
1612517522100000000,100000
1612517522200000000,100000
1612517522300000000,100000
1612517522400000000,100000
1612517522500000000,100000
1612517522600000000,100000
1612517522700000000,100000
1612517522800000000,100000
1612517522900000000,100000
1612517523000000000,100000
1612517523100000000,100000
1612517523200000000,100000
1612517523300000000,100000
1612517523400000000,100000
1612517523500000000,100000
1612517523600000000,100000
1612517523700000000,100000
1612517523800000000,100000
1612517523900000000,100000
1612517524000000000,100000
1612517524100000000,100000
1612517524200000000,100000
1612517524300000000,100000
1612517524400000000,100000
1612517524500000000,100000
1612517524600000000,100000
1612517524700000000,100000
1612517524800000000,100000
1612517524900000000,100000
1612517525000000000,100000
1612517525100000000,100000
1612517525200000000,100000
1612517525300000000,100000
1612517525400000000,100000
1612517525500000000,100000
1612517525600000000,100000
1612517525700000000,100000
1612517525800000000,100000
1612517525900000000,100000
1612517526000000000,100000
1612517526100000000,100000
1612517526200000000,100000
1612517526300000000,100000
1612517526400000000,100000
1612517526500000000,100000
1612517526600000000,100000
1612517526700000000,100000
1612517526800000000,100000
