EventTime,EventType,ScalarEventValue,agent_id,agent_type,CASH,time_placed,symbol,quantity,side,order_id,fill_price,tag,limit_price,is_hidden,is_price_to_comply,insert_by_id,is_post_only,ABM
1612529687529443520,ORDER_EXECUTED,,1107,MomentumAgent,,2021-02-05 12:54:47,ABM,62.0,Side.ASK,271964.0,99866.0,,99866.0,False,False,False,False,
1612529687529443520,HOLDINGS_UPDATED,,1107,MomentumAgent,-157831276.0,,,,,,,,,,,,,1669.0
1612529687529443570,ORDER_EXECUTED,,1107,MomentumAgent,,2021-02-05 12:54:47,ABM,50.0,Side.ASK,271964.0,99866.0,,99866.0,False,False,False,False,
1612529687529443570,HOLDINGS_UPDATED,,1107,MomentumAgent,-152837976.0,,,,,,,,,,,,,1619.0
1612529709607931013,BID_DEPTH,"[(99865, 369)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529709607931013,ASK_DEPTH,"[(99866, 50)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529709607931013,IMBALANCE,"[369, 50]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529709607931013,ORDER_SUBMITTED,,1107,MomentumAgent,,2021-02-05 12:55:09,ABM,100.0,Side.ASK,271990.0,,,99865.0,False,False,False,False,
1612529709610716717,ORDER_EXECUTED,,1107,MomentumAgent,,2021-02-05 12:55:09,ABM,69.0,Side.ASK,271990.0,99865.0,,99865.0,False,False,False,False,
1612529709610716717,HOLDINGS_UPDATED,,1107,MomentumAgent,-145947291.0,,,,,,,,,,,,,1550.0
1612529709610716767,ORDER_EXECUTED,,1107,MomentumAgent,,2021-02-05 12:55:09,ABM,31.0,Side.ASK,271990.0,99865.0,,99865.0,False,False,False,False,
1612529709610716767,HOLDINGS_UPDATED,,1107,MomentumAgent,-142851476.0,,,,,,,,,,,,,1519.0
1612529716158129788,BID_DEPTH,"[(99867, 559)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529716158129788,ASK_DEPTH,"[(99869, 370)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529716158129788,IMBALANCE,"[559, 370]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529716158129788,ORDER_SUBMITTED,,1107,MomentumAgent,,2021-02-05 12:55:16,ABM,55.0,Side.ASK,272001.0,,,99867.0,False,False,False,False,
1612529716160915492,ORDER_EXECUTED,,1107,MomentumAgent,,2021-02-05 12:55:16,ABM,55.0,Side.ASK,272001.0,99867.0,,99867.0,False,False,False,False,
1612529716160915492,HOLDINGS_UPDATED,,1107,MomentumAgent,-137358791.0,,,,,,,,,,,,,1464.0
1612529728309538667,BID_DEPTH,"[(99868, 146)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529728309538667,ASK_DEPTH,"[(99869, 270)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529728309538667,IMBALANCE,"[146, 270]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529728309538667,ORDER_SUBMITTED,,1107,MomentumAgent,,2021-02-05 12:55:28,ABM,100.0,Side.ASK,272009.0,,,99868.0,False,False,False,False,
1612529728312324371,ORDER_EXECUTED,,1107,MomentumAgent,,2021-02-05 12:55:28,ABM,100.0,Side.ASK,272009.0,99868.0,,99868.0,False,False,False,False,
1612529728312324371,HOLDINGS_UPDATED,,1107,MomentumAgent,-127371991.0,,,,,,,,,,,,,1364.0
1612529749962959669,BID_DEPTH,"[(99868, 632)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529749962959669,ASK_DEPTH,"[(99869, 66)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529749962959669,IMBALANCE,"[632, 66]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529749962959669,ORDER_SUBMITTED,,1107,MomentumAgent,,2021-02-05 12:55:49,ABM,2.0,Side.ASK,272024.0,,,99868.0,False,False,False,False,
1612529749965745373,ORDER_EXECUTED,,1107,MomentumAgent,,2021-02-05 12:55:49,ABM,2.0,Side.ASK,272024.0,99868.0,,99868.0,False,False,False,False,
1612529749965745373,HOLDINGS_UPDATED,,1107,MomentumAgent,-127172255.0,,,,,,,,,,,,,1362.0
1612529754940140397,BID_DEPTH,"[(99869, 245)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529754940140397,ASK_DEPTH,"[(99870, 381)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529754940140397,IMBALANCE,"[245, 381]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529754940140397,ORDER_SUBMITTED,,1107,MomentumAgent,,2021-02-05 12:55:54,ABM,11.0,Side.ASK,272031.0,,,99869.0,False,False,False,False,
1612529754942926101,ORDER_EXECUTED,,1107,MomentumAgent,,2021-02-05 12:55:54,ABM,11.0,Side.ASK,272031.0,99869.0,,99869.0,False,False,False,False,
1612529754942926101,HOLDINGS_UPDATED,,1107,MomentumAgent,-126073696.0,,,,,,,,,,,,,1351.0
1612529769783953620,BID_DEPTH,"[(99869, 1134)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529769783953620,ASK_DEPTH,"[(99870, 56)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529769783953620,IMBALANCE,"[1134, 56]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529769783953620,ORDER_SUBMITTED,,1107,MomentumAgent,,2021-02-05 12:56:09,ABM,200.0,Side.ASK,272045.0,,,99869.0,False,False,False,False,
1612529769786739324,ORDER_EXECUTED,,1107,MomentumAgent,,2021-02-05 12:56:09,ABM,34.0,Side.ASK,272045.0,99869.0,,99869.0,False,False,False,False,
1612529769786739324,HOLDINGS_UPDATED,,1107,MomentumAgent,-122678150.0,,,,,,,,,,,,,1317.0
1612529769786739374,ORDER_EXECUTED,,1107,MomentumAgent,,2021-02-05 12:56:09,ABM,100.0,Side.ASK,272045.0,99869.0,,99869.0,False,False,False,False,
1612529769786739374,HOLDINGS_UPDATED,,1107,MomentumAgent,-112691250.0,,,,,,,,,,,,,1217.0
1612529769786739424,ORDER_EXECUTED,,1107,MomentumAgent,,2021-02-05 12:56:09,ABM,66.0,Side.ASK,272045.0,99869.0,,99869.0,False,False,False,False,
1612529769786739424,HOLDINGS_UPDATED,,1107,MomentumAgent,-106099896.0,,,,,,,,,,,,,1151.0
1612529776961366534,BID_DEPTH,"[(99870, 99)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529776961366534,ASK_DEPTH,"[(99871, 100)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529776961366534,IMBALANCE,"[99, 100]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529776961366534,ORDER_SUBMITTED,,1107,MomentumAgent,,2021-02-05 12:56:16,ABM,100.0,Side.ASK,272053.0,,,99870.0,False,False,False,False,
1612529776964152238,ORDER_EXECUTED,,1107,MomentumAgent,,2021-02-05 12:56:16,ABM,99.0,Side.ASK,272053.0,99870.0,,99870.0,False,False,False,False,
1612529776964152238,HOLDINGS_UPDATED,,1107,MomentumAgent,-96212766.0,,,,,,,,,,,,,1052.0
1612529776964152288,ORDER_ACCEPTED,,1107,MomentumAgent,,2021-02-05 12:56:16,ABM,1.0,Side.ASK,272053.0,,,99870.0,False,False,False,False,
1612529780089446082,ORDER_EXECUTED,,1107,MomentumAgent,,2021-02-05 12:56:16,ABM,1.0,Side.ASK,272053.0,99870.0,,99870.0,False,False,False,False,
1612529780089446082,HOLDINGS_UPDATED,,1107,MomentumAgent,-96112896.0,,,,,,,,,,,,,1051.0
1612529824984584992,BID_DEPTH,"[(99870, 92)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529824984584992,ASK_DEPTH,"[(99872, 267)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529824984584992,IMBALANCE,"[92, 267]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529824984584992,ORDER_SUBMITTED,,1107,MomentumAgent,,2021-02-05 12:57:04,ABM,100.0,Side.ASK,272092.0,,,99870.0,False,False,False,False,
1612529824987370696,ORDER_EXECUTED,,1107,MomentumAgent,,2021-02-05 12:57:04,ABM,92.0,Side.ASK,272092.0,99870.0,,99870.0,False,False,False,False,
1612529824987370696,HOLDINGS_UPDATED,,1107,MomentumAgent,-86924856.0,,,,,,,,,,,,,959.0
1612529824987370746,ORDER_ACCEPTED,,1107,MomentumAgent,,2021-02-05 12:57:04,ABM,8.0,Side.ASK,272092.0,,,99870.0,False,False,False,False,
1612529825204752722,ORDER_EXECUTED,,1107,MomentumAgent,,2021-02-05 12:57:04,ABM,8.0,Side.ASK,272092.0,99870.0,,99870.0,False,False,False,False,
1612529825204752722,HOLDINGS_UPDATED,,1107,MomentumAgent,-86125896.0,,,,,,,,,,,,,951.0
1612529945609948068,BID_DEPTH,"[(99881, 100)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529945609948068,ASK_DEPTH,"[(99885, 100)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529945609948068,IMBALANCE,"[100, 100]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529945609948068,ORDER_SUBMITTED,,1107,MomentumAgent,,2021-02-05 12:59:05,ABM,100.0,Side.ASK,272228.0,,,99881.0,False,False,False,False,
1612529945612733772,ORDER_EXECUTED,,1107,MomentumAgent,,2021-02-05 12:59:05,ABM,100.0,Side.ASK,272228.0,99881.0,,99881.0,False,False,False,False,
1612529945612733772,HOLDINGS_UPDATED,,1107,MomentumAgent,-76137796.0,,,,,,,,,,,,,851.0
1612529948244864809,BID_DEPTH,"[(99880, 100)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529948244864809,ASK_DEPTH,"[(99886, 45)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529948244864809,IMBALANCE,"[100, 45]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529948244864809,ORDER_SUBMITTED,,1107,MomentumAgent,,2021-02-05 12:59:08,ABM,100.0,Side.ASK,272233.0,,,99880.0,False,False,False,False,
1612529948247650513,ORDER_EXECUTED,,1107,MomentumAgent,,2021-02-05 12:59:08,ABM,100.0,Side.ASK,272233.0,99880.0,,99880.0,False,False,False,False,
1612529948247650513,HOLDINGS_UPDATED,,1107,MomentumAgent,-66149796.0,,,,,,,,,,,,,751.0
1612529962322703583,BID_DEPTH,"[(99885, 17)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529962322703583,ASK_DEPTH,"[(99886, 45)]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529962322703583,IMBALANCE,"[17, 45]",1107,MomentumAgent,,,,,,,,,,,,,,
1612529962322703583,ORDER_SUBMITTED,,1107,MomentumAgent,,2021-02-05 12:59:22,ABM,100.0,Side.ASK,272242.0,,,99885.0,False,False,False,False,
1612529962325489287,ORDER_EXECUTED,,1107,MomentumAgent,,2021-02-05 12:59:22,ABM,17.0,Side.ASK,272242.0,99885.0,,99885.0,False,False,False,False,
1612529962325489287,HOLDINGS_UPDATED,,1107,MomentumAgent,-64451751.0,,,,,,,,,,,,,734.0
1612529962325489337,ORDER_ACCEPTED,,1107,MomentumAgent,,2021-02-05 12:59:22,ABM,83.0,Side.ASK,272242.0,,,99885.0,False,False,False,False,
1612530000001392827,FINAL_HOLDINGS,"{ ABM: 734, CASH: -64451751 }",1107,MomentumAgent,,,,,,,,,,,,,,
1612530000001392827,FINAL_CASH_POSITION,-64451751,1107,MomentumAgent,,,,,,,,,,,,,,
1612530000001392827,MARK_TO_MARKET,734 ABM @ 99884 == 73314856,1107,MomentumAgent,,,,,,,,,,,,,,
1612530000001392827,MARKED_TO_MARKET,8863105,1107,MomentumAgent,,,,,,,,,,,,,,
1612530000001392827,ENDING_CASH,8863105,1107,MomentumAgent,,,,,,,,,,,,,,
0,AGENT_TYPE,MomentumAgent,1108,MomentumAgent,,,,,,,,,,,,,,
0,STARTING_CASH,10000000,1108,MomentumAgent,,,,,,,,,,,,,,
1612483200000000000,HOLDINGS_UPDATED,,1108,MomentumAgent,10000000.0,,,,,,,,,,,,,
1612517414163682889,BID_DEPTH,[],1108,MomentumAgent,,,,,,,,,,,,,,
1612517414163682889,ASK_DEPTH,"[(99925, 100)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517414163682889,IMBALANCE,"[0, 100]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517417007056482,BID_DEPTH,[],1108,MomentumAgent,,,,,,,,,,,,,,
1612517417007056482,ASK_DEPTH,"[(99925, 68)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517417007056482,IMBALANCE,"[0, 68]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517578140551572,BID_DEPTH,"[(99976, 262)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517578140551572,ASK_DEPTH,"[(99979, 211)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517578140551572,IMBALANCE,"[262, 211]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517699235120298,BID_DEPTH,"[(99938, 100)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517699235120298,ASK_DEPTH,"[(99952, 400)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517699235120298,IMBALANCE,"[100, 400]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517701328263751,BID_DEPTH,"[(99938, 100)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517701328263751,ASK_DEPTH,"[(99952, 400)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517701328263751,IMBALANCE,"[100, 400]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517753147673989,BID_DEPTH,"[(99952, 306)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517753147673989,ASK_DEPTH,"[(99953, 100)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517753147673989,IMBALANCE,"[306, 100]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517813425749599,BID_DEPTH,"[(99957, 392)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517813425749599,ASK_DEPTH,"[(99968, 87)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517813425749599,IMBALANCE,"[392, 87]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517845214314093,BID_DEPTH,"[(99968, 100)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517845214314093,ASK_DEPTH,"[(99969, 399)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517845214314093,IMBALANCE,"[100, 399]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517858428918045,BID_DEPTH,"[(99959, 17)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517858428918045,ASK_DEPTH,"[(99965, 15)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517858428918045,IMBALANCE,"[17, 15]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517862246736139,BID_DEPTH,"[(99959, 17)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517862246736139,ASK_DEPTH,"[(99960, 5)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517862246736139,IMBALANCE,"[17, 5]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517866584199217,BID_DEPTH,"[(99959, 14)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517866584199217,ASK_DEPTH,"[(99960, 5)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517866584199217,IMBALANCE,"[14, 5]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517945259507011,BID_DEPTH,"[(99957, 190)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517945259507011,ASK_DEPTH,"[(99958, 93)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612517945259507011,IMBALANCE,"[190, 93]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518032108868073,BID_DEPTH,"[(99959, 100)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518032108868073,ASK_DEPTH,"[(99960, 151)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518032108868073,IMBALANCE,"[100, 151]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518053453082184,BID_DEPTH,"[(99960, 66)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518053453082184,ASK_DEPTH,"[(99961, 161)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518053453082184,IMBALANCE,"[66, 161]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518138828678597,BID_DEPTH,"[(99961, 397)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518138828678597,ASK_DEPTH,"[(99962, 414)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518138828678597,IMBALANCE,"[397, 414]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518157834446231,BID_DEPTH,"[(99960, 210)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518157834446231,ASK_DEPTH,"[(99961, 4)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518157834446231,IMBALANCE,"[210, 4]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518172729846397,BID_DEPTH,"[(99960, 313)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518172729846397,ASK_DEPTH,"[(99961, 400)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518172729846397,IMBALANCE,"[313, 400]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518192571589247,BID_DEPTH,"[(99960, 59)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518192571589247,ASK_DEPTH,"[(99961, 477)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518192571589247,IMBALANCE,"[59, 477]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518233878868932,BID_DEPTH,"[(99959, 12)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518233878868932,ASK_DEPTH,"[(99960, 542)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518233878868932,IMBALANCE,"[12, 542]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518330591012130,BID_DEPTH,"[(99956, 500)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518330591012130,ASK_DEPTH,"[(99959, 325)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518330591012130,IMBALANCE,"[500, 325]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518405614651358,BID_DEPTH,"[(99958, 72)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518405614651358,ASK_DEPTH,"[(99959, 214)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518405614651358,IMBALANCE,"[72, 214]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518532317182252,BID_DEPTH,"[(99940, 59)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518532317182252,ASK_DEPTH,"[(99956, 71)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518532317182252,IMBALANCE,"[59, 71]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518573064725212,BID_DEPTH,"[(99950, 109)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518573064725212,ASK_DEPTH,"[(99951, 200)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518573064725212,IMBALANCE,"[109, 200]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518618498762544,BID_DEPTH,"[(99951, 120)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518618498762544,ASK_DEPTH,"[(99952, 407)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518618498762544,IMBALANCE,"[120, 407]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518669568857846,BID_DEPTH,"[(99954, 120)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518669568857846,ASK_DEPTH,"[(99956, 177)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518669568857846,IMBALANCE,"[120, 177]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518712509272444,BID_DEPTH,"[(99954, 220)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518712509272444,ASK_DEPTH,"[(99955, 253)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518712509272444,IMBALANCE,"[220, 253]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518736897894533,BID_DEPTH,"[(99957, 84)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518736897894533,ASK_DEPTH,"[(99961, 91)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518736897894533,IMBALANCE,"[84, 91]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518751216385005,BID_DEPTH,"[(99959, 100)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518751216385005,ASK_DEPTH,"[(99961, 91)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518751216385005,IMBALANCE,"[100, 91]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518763816325811,BID_DEPTH,"[(99957, 84)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518763816325811,ASK_DEPTH,"[(99961, 91)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518763816325811,IMBALANCE,"[84, 91]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518774098443996,BID_DEPTH,"[(99956, 104)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518774098443996,ASK_DEPTH,"[(99959, 100)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518774098443996,IMBALANCE,"[104, 100]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518876970016026,BID_DEPTH,"[(99963, 5)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518876970016026,ASK_DEPTH,"[(99965, 7)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612518876970016026,IMBALANCE,"[5, 7]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519048382743592,BID_DEPTH,"[(99973, 100)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519048382743592,ASK_DEPTH,"[(99977, 318)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519048382743592,IMBALANCE,"[100, 318]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519082233216898,BID_DEPTH,"[(99976, 130)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519082233216898,ASK_DEPTH,"[(99977, 465)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519082233216898,IMBALANCE,"[130, 465]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519083574146801,BID_DEPTH,"[(99973, 100)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519083574146801,ASK_DEPTH,"[(99976, 270)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519083574146801,IMBALANCE,"[100, 270]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519107074358390,BID_DEPTH,"[(99976, 530)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519107074358390,ASK_DEPTH,"[(99977, 300)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519107074358390,IMBALANCE,"[530, 300]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519150568203271,BID_DEPTH,"[(99978, 252)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519150568203271,ASK_DEPTH,"[(99979, 113)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519150568203271,IMBALANCE,"[252, 113]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519174651202054,BID_DEPTH,"[(99985, 37)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519174651202054,ASK_DEPTH,[],1108,MomentumAgent,,,,,,,,,,,,,,
1612519174651202054,IMBALANCE,"[37, 0]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519335929172534,BID_DEPTH,"[(99982, 102)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519335929172534,ASK_DEPTH,"[(99983, 215)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519335929172534,IMBALANCE,"[102, 215]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519364120006823,BID_DEPTH,"[(99978, 32)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519364120006823,ASK_DEPTH,"[(99979, 38)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519364120006823,IMBALANCE,"[32, 38]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519417206534855,BID_DEPTH,"[(99972, 100)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519417206534855,ASK_DEPTH,"[(99978, 18)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519417206534855,IMBALANCE,"[100, 18]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519567758523136,BID_DEPTH,"[(99978, 82)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519567758523136,ASK_DEPTH,"[(99979, 466)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519567758523136,IMBALANCE,"[82, 466]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519587711309301,BID_DEPTH,"[(99972, 28)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519587711309301,ASK_DEPTH,"[(99973, 257)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519587711309301,IMBALANCE,"[28, 257]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519613528035408,BID_DEPTH,"[(99973, 43)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519613528035408,ASK_DEPTH,"[(99978, 2)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519613528035408,IMBALANCE,"[43, 2]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519643051234188,BID_DEPTH,"[(99978, 98)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519643051234188,ASK_DEPTH,"[(99979, 237)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519643051234188,IMBALANCE,"[98, 237]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519703565522611,BID_DEPTH,"[(99976, 70)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519703565522611,ASK_DEPTH,"[(99978, 37)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519703565522611,IMBALANCE,"[70, 37]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519763904514139,BID_DEPTH,"[(99974, 11)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519763904514139,ASK_DEPTH,"[(99975, 100)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519763904514139,IMBALANCE,"[11, 100]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519790751140970,BID_DEPTH,"[(99970, 59)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519790751140970,ASK_DEPTH,"[(99971, 142)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519790751140970,IMBALANCE,"[59, 142]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519871739987830,BID_DEPTH,"[(99973, 7)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519871739987830,ASK_DEPTH,"[(99975, 81)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519871739987830,IMBALANCE,"[7, 81]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519922022038710,BID_DEPTH,"[(99970, 94)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519922022038710,ASK_DEPTH,"[(99971, 33)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519922022038710,IMBALANCE,"[94, 33]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519943809613349,BID_DEPTH,"[(99970, 2)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519943809613349,ASK_DEPTH,"[(99971, 180)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519943809613349,IMBALANCE,"[2, 180]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519988158879388,BID_DEPTH,"[(99942, 113)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519988158879388,ASK_DEPTH,"[(99964, 100)]",1108,MomentumAgent,,,,,,,,,,,,,,
1612519988158879388,IMBALANCE,"[113, 100]",1108,MomentumAgent,,,,,,,,,,,,,,
1612520016854580513,BID_DEPTH,"[(99972, 9)]",1108,MomentumAgent,,,,,,,,,,,,,,
