,index,EventTime,EventType,ScalarEventValue,agent_id,agent_type,CASH,time_placed,symbol,quantity,side,order_id,fill_price,tag,limit_price,is_hidden,is_price_to_comply,insert_by_id,is_post_only,order_fee,time_executed,ABM,SubmittedOrders,PaidFees,spread,placed_quantity,speed_of_fill,fill_rate
0,10,0,ORDER_EXECUTED,,1,NoiseAgent,,1.6125170029772856e+18,ABM,96.0,Side.ASK,478.0,99981.0,,99981.0,False,False,False,False,0.0,1.6125170687973524e+18,,,,,100.0,65820.066816,96.0
1,10,1612517972306109034,ORDER_EXECUTED,,4,NoiseAgent,,1.612517971444189e+18,ABM,13.0,Side.BID,901.0,99928.0,,99928.0,False,False,False,False,0.0,1.612517972306109e+18,,,,,100.0,861.92,13.0
2,7,0,ORDER_EXECUTED,,11,NoiseAgent,,1.6125184947402557e+18,ABM,100.0,Side.ASK,1244.0,99894.0,,99894.0,False,False,False,False,0.0,1.61251849475076e+18,,,,,100.0,10.504192,100.0
3,7,0,ORDER_EXECUTED,,12,NoiseAgent,,1.6125189354566592e+18,ABM,100.0,Side.ASK,1420.0,99875.0,,99875.0,False,False,False,False,0.0,1.6125189354625052e+18,,,,,100.0,5.846016,100.0
4,7,0,ORDER_EXECUTED,,34,NoiseAgent,,1.6125168047990874e+18,ABM,6.0,Side.BID,400.0,99986.0,,99986.0,False,False,False,False,0.0,1.6125168048027226e+18,,,,,6.0,3.6352,100.0
5,14,1612516990202499341,ORDER_EXECUTED,,38,NoiseAgent,,1.6125169826325806e+18,ABM,66.0,Side.ASK,473.0,99983.0,,99983.0,False,False,False,False,1190.0,1.6125169902024993e+18,,,,,200.0,7569.91872,33.0
6,10,1612515802572127829,ORDER_EXECUTED,,43,NoiseAgent,,1.612515794054729e+18,ABM,59.0,Side.ASK,51.0,99991.0,,99991.0,False,False,False,False,0.0,1.6125158025721277e+18,,,,,100.0,8517.398784,59.0
7,10,0,ORDER_EXECUTED,,48,NoiseAgent,,1.6125174564378918e+18,ABM,33.0,Side.ASK,637.0,99982.0,,99982.0,False,False,False,False,0.0,1.6125176033939126e+18,,,,,100.0,146956.020736,33.0
8,9,0,ORDER_EXECUTED,,63,NoiseAgent,,1.6125163907177766e+18,ABM,6.0,Side.ASK,257.0,99993.0,,99993.0,False,False,False,False,0.0,1.6125163907275758e+18,,,,,100.0,9.799168,6.0
9,10,1612516164308971710,ORDER_EXECUTED,,66,NoiseAgent,,1.612516163981864e+18,ABM,92.0,Side.BID,171.0,100018.0,,100018.0,False,False,False,False,0.0,1.6125161643089718e+18,,,,,100.0,327.10784,92.0
10,10,1612519158320777294,ORDER_EXECUTED,,73,NoiseAgent,,1.6125191544543626e+18,ABM,68.0,Side.BID,1529.0,99900.0,,99900.0,False,False,False,False,0.0,1.6125191583207772e+18,,,,,100.0,3866.414592,68.0
11,7,0,ORDER_EXECUTED,,74,NoiseAgent,,1.6125162037136102e+18,ABM,100.0,Side.BID,191.0,99995.0,,99995.0,False,False,False,False,0.0,1.6125162037245164e+18,,,,,100.0,10.906112,100.0
12,10,0,ORDER_EXECUTED,,81,NoiseAgent,,1.6125167271177142e+18,ABM,76.0,Side.BID,365.0,99958.0,,99958.0,False,False,False,False,0.0,1.6125174845831775e+18,,,,,100.0,757465.463296,76.0
13,7,0,ORDER_EXECUTED,,84,NoiseAgent,,1.6125178954789576e+18,ABM,8.0,Side.BID,852.0,99926.0,,99926.0,False,False,False,False,0.0,1.6125178954918446e+18,,,,,8.0,12.88704,100.0
14,10,1612518039300952059,ORDER_EXECUTED,,87,NoiseAgent,,1.612518038397902e+18,ABM,23.0,Side.BID,966.0,99927.0,,99927.0,False,False,False,False,0.0,1.612518039300952e+18,,,,,100.0,903.049984,23.0
15,7,0,ORDER_EXECUTED,,88,NoiseAgent,,1.6125161803489234e+18,ABM,100.0,Side.ASK,179.0,99996.0,,99996.0,False,False,False,False,0.0,1.6125161803542057e+18,,,,,100.0,5.282304,100.0
16,7,0,ORDER_EXECUTED,,93,NoiseAgent,,1.612518039896441e+18,ABM,12.0,Side.BID,968.0,99927.0,,99927.0,False,False,False,False,0.0,1.612518039905437e+18,,,,,12.0,8.99584,100.0
17,12,1612518345814372321,ORDER_EXECUTED,,96,NoiseAgent,,1.6125183416314115e+18,ABM,91.0,Side.ASK,1182.0,99888.0,,99888.0,False,False,False,False,1190.0,1.6125183458143724e+18,,,,,200.0,4182.960896,45.5
18,7,0,ORDER_EXECUTED,,97,NoiseAgent,,1.6125168924169244e+18,ABM,75.0,Side.ASK,435.0,99987.0,,99987.0,False,False,False,False,0.0,1.6125168924251082e+18,,,,,75.0,8.183808,100.0
19,7,0,ORDER_EXECUTED,,100,NoiseAgent,,1.6125158896753746e+18,ABM,100.0,Side.BID,84.0,99993.0,,99993.0,False,False,False,False,0.0,1.6125158896851779e+18,,,,,100.0,9.803264,100.0
20,10,1612516769683774844,ORDER_EXECUTED,,107,NoiseAgent,,1.6125167652564641e+18,ABM,4.0,Side.BID,386.0,99986.0,,99986.0,False,False,False,False,0.0,1.6125167696837747e+18,,,,,100.0,4427.310592,4.0
21,7,0,ORDER_EXECUTED,,109,NoiseAgent,,1.6125170458187318e+18,ABM,9.0,Side.ASK,493.0,99976.0,,99976.0,False,False,False,False,0.0,1.6125170458247273e+18,,,,,9.0,5.99552,100.0
22,7,0,ORDER_EXECUTED,,113,NoiseAgent,,1.6125181819644372e+18,ABM,35.0,Side.ASK,1072.0,99928.0,,99928.0,False,False,False,False,0.0,1.6125181819739297e+18,,,,,35.0,9.49248,100.0
23,12,1612516897682176296,ORDER_EXECUTED,,118,NoiseAgent,,1.6125168836743514e+18,ABM,85.0,Side.BID,431.0,99983.0,,99983.0,False,False,False,False,1190.0,1.6125168976821763e+18,,,,,191.0,14007.824896,44.50261780104712
24,10,1612518877680173258,ORDER_EXECUTED,,119,NoiseAgent,,1.6125188761320492e+18,ABM,6.0,Side.BID,1391.0,99929.0,,99929.0,False,False,False,False,0.0,1.6125188776801733e+18,,,,,100.0,1548.12416,6.0
25,10,1612516922351244861,ORDER_EXECUTED,,127,NoiseAgent,,1.612516905167436e+18,ABM,39.0,Side.BID,443.0,99975.0,,99975.0,False,False,False,False,0.0,1.6125169223512448e+18,,,,,100.0,17183.808768,39.0
26,10,1612517472801644238,ORDER_EXECUTED,,140,NoiseAgent,,1.6125167550085146e+18,ABM,54.0,Side.BID,382.0,99972.0,,99972.0,False,False,False,False,0.0,1.6125174728016443e+18,,,,,100.0,717793.129728,54.0
27,7,0,ORDER_EXECUTED,,152,NoiseAgent,,1.6125170727701489e+18,ABM,100.0,Side.ASK,505.0,99979.0,,99979.0,False,False,False,False,0.0,1.6125170727831137e+18,,,,,100.0,12.964864,100.0
28,10,1612517386758851609,ORDER_EXECUTED,,154,NoiseAgent,,1.6125173048502815e+18,ABM,58.0,Side.ASK,594.0,99989.0,,99989.0,False,False,False,False,0.0,1.6125173867588516e+18,,,,,100.0,81908.570112,57.99999999999999
29,10,0,ORDER_EXECUTED,,157,NoiseAgent,,1.612516261357881e+18,ABM,94.0,Side.BID,211.0,100010.0,,100010.0,False,False,False,False,0.0,1.6125162627140142e+18,,,,,100.0,1356.13312,94.0
30,10,1612517407043960048,ORDER_EXECUTED,,158,NoiseAgent,,1.6125174069928863e+18,ABM,10.0,Side.BID,624.0,100015.0,,100015.0,False,False,False,False,0.0,1.61251740704396e+18,,,,,100.0,51.073792,10.0
31,7,0,ORDER_EXECUTED,,159,NoiseAgent,,1.6125175854890624e+18,ABM,100.0,Side.ASK,682.0,99952.0,,99952.0,False,False,False,False,0.0,1.6125175854924288e+18,,,,,100.0,3.3664,100.0
32,10,1612518011080852957,ORDER_EXECUTED,,160,NoiseAgent,,1.6125180064680425e+18,ABM,21.0,Side.BID,937.0,99928.0,,99928.0,False,False,False,False,0.0,1.612518011080853e+18,,,,,26.0,4612.810496,80.76923076923077
33,10,1612518234257243292,ORDER_EXECUTED,,186,NoiseAgent,,1.6125182186855772e+18,ABM,11.0,Side.BID,1099.0,99931.0,,99931.0,False,False,False,False,0.0,1.6125182342572434e+18,,,,,100.0,15571.666176,11.0
34,10,0,ORDER_EXECUTED,,192,NoiseAgent,,1.6125178044115236e+18,ABM,89.0,Side.ASK,792.0,99926.0,,99926.0,False,False,False,False,0.0,1.6125178154056556e+18,,,,,100.0,10994.131968,89.0
35,7,0,ORDER_EXECUTED,,194,NoiseAgent,,1.6125157452340262e+18,ABM,100.0,Side.BID,38.0,99993.0,,99993.0,False,False,False,False,0.0,1.6125157452448248e+18,,,,,100.0,10.798592,100.0
36,10,0,ORDER_EXECUTED,,202,NoiseAgent,,1.6125165207759537e+18,ABM,23.0,Side.ASK,290.0,100003.0,,100003.0,False,False,False,False,0.0,1.6125165362527242e+18,,,,,100.0,15476.77056,23.0
37,12,1612518105520038766,ORDER_EXECUTED,,204,NoiseAgent,,1.61251808940359e+18,ABM,82.0,Side.BID,995.0,99927.0,,99927.0,False,False,False,False,1190.0,1.6125181055200387e+18,,,,,200.0,16116.448768,41.0
38,9,0,ORDER_EXECUTED,,206,NoiseAgent,,1.6125172702955348e+18,ABM,96.0,Side.ASK,581.0,99982.0,,99982.0,False,False,False,False,0.0,1.612517270306055e+18,,,,,100.0,10.520064,96.0
39,7,0,ORDER_EXECUTED,,209,NoiseAgent,,1.6125189186366385e+18,ABM,100.0,Side.ASK,1411.0,99897.0,,99897.0,False,False,False,False,0.0,1.6125189186442412e+18,,,,,100.0,7.602688,100.0
40,7,0,ORDER_EXECUTED,,210,NoiseAgent,,1.6125166527317514e+18,ABM,11.0,Side.BID,344.0,99972.0,,99972.0,False,False,False,False,0.0,1.6125166527365837e+18,,,,,11.0,4.832256,100.0
41,10,1612517902383840776,ORDER_EXECUTED,,216,NoiseAgent,,1.6125178978821437e+18,ABM,70.0,Side.BID,854.0,99928.0,,99928.0,False,False,False,False,0.0,1.6125179023838408e+18,,,,,100.0,4501.697024,70.0
42,7,0,ORDER_EXECUTED,,218,NoiseAgent,,1.6125166514605166e+18,ABM,100.0,Side.BID,343.0,99961.0,,99961.0,False,False,False,False,0.0,1.6125166514700076e+18,,,,,100.0,9.490944,100.0
43,10,1612518853307641222,ORDER_EXECUTED,,235,NoiseAgent,,1.6125188498750403e+18,ABM,60.0,Side.BID,1377.0,99920.0,,99920.0,False,False,False,False,0.0,1.6125188533076413e+18,,,,,100.0,3432.601088,60.0
44,12,0,ORDER_EXECUTED,,238,NoiseAgent,,1.612516615316844e+18,ABM,89.0,Side.ASK,325.0,99968.0,,99968.0,False,False,False,False,0.0,1.61251662504492e+18,,,,,100.0,9728.076032,89.0
45,10,1612518552674187997,ORDER_EXECUTED,,246,NoiseAgent,,1.6125185431011766e+18,ABM,95.0,Side.BID,1264.0,99960.0,,99960.0,False,False,False,False,0.0,1.612518552674188e+18,,,,,100.0,9573.011456,95.0
46,10,1612518723724530274,ORDER_EXECUTED,,252,NoiseAgent,,1.612518717128619e+18,ABM,63.0,Side.BID,1316.0,99964.0,,99964.0,False,False,False,False,0.0,1.6125187237245302e+18,,,,,100.0,6595.911168,63.0
47,7,0,ORDER_EXECUTED,,257,NoiseAgent,,1.6125172934931822e+18,ABM,42.0,Side.BID,591.0,99989.0,,99989.0,False,False,False,False,0.0,1.612517293503329e+18,,,,,42.0,10.146816,100.0
48,10,1612516176484352486,ORDER_EXECUTED,,259,NoiseAgent,,1.6125160039142915e+18,ABM,4.0,Side.BID,125.0,99997.0,,99997.0,False,False,False,False,0.0,1.6125161764843525e+18,,,,,100.0,172570.061056,4.0
49,7,0,ORDER_EXECUTED,,260,NoiseAgent,,1.6125156417393155e+18,ABM,100.0,Side.ASK,14.0,100066.0,,100066.0,False,False,False,False,0.0,1.6125156417423875e+18,,,,,100.0,3.072,100.0
50,7,0,ORDER_EXECUTED,,261,NoiseAgent,,1.6125180691475172e+18,ABM,2.0,Side.BID,981.0,99928.0,,99928.0,False,False,False,False,0.0,1.6125180691503951e+18,,,,,2.0,2.877952,100.0
51,7,0,ORDER_EXECUTED,,262,NoiseAgent,,1.6125166599592417e+18,ABM,9.0,Side.BID,347.0,99958.0,,99958.0,False,False,False,False,0.0,1.6125166599683779e+18,,,,,9.0,9.136128,100.0
52,7,0,ORDER_EXECUTED,,265,NoiseAgent,,1.612516682486389e+18,ABM,100.0,Side.BID,359.0,99958.0,,99958.0,False,False,False,False,0.0,1.612516682494901e+18,,,,,100.0,8.512,100.0
53,10,0,ORDER_EXECUTED,,273,NoiseAgent,,1.6125161690335788e+18,ABM,90.0,Side.ASK,173.0,100015.0,,100015.0,False,False,False,False,0.0,1.612517406996506e+18,,,,,100.0,1237962.92736,90.0
54,10,1612516537956078266,ORDER_EXECUTED,,274,NoiseAgent,,1.6125165362516268e+18,ABM,77.0,Side.BID,296.0,100003.0,,100003.0,False,False,False,False,0.0,1.6125165379560783e+18,,,,,100.0,1704.451584,77.0
55,7,0,ORDER_EXECUTED,,284,NoiseAgent,,1.6125191817647708e+18,ABM,100.0,Side.BID,1545.0,99875.0,,99875.0,False,False,False,False,0.0,1.6125191817728353e+18,,,,,100.0,8.064512,100.0
56,7,0,ORDER_EXECUTED,,285,NoiseAgent,,1.61251619417516e+18,ABM,2.0,Side.BID,184.0,100005.0,,100005.0,False,False,False,False,0.0,1.6125161941765092e+18,,,,,2.0,1.34912,100.0
57,10,1612517047882419707,ORDER_EXECUTED,,291,NoiseAgent,,1.612517044893702e+18,ABM,1.0,Side.ASK,492.0,99977.0,,99977.0,False,False,False,False,0.0,1.6125170478824197e+18,,,,,100.0,2988.717824,1.0
58,10,0,ORDER_EXECUTED,,297,NoiseAgent,,1.6125165862097457e+18,ABM,96.0,Side.ASK,314.0,99986.0,,99986.0,False,False,False,False,0.0,1.6125167652688794e+18,,,,,100.0,179059.133696,96.0
59,12,1612516632365882143,ORDER_EXECUTED,,302,NoiseAgent,,1.6125166280116718e+18,ABM,84.0,Side.ASK,330.0,99968.0,,99968.0,False,False,False,False,0.0,1.612516632365882e+18,,,,,100.0,4354.210304,84.0
60,7,0,ORDER_EXECUTED,,308,NoiseAgent,,1.6125160580761966e+18,ABM,22.0,Side.ASK,139.0,100022.0,,100022.0,False,False,False,False,0.0,1.6125160580765821e+18,,,,,22.0,0.385536,100.0
61,7,0,ORDER_EXECUTED,,314,NoiseAgent,,1.6125188989090726e+18,ABM,100.0,Side.ASK,1400.0,99880.0,,99880.0,False,False,False,False,0.0,1.612518898917559e+18,,,,,100.0,8.4864,100.0
62,7,0,ORDER_EXECUTED,,316,NoiseAgent,,1.612518871294899e+18,ABM,200.0,Side.ASK,1390.0,99906.0,,99906.0,False,False,False,False,1190.0,1.6125188713006129e+18,,,,,200.0,5.71392,100.0
63,10,1612517069234412666,ORDER_EXECUTED,,320,NoiseAgent,,1.6125170687895754e+18,ABM,4.0,Side.BID,501.0,99981.0,,99981.0,False,False,False,False,0.0,1.6125170692344125e+18,,,,,100.0,444.83712,4.0
64,10,1612516557534064227,ORDER_EXECUTED,,321,NoiseAgent,,1.6125165496582868e+18,ABM,86.0,Side.BID,305.0,99997.0,,99997.0,False,False,False,False,0.0,1.612516557534064e+18,,,,,100.0,7875.77728,86.0
65,10,1612517817849661806,ORDER_EXECUTED,,326,NoiseAgent,,1.6125178153955855e+18,ABM,11.0,Side.BID,805.0,99926.0,,99926.0,False,False,False,False,0.0,1.6125178178496617e+18,,,,,100.0,2454.07616,11.0
66,7,0,ORDER_EXECUTED,,336,NoiseAgent,,1.6125187306246625e+18,ABM,100.0,Side.BID,1323.0,99964.0,,99964.0,False,False,False,False,0.0,1.6125187306307384e+18,,,,,100.0,6.075904,100.0
67,7,0,ORDER_EXECUTED,,342,NoiseAgent,,1.6125186251251848e+18,ABM,80.0,Side.BID,1287.0,99932.0,,99932.0,False,False,False,False,0.0,1.6125186251348114e+18,,,,,80.0,9.626624,100.0
68,7,0,ORDER_EXECUTED,,348,NoiseAgent,,1.6125183437895736e+18,ABM,9.0,Side.BID,1183.0,99888.0,,99888.0,False,False,False,False,0.0,1.6125183438040433e+18,,,,,9.0,14.469632,100.0
69,7,0,ORDER_EXECUTED,,352,NoiseAgent,,1.6125166182049088e+18,ABM,100.0,Side.ASK,326.0,99965.0,,99965.0,False,False,False,False,0.0,1.6125166182067064e+18,,,,,100.0,1.797632,100.0
70,7,0,ORDER_EXECUTED,,357,NoiseAgent,,1.612516659311752e+18,ABM,15.0,Side.BID,346.0,99958.0,,99958.0,False,False,False,False,0.0,1.612516659317985e+18,,,,,15.0,6.233088,100.0
71,7,0,ORDER_EXECUTED,,360,NoiseAgent,,1.6125161011196844e+18,ABM,100.0,Side.ASK,151.0,100024.0,,100024.0,False,False,False,False,0.0,1.6125161011207503e+18,,,,,100.0,1.065984,100.0
72,10,0,ORDER_EXECUTED,,363,NoiseAgent,,1.612517214054734e+18,ABM,80.0,Side.BID,560.0,99976.0,,99976.0,False,False,False,False,0.0,1.6125172210707215e+18,,,,,100.0,7015.987456,80.0
73,7,0,ORDER_EXECUTED,,365,NoiseAgent,,1.6125166764917676e+18,ABM,100.0,Side.ASK,353.0,99956.0,,99956.0,False,False,False,False,0.0,1.612516676500551e+18,,,,,100.0,8.78336,100.0
74,7,0,ORDER_EXECUTED,,371,NoiseAgent,,1.6125168965479519e+18,ABM,100.0,Side.ASK,437.0,99983.0,,99983.0,False,False,False,False,0.0,1.6125168965538737e+18,,,,,100.0,5.921792,100.0
75,16,1612516523042377572,ORDER_EXECUTED,,384,NoiseAgent,,1.6125164140099336e+18,ABM,90.0,Side.BID,267.0,99995.0,,99995.0,False,False,False,False,1190.0,1.6125165230423775e+18,,,,,400.0,109032.443904,22.5
76,10,1612516363348828675,ORDER_EXECUTED,,386,NoiseAgent,,1.6125163552040945e+18,ABM,62.0,Side.ASK,242.0,99991.0,,99991.0,False,False,False,False,0.0,1.6125163633488287e+18,,,,,100.0,8144.734208,62.0
77,10,1612516506697239911,ORDER_EXECUTED,,392,NoiseAgent,,1.6125164951980897e+18,ABM,10.0,Side.BID,287.0,100010.0,,100010.0,False,False,False,False,0.0,1.6125165066972398e+18,,,,,100.0,11499.15008,10.0
78,20,1612517529150400897,ORDER_EXECUTED,,395,NoiseAgent,,1.612517499924173e+18,ABM,54.0,Side.BID,650.0,99972.0,,99972.0,False,False,False,False,1190.0,1.612517529150401e+18,,,,,600.0,29226.227968,9.0
79,14,1612517498720087785,ORDER_EXECUTED,,412,NoiseAgent,,1.6125174845735526e+18,ABM,24.0,Side.ASK,644.0,99958.0,,99958.0,False,False,False,False,1190.0,1.6125174987200878e+18,,,,,400.0,14146.535168,6.0
80,10,0,ORDER_EXECUTED,,416,NoiseAgent,,1.6125181337983311e+18,ABM,1.0,Side.BID,1034.0,99927.0,,99927.0,False,False,False,False,0.0,1.612518138082102e+18,,,,,100.0,4283.77088,1.0
81,10,0,ORDER_EXECUTED,,417,NoiseAgent,,1.612516413420601e+18,ABM,10.0,Side.ASK,266.0,99995.0,,99995.0,False,False,False,False,0.0,1.61251641401776e+18,,,,,100.0,597.158912,10.0
82,7,0,ORDER_EXECUTED,,425,NoiseAgent,,1.6125179683316058e+18,ABM,20.0,Side.ASK,900.0,99926.0,,99926.0,False,False,False,False,0.0,1.612517968336355e+18,,,,,20.0,4.749312,100.0
83,7,0,ORDER_EXECUTED,,428,NoiseAgent,,1.6125166806677885e+18,ABM,5.0,Side.ASK,358.0,99916.0,,99916.0,False,False,False,False,0.0,1.612516680675042e+18,,,,,5.0,7.253504,100.0
84,7,0,ORDER_EXECUTED,,431,NoiseAgent,,1.612517026564535e+18,ABM,21.0,Side.ASK,488.0,99976.0,,99976.0,False,False,False,False,0.0,1.6125170265732754e+18,,,,,21.0,8.740352,100.0
85,10,1612517794741343598,ORDER_EXECUTED,,456,NoiseAgent,,1.6125177932038776e+18,ABM,5.0,Side.BID,783.0,99928.0,,99928.0,False,False,False,False,0.0,1.6125177947413435e+18,,,,,100.0,1537.465856,5.0
86,10,1612517450887101156,ORDER_EXECUTED,,459,NoiseAgent,,1.6125174494457956e+18,ABM,74.0,Side.BID,635.0,99987.0,,99987.0,False,False,False,False,0.0,1.6125174508871012e+18,,,,,100.0,1441.3056,74.0
87,10,0,ORDER_EXECUTED,,462,NoiseAgent,,1.6125171178783772e+18,ABM,7.0,Side.BID,516.0,99981.0,,99981.0,False,False,False,False,0.0,1.6125171427187679e+18,,,,,100.0,24840.390656,7.000000000000001
88,10,0,ORDER_EXECUTED,,463,NoiseAgent,,1.6125160140162496e+18,ABM,5.0,Side.BID,127.0,100033.0,,100033.0,False,False,False,False,0.0,1.6125160252828032e+18,,,,,8.0,11266.5536,62.5
89,7,0,ORDER_EXECUTED,,464,NoiseAgent,,1.6125174408540529e+18,ABM,26.0,Side.ASK,631.0,99987.0,,99987.0,False,False,False,False,0.0,1.6125174408594898e+18,,,,,26.0,5.436928,100.0
90,7,0,ORDER_EXECUTED,,465,NoiseAgent,,1.612519146885573e+18,ABM,11.0,Side.ASK,1523.0,99900.0,,99900.0,False,False,False,False,0.0,1.6125191468952648e+18,,,,,11.0,9.691648,100.0
91,10,1612516737509754945,ORDER_EXECUTED,,478,NoiseAgent,,1.6125167349106135e+18,ABM,54.0,Side.BID,370.0,99972.0,,99972.0,False,False,False,False,0.0,1.612516737509755e+18,,,,,100.0,2599.141376,54.0
92,10,1612518492945562022,ORDER_EXECUTED,,487,NoiseAgent,,1.6125184904233797e+18,ABM,98.0,Side.BID,1239.0,99945.0,,99945.0,False,False,False,False,0.0,1.612518492945562e+18,,,,,100.0,2522.1824,98.0
93,10,1612516238388896749,ORDER_EXECUTED,,491,NoiseAgent,,1.61251623715901e+18,ABM,10.0,Side.ASK,203.0,99995.0,,99995.0,False,False,False,False,0.0,1.6125162383888968e+18,,,,,100.0,1229.88672,10.0
94,11,0,ORDER_EXECUTED,,500,NoiseAgent,,1.612515942345807e+18,ABM,39.0,Side.ASK,106.0,99990.0,,99990.0,False,False,False,False,0.0,1.6125159423494367e+18,,,,,100.0,3.629568,39.0
95,10,1612518445043162816,ORDER_EXECUTED,,502,NoiseAgent,,1.6125184433517857e+18,ABM,52.0,Side.BID,1216.0,99935.0,,99935.0,False,False,False,False,0.0,1.612518445043163e+18,,,,,100.0,1691.377152,52.0
96,7,0,ORDER_EXECUTED,,505,NoiseAgent,,1.6125175062541586e+18,ABM,100.0,Side.BID,655.0,99973.0,,99973.0,False,False,False,False,0.0,1.6125175062612575e+18,,,,,100.0,7.09888,100.0
97,9,0,ORDER_EXECUTED,,510,NoiseAgent,,1.6125171427173834e+18,ABM,93.0,Side.ASK,524.0,99981.0,,99981.0,False,False,False,False,0.0,1.6125171427192988e+18,,,,,100.0,1.915392,93.0
98,10,1612518915550467021,ORDER_EXECUTED,,512,NoiseAgent,,1.612518908156752e+18,ABM,32.0,Side.ASK,1404.0,99931.0,,99931.0,False,False,False,False,0.0,1.612518915550467e+18,,,,,100.0,7393.7152,32.0
99,7,0,ORDER_EXECUTED,,526,NoiseAgent,,1.6125175621487908e+18,ABM,100.0,Side.BID,672.0,99979.0,,99979.0,False,False,False,False,0.0,1.6125175621496632e+18,,,,,100.0,0.872448,100.0
100,18,1612516751482646738,ORDER_EXECUTED,,536,NoiseAgent,,1.6125167322742643e+18,ABM,64.0,Side.BID,368.0,99971.0,,99971.0,False,False,False,False,1190.0,1.6125167514826468e+18,,,,,500.0,19208.382464,12.8
101,10,1612517318978447076,ORDER_EXECUTED,,538,NoiseAgent,,1.6125173168148562e+18,ABM,5.0,Side.BID,598.0,99983.0,,99983.0,False,False,False,False,0.0,1.612517318978447e+18,,,,,13.0,2163.590912,38.46153846153847
102,7,0,ORDER_EXECUTED,,540,NoiseAgent,,1.6125166487536381e+18,ABM,100.0,Side.ASK,339.0,99960.0,,99960.0,False,False,False,False,0.0,1.6125166487566702e+18,,,,,100.0,3.032064,100.0
103,7,0,ORDER_EXECUTED,,563,NoiseAgent,,1.6125166501401917e+18,ABM,100.0,Side.ASK,340.0,99956.0,,99956.0,False,False,False,False,0.0,1.612516650146073e+18,,,,,100.0,5.881344,100.0
104,10,1612516458990895318,ORDER_EXECUTED,,565,NoiseAgent,,1.612516262704648e+18,ABM,6.0,Side.ASK,212.0,100010.0,,100010.0,False,False,False,False,0.0,1.6125164589908954e+18,,,,,100.0,196286.247424,6.0
105,7,0,ORDER_EXECUTED,,569,NoiseAgent,,1.612516811442367e+18,ABM,100.0,Side.BID,404.0,99985.0,,99985.0,False,False,False,False,0.0,1.612516811446932e+18,,,,,100.0,4.564992,100.0
106,12,1612518138475684904,ORDER_EXECUTED,,570,NoiseAgent,,1.612518138072935e+18,ABM,65.0,Side.ASK,1038.0,99927.0,,99927.0,False,False,False,False,0.0,1.6125181384756849e+18,,,,,100.0,402.749952,65.0
107,10,1612517264566879630,ORDER_EXECUTED,,582,NoiseAgent,,1.612517239175526e+18,ABM,4.0,Side.BID,569.0,99982.0,,99982.0,False,False,False,False,0.0,1.6125172645668797e+18,,,,,100.0,25391.353856,4.0
108,7,0,ORDER_EXECUTED,,588,NoiseAgent,,1.6125173147992348e+18,ABM,58.0,Side.ASK,595.0,99983.0,,99983.0,False,False,False,False,0.0,1.6125173148090555e+18,,,,,58.0,9.820672,100.0
109,10,1612517198068606473,ORDER_EXECUTED,,607,NoiseAgent,,1.6125171967628436e+18,ABM,80.0,Side.BID,552.0,99976.0,,99976.0,False,False,False,False,0.0,1.6125171980686065e+18,,,,,100.0,1305.762816,80.0
110,7,0,ORDER_EXECUTED,,611,NoiseAgent,,1.6125165809790636e+18,ABM,100.0,Side.ASK,313.0,99986.0,,99986.0,False,False,False,False,0.0,1.6125165809891085e+18,,,,,100.0,10.044928,100.0
111,10,1612516979288805781,ORDER_EXECUTED,,648,NoiseAgent,,1.6125169777577098e+18,ABM,43.0,Side.BID,470.0,99985.0,,99985.0,False,False,False,False,0.0,1.612516979288806e+18,,,,,100.0,1531.096064,43.0
112,10,1612518372828487466,ORDER_EXECUTED,,649,NoiseAgent,,1.612518370908639e+18,ABM,62.0,Side.BID,1192.0,99915.0,,99915.0,False,False,False,False,0.0,1.6125183728284874e+18,,,,,100.0,1919.848448,62.0
113,7,0,ORDER_EXECUTED,,650,NoiseAgent,,1.6125156875061e+18,ABM,100.0,Side.ASK,27.0,100005.0,,100005.0,False,False,False,False,0.0,1.6125156875138542e+18,,,,,100.0,7.75424,100.0
114,10,0,ORDER_EXECUTED,,651,NoiseAgent,,1.6125180891486838e+18,ABM,18.0,Side.ASK,994.0,99927.0,,99927.0,False,False,False,False,0.0,1.6125180894106995e+18,,,,,100.0,262.015744,18.0
115,11,0,ORDER_EXECUTED,,652,NoiseAgent,,1.612516292806285e+18,ABM,47.0,Side.ASK,226.0,100006.0,,100006.0,False,False,False,False,1190.0,1.612516292813981e+18,,,,,200.0,7.695872,23.5
116,10,0,ORDER_EXECUTED,,657,NoiseAgent,,1.6125166250377155e+18,ABM,11.0,Side.BID,328.0,99968.0,,99968.0,False,False,False,False,0.0,1.6125166280226742e+18,,,,,100.0,2984.95872,11.0
117,12,0,ORDER_EXECUTED,,661,NoiseAgent,,1.6125178647605302e+18,ABM,2.0,Side.ASK,838.0,99945.0,,99945.0,False,False,False,False,1190.0,1.6125184904275707e+18,,,,,200.0,625667.040512,1.0
118,16,0,ORDER_EXECUTED,,667,NoiseAgent,,1.6125158703518075e+18,ABM,4.0,Side.BID,76.0,99986.0,,99986.0,False,False,False,False,1190.0,1.6125165862216159e+18,,,,,400.0,715869.808384,1.0
119,12,1612518197702591185,ORDER_EXECUTED,,679,NoiseAgent,,1.6125181962202747e+18,ABM,31.0,Side.ASK,1080.0,99928.0,,99928.0,False,False,False,False,0.0,1.6125181977025912e+18,,,,,100.0,1482.316544,31.0
