,EventTime,EventType,ScalarEventValue,agent_id,agent_type,CASH,time_placed,symbol,quantity,side,order_id,fill_price,tag,limit_price,is_hidden,is_price_to_comply,insert_by_id,is_post_only,order_fee,ABM,SubmittedOrders,PaidFees,spread
105,1612517837852822254,ORDER_SUBMITTED,,1005,ValueAgent,,2021-02-05 09:37:17,ABM,13.0,Side.BID,821.0,,,99923.0,False,False,False,False,0.0,,,,
112,1612517918938520591,ORDER_SUBMITTED,,1005,ValueAgent,,2021-02-05 09:38:38,ABM,100.0,Side.BID,868.0,,,99924.0,False,False,False,False,0.0,,,,
113,1612517918948199349,ORDER_EXECUTED,,1005,ValueAgent,,2021-02-05 09:38:38,ABM,98.0,Side.BID,868.0,99924.0,,99924.0,False,False,False,False,0.0,,,,
116,1612517919053028485,ORDER_EXECUTED,,1005,ValueAgent,,2021-02-05 09:38:38,ABM,2.0,Side.BID,868.0,99924.0,,99924.0,False,False,False,False,0.0,,,,
127,1612518016051683441,ORDER_SUBMITTED,,1005,ValueAgent,,2021-02-05 09:40:16,ABM,100.0,Side.BID,943.0,,,99925.0,False,False,False,False,0.0,,,,
129,1612518017417516801,ORDER_EXECUTED,,1005,ValueAgent,,2021-02-05 09:40:16,ABM,2.0,Side.BID,943.0,99925.0,,99925.0,False,False,False,False,0.0,,,,
131,1612518018466922741,ORDER_EXECUTED,,1005,ValueAgent,,2021-02-05 09:40:16,ABM,98.0,Side.BID,943.0,99925.0,,99925.0,False,False,False,False,0.0,,,,
136,1612518026965698847,ORDER_SUBMITTED,,1005,ValueAgent,,2021-02-05 09:40:26,ABM,100.0,Side.BID,954.0,,,99927.0,False,False,False,False,0.0,,,,
137,1612518026975377605,ORDER_EXECUTED,,1005,ValueAgent,,2021-02-05 09:40:26,ABM,24.0,Side.BID,954.0,99927.0,,99927.0,False,False,False,False,0.0,,,,
140,1612518029569480982,ORDER_EXECUTED,,1005,ValueAgent,,2021-02-05 09:40:26,ABM,76.0,Side.BID,954.0,99927.0,,99927.0,False,False,False,False,0.0,,,,
145,1612518274562978575,ORDER_SUBMITTED,,1005,ValueAgent,,2021-02-05 09:44:34,ABM,100.0,Side.ASK,1132.0,,,99928.0,False,False,False,False,0.0,,,,
146,1612518274572657333,ORDER_EXECUTED,,1005,ValueAgent,,2021-02-05 09:44:34,ABM,69.0,Side.ASK,1132.0,99928.0,,99928.0,False,False,False,False,0.0,,,,
149,1612518275506784790,ORDER_EXECUTED,,1005,ValueAgent,,2021-02-05 09:44:34,ABM,31.0,Side.ASK,1132.0,99928.0,,99928.0,False,False,False,False,0.0,,,,
160,1612518770023132003,ORDER_SUBMITTED,,1005,ValueAgent,,2021-02-05 09:52:50,ABM,100.0,Side.BID,1343.0,,,99862.0,False,False,False,False,0.0,,,,
170,1612518906260676790,ORDER_SUBMITTED,,1005,ValueAgent,,2021-02-05 09:55:06,ABM,100.0,Side.BID,1402.0,,,99931.0,False,False,False,False,0.0,,,,
171,1612518906270355548,ORDER_EXECUTED,,1005,ValueAgent,,2021-02-05 09:55:06,ABM,32.0,Side.BID,1402.0,99929.0,,99931.0,False,False,False,False,0.0,,,,
174,0,ORDER_EXECUTED,,1005,ValueAgent,,2021-02-05 09:55:06,ABM,68.0,Side.BID,1402.0,99931.0,,99931.0,False,False,False,False,0.0,,,,
6,1612515850489342465,ORDER_SUBMITTED,,1006,ValueAgent,,2021-02-05 09:04:10,ABM,100.0,Side.ASK,70.0,,,100016.0,False,False,False,False,0.0,,,,
7,1612515850490716859,ORDER_EXECUTED,,1006,ValueAgent,,2021-02-05 09:04:10,ABM,100.0,Side.ASK,70.0,100016.0,,100016.0,False,False,False,False,0.0,,,,
12,1612515919953045165,ORDER_SUBMITTED,,1006,ValueAgent,,2021-02-05 09:05:19,ABM,100.0,Side.ASK,93.0,,,99992.0,False,False,False,False,0.0,,,,
14,1612515920345691966,ORDER_EXECUTED,,1006,ValueAgent,,2021-02-05 09:05:19,ABM,100.0,Side.ASK,93.0,99992.0,,99992.0,False,False,False,False,0.0,,,,
28,1612515973873722963,ORDER_SUBMITTED,,1006,ValueAgent,,2021-02-05 09:06:13,ABM,4.0,Side.BID,112.0,,,99997.0,False,False,False,False,0.0,,,,
29,1612515973875097357,ORDER_EXECUTED,,1006,ValueAgent,,2021-02-05 09:06:13,ABM,4.0,Side.BID,112.0,99997.0,,99997.0,False,False,False,False,0.0,,,,
37,1612516203356650729,ORDER_SUBMITTED,,1006,ValueAgent,,2021-02-05 09:10:03,ABM,15.0,Side.BID,188.0,,,99993.0,False,False,False,False,0.0,,,,
44,1612516287853364884,ORDER_SUBMITTED,,1006,ValueAgent,,2021-02-05 09:11:27,ABM,100.0,Side.BID,223.0,,,100006.0,False,False,False,False,0.0,,,,
46,0,ORDER_EXECUTED,,1006,ValueAgent,,2021-02-05 09:11:27,ABM,100.0,Side.BID,223.0,100006.0,,100006.0,False,False,False,False,0.0,,,,
51,1612516537955187909,ORDER_SUBMITTED,,1006,ValueAgent,,2021-02-05 09:15:37,ABM,100.0,Side.ASK,298.0,,,100003.0,False,False,False,False,0.0,,,,
52,1612516537956562303,ORDER_EXECUTED,,1006,ValueAgent,,2021-02-05 09:15:37,ABM,77.0,Side.ASK,298.0,100003.0,,100003.0,False,False,False,False,0.0,,,,
55,0,ORDER_EXECUTED,,1006,ValueAgent,,2021-02-05 09:15:37,ABM,23.0,Side.ASK,298.0,100003.0,,100003.0,False,False,False,False,0.0,,,,
66,1612517172213370858,ORDER_SUBMITTED,,1006,ValueAgent,,2021-02-05 09:26:12,ABM,100.0,Side.BID,542.0,,,99976.0,False,False,False,False,0.0,,,,
67,1612517172214745252,ORDER_EXECUTED,,1006,ValueAgent,,2021-02-05 09:26:12,ABM,20.0,Side.BID,542.0,99976.0,,99976.0,False,False,False,False,0.0,,,,
70,1612517174134517232,ORDER_EXECUTED,,1006,ValueAgent,,2021-02-05 09:26:12,ABM,80.0,Side.BID,542.0,99976.0,,99976.0,False,False,False,False,0.0,,,,
78,1612517370134616327,ORDER_SUBMITTED,,1006,ValueAgent,,2021-02-05 09:29:30,ABM,100.0,Side.ASK,610.0,,,99985.0,False,False,False,False,0.0,,,,
80,0,ORDER_EXECUTED,,1006,ValueAgent,,2021-02-05 09:29:30,ABM,100.0,Side.ASK,610.0,99985.0,,99985.0,False,False,False,False,0.0,,,,
88,1612517812132806038,ORDER_SUBMITTED,,1006,ValueAgent,,2021-02-05 09:36:52,ABM,100.0,Side.BID,803.0,,,99923.0,False,False,False,False,0.0,,,,
98,1612518025267083183,ORDER_SUBMITTED,,1006,ValueAgent,,2021-02-05 09:40:25,ABM,100.0,Side.BID,953.0,,,99926.0,False,False,False,False,0.0,,,,
100,1612518067655538525,ORDER_EXECUTED,,1006,ValueAgent,,2021-02-05 09:40:25,ABM,1.0,Side.BID,953.0,99926.0,,99926.0,False,False,False,False,0.0,,,,
102,1612518081127141740,ORDER_EXECUTED,,1006,ValueAgent,,2021-02-05 09:40:25,ABM,99.0,Side.BID,953.0,99926.0,,99926.0,False,False,False,False,0.0,,,,
113,1612518709158830836,ORDER_SUBMITTED,,1006,ValueAgent,,2021-02-05 09:51:49,ABM,100.0,Side.BID,1313.0,,,99903.0,False,False,False,False,0.0,,,,
114,1612518709160205230,ORDER_EXECUTED,,1006,ValueAgent,,2021-02-05 09:51:49,ABM,100.0,Side.BID,1313.0,99878.0,,99903.0,False,False,False,False,0.0,,,,
122,1612519058907480289,ORDER_SUBMITTED,,1006,ValueAgent,,2021-02-05 09:57:38,ABM,23.0,Side.ASK,1480.0,,,99904.0,False,False,False,False,0.0,,,,
124,1612519072719905792,ORDER_EXECUTED,,1006,ValueAgent,,2021-02-05 09:57:38,ABM,23.0,Side.ASK,1480.0,99904.0,,99904.0,False,False,False,False,0.0,,,,
6,1612515694900273999,ORDER_SUBMITTED,,1007,ValueAgent,,2021-02-05 09:01:34,ABM,100.0,Side.ASK,31.0,,,100000.0,False,False,False,False,0.0,,,,
7,1612515694901186485,ORDER_EXECUTED,,1007,ValueAgent,,2021-02-05 09:01:34,ABM,100.0,Side.ASK,31.0,100000.0,,100000.0,False,False,False,False,0.0,,,,
18,1612516133799787483,ORDER_SUBMITTED,,1007,ValueAgent,,2021-02-05 09:08:53,ABM,100.0,Side.ASK,165.0,,,100022.0,False,False,False,False,0.0,,,,
19,1612516133800699969,ORDER_EXECUTED,,1007,ValueAgent,,2021-02-05 09:08:53,ABM,56.0,Side.ASK,165.0,100022.0,,100022.0,False,False,False,False,0.0,,,,
33,1612516646613341298,ORDER_SUBMITTED,,1007,ValueAgent,,2021-02-05 09:17:26,ABM,100.0,Side.ASK,337.0,,,99961.0,False,False,False,False,0.0,,,,
35,0,ORDER_EXECUTED,,1007,ValueAgent,,2021-02-05 09:17:26,ABM,100.0,Side.ASK,337.0,99961.0,,99961.0,False,False,False,False,0.0,,,,
49,1612517982776350528,ORDER_SUBMITTED,,1007,ValueAgent,,2021-02-05 09:39:42,ABM,100.0,Side.BID,910.0,,,99927.0,False,False,False,False,0.0,,,,
50,1612517982777263014,ORDER_EXECUTED,,1007,ValueAgent,,2021-02-05 09:39:42,ABM,100.0,Side.BID,910.0,99927.0,,99927.0,False,False,False,False,0.0,,,,
55,1612518479598942528,ORDER_SUBMITTED,,1007,ValueAgent,,2021-02-05 09:47:59,ABM,100.0,Side.BID,1235.0,,,99893.0,False,False,False,False,0.0,,,,
57,1612518481210557099,ORDER_EXECUTED,,1007,ValueAgent,,2021-02-05 09:47:59,ABM,100.0,Side.BID,1235.0,99893.0,,99893.0,False,False,False,False,0.0,,,,
65,1612518735038078376,ORDER_SUBMITTED,,1007,ValueAgent,,2021-02-05 09:52:15,ABM,400.0,Side.ASK,1326.0,,,99877.0,False,False,False,False,1190.0,,,,
66,1612518735038990862,ORDER_EXECUTED,,1007,ValueAgent,,2021-02-05 09:52:15,ABM,100.0,Side.ASK,1326.0,99877.0,,99877.0,False,False,False,False,1190.0,,,,
69,1612518735504381651,ORDER_EXECUTED,,1007,ValueAgent,,2021-02-05 09:52:15,ABM,100.0,Side.ASK,1326.0,99877.0,,99877.0,False,False,False,False,1190.0,,,,
71,1612518736519129885,ORDER_EXECUTED,,1007,ValueAgent,,2021-02-05 09:52:15,ABM,100.0,Side.ASK,1326.0,99877.0,,99877.0,False,False,False,False,1190.0,,,,
73,1612518740270942001,ORDER_EXECUTED,,1007,ValueAgent,,2021-02-05 09:52:15,ABM,100.0,Side.ASK,1326.0,99877.0,,99877.0,False,False,False,False,1190.0,,,,
78,1612518748335365656,ORDER_SUBMITTED,,1007,ValueAgent,,2021-02-05 09:52:28,ABM,100.0,Side.BID,1334.0,,,99898.0,False,False,False,False,0.0,,,,
80,1612518750357567934,ORDER_EXECUTED,,1007,ValueAgent,,2021-02-05 09:52:28,ABM,100.0,Side.BID,1334.0,99898.0,,99898.0,False,False,False,False,0.0,,,,
85,1612518755953410611,ORDER_SUBMITTED,,1007,ValueAgent,,2021-02-05 09:52:35,ABM,100.0,Side.BID,1337.0,,,99957.0,False,False,False,False,0.0,,,,
86,1612518755954323097,ORDER_EXECUTED,,1007,ValueAgent,,2021-02-05 09:52:35,ABM,73.0,Side.BID,1337.0,99850.0,,99957.0,False,False,False,False,0.0,,,,
88,1612518755954323147,ORDER_EXECUTED,,1007,ValueAgent,,2021-02-05 09:52:35,ABM,27.0,Side.BID,1337.0,99898.0,,99957.0,False,False,False,False,0.0,,,,
99,1612518977696147221,ORDER_SUBMITTED,,1007,ValueAgent,,2021-02-05 09:56:17,ABM,84.0,Side.ASK,1440.0,,,99963.0,False,False,False,False,0.0,,,,
100,1612518977697059707,ORDER_EXECUTED,,1007,ValueAgent,,2021-02-05 09:56:17,ABM,80.0,Side.ASK,1440.0,99963.0,,99963.0,False,False,False,False,0.0,,,,
6,1612515655201015048,ORDER_SUBMITTED,,1008,ValueAgent,,2021-02-05 09:00:55,ABM,100.0,Side.BID,17.0,,,99963.0,False,False,False,False,0.0,,,,
16,1612515792989028382,ORDER_SUBMITTED,,1008,ValueAgent,,2021-02-05 09:03:12,ABM,100.0,Side.BID,50.0,,,99991.0,False,False,False,False,0.0,,,,
17,1612515792993229210,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:03:12,ABM,59.0,Side.BID,50.0,99991.0,,99991.0,False,False,False,False,0.0,,,,
20,0,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:03:12,ABM,41.0,Side.BID,50.0,99991.0,,99991.0,False,False,False,False,0.0,,,,
25,1612516354952588128,ORDER_SUBMITTED,,1008,ValueAgent,,2021-02-05 09:12:34,ABM,100.0,Side.ASK,241.0,,,99992.0,False,False,False,False,0.0,,,,
27,1612516364069571287,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:12:34,ABM,100.0,Side.ASK,241.0,99992.0,,99992.0,False,False,False,False,0.0,,,,
35,1612516739756383339,ORDER_SUBMITTED,,1008,ValueAgent,,2021-02-05 09:18:59,ABM,36.0,Side.ASK,373.0,,,99971.0,False,False,False,False,0.0,,,,
36,1612516739760584167,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:18:59,ABM,36.0,Side.ASK,373.0,99971.0,,99971.0,False,False,False,False,0.0,,,,
41,1612516782708141205,ORDER_SUBMITTED,,1008,ValueAgent,,2021-02-05 09:19:42,ABM,100.0,Side.BID,392.0,,,99975.0,False,False,False,False,0.0,,,,
43,0,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:19:42,ABM,100.0,Side.BID,392.0,99975.0,,99975.0,False,False,False,False,0.0,,,,
48,1612516854356136982,ORDER_SUBMITTED,,1008,ValueAgent,,2021-02-05 09:20:54,ABM,98.0,Side.ASK,420.0,,,99974.0,False,False,False,False,0.0,,,,
49,1612516854360337810,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:20:54,ABM,98.0,Side.ASK,420.0,99974.0,,99974.0,False,False,False,False,0.0,,,,
54,1612516939303648354,ORDER_SUBMITTED,,1008,ValueAgent,,2021-02-05 09:22:19,ABM,28.0,Side.BID,451.0,,,99983.0,False,False,False,False,0.0,,,,
55,1612516939307849182,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:22:19,ABM,15.0,Side.BID,451.0,99983.0,,99983.0,False,False,False,False,0.0,,,,
58,1612516941129593457,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:22:19,ABM,13.0,Side.BID,451.0,99983.0,,99983.0,False,False,False,False,0.0,,,,
72,1612517767405430146,ORDER_SUBMITTED,,1008,ValueAgent,,2021-02-05 09:36:07,ABM,100.0,Side.BID,768.0,,,99927.0,False,False,False,False,0.0,,,,
73,1612517767409630974,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:36:07,ABM,100.0,Side.BID,768.0,99927.0,,99927.0,False,False,False,False,0.0,,,,
84,1612518138124825261,ORDER_SUBMITTED,,1008,ValueAgent,,2021-02-05 09:42:18,ABM,34.0,Side.BID,1039.0,,,99927.0,False,False,False,False,0.0,,,,
85,1612518138129026089,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:42:18,ABM,34.0,Side.BID,1039.0,99927.0,,99927.0,False,False,False,False,0.0,,,,
90,1612518213892371002,ORDER_SUBMITTED,,1008,ValueAgent,,2021-02-05 09:43:33,ABM,100.0,Side.BID,1095.0,,,99931.0,False,False,False,False,0.0,,,,
91,1612518213896571830,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:43:33,ABM,89.0,Side.BID,1095.0,99931.0,,99931.0,False,False,False,False,0.0,,,,
94,1612518217843079160,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:43:33,ABM,11.0,Side.BID,1095.0,99931.0,,99931.0,False,False,False,False,0.0,,,,
102,1612518795916910741,ORDER_SUBMITTED,,1008,ValueAgent,,2021-02-05 09:53:15,ABM,100.0,Side.BID,1353.0,,,99887.0,False,False,False,False,0.0,,,,
104,1612518800490105897,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:53:15,ABM,100.0,Side.BID,1353.0,99887.0,,99887.0,False,False,False,False,0.0,,,,
109,1612518924578446919,ORDER_SUBMITTED,,1008,ValueAgent,,2021-02-05 09:55:24,ABM,26.0,Side.BID,1414.0,,,99915.0,False,False,False,False,0.0,,,,
111,1612518925416291681,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:55:24,ABM,17.0,Side.BID,1414.0,99915.0,,99915.0,False,False,False,False,0.0,,,,
113,1612518925950813727,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:55:24,ABM,9.0,Side.BID,1414.0,99915.0,,99915.0,False,False,False,False,0.0,,,,
124,1612519136846615855,ORDER_SUBMITTED,,1008,ValueAgent,,2021-02-05 09:58:56,ABM,32.0,Side.BID,1511.0,,,99901.0,False,False,False,False,0.0,,,,
126,1612519141003518851,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:58:56,ABM,11.0,Side.BID,1511.0,99901.0,,99901.0,False,False,False,False,0.0,,,,
128,1612519142098504975,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:58:56,ABM,9.0,Side.BID,1511.0,99901.0,,99901.0,False,False,False,False,0.0,,,,
130,1612519144377342353,ORDER_EXECUTED,,1008,ValueAgent,,2021-02-05 09:58:56,ABM,12.0,Side.BID,1511.0,99901.0,,99901.0,False,False,False,False,0.0,,,,
6,1612515604444793640,ORDER_SUBMITTED,,1009,ValueAgent,,2021-02-05 09:00:04,ABM,100.0,Side.BID,4.0,,,100066.0,False,False,False,False,0.0,,,,
8,0,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:00:04,ABM,100.0,Side.BID,4.0,100066.0,,100066.0,False,False,False,False,0.0,,,,
13,1612515839319381959,ORDER_SUBMITTED,,1009,ValueAgent,,2021-02-05 09:03:59,ABM,101.0,Side.ASK,67.0,,,100032.0,False,False,False,False,0.0,,,,
14,1612515839333016803,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:03:59,ABM,100.0,Side.ASK,67.0,100032.0,,100032.0,False,False,False,False,0.0,,,,
25,1612516030339666823,ORDER_SUBMITTED,,1009,ValueAgent,,2021-02-05 09:07:10,ABM,100.0,Side.BID,133.0,,,100020.0,False,False,False,False,0.0,,,,
27,1612516062179592345,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:07:10,ABM,100.0,Side.BID,133.0,100020.0,,100020.0,False,False,False,False,0.0,,,,
35,1612516118884186935,ORDER_SUBMITTED,,1009,ValueAgent,,2021-02-05 09:08:38,ABM,100.0,Side.BID,157.0,,,100018.0,False,False,False,False,0.0,,,,
36,1612516118897821779,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:08:38,ABM,8.0,Side.BID,157.0,100018.0,,100018.0,False,False,False,False,0.0,,,,
39,1612516151484528742,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:08:38,ABM,92.0,Side.BID,157.0,100018.0,,100018.0,False,False,False,False,0.0,,,,
47,1612516523031917820,ORDER_SUBMITTED,,1009,ValueAgent,,2021-02-05 09:15:23,ABM,100.0,Side.ASK,292.0,,,99995.0,False,False,False,False,0.0,,,,
48,1612516523045552664,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:15:23,ABM,90.0,Side.ASK,292.0,99995.0,,99995.0,False,False,False,False,0.0,,,,
51,1612516531389532016,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:15:23,ABM,10.0,Side.ASK,292.0,99995.0,,99995.0,False,False,False,False,0.0,,,,
56,1612516678085688829,ORDER_SUBMITTED,,1009,ValueAgent,,2021-02-05 09:17:58,ABM,100.0,Side.ASK,354.0,,,99955.0,False,False,False,False,0.0,,,,
57,1612516678099323673,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:17:58,ABM,100.0,Side.ASK,354.0,99955.0,,99955.0,False,False,False,False,0.0,,,,
65,1612517018265520838,ORDER_SUBMITTED,,1009,ValueAgent,,2021-02-05 09:23:38,ABM,84.0,Side.BID,485.0,,,99977.0,False,False,False,False,0.0,,,,
66,1612517018279155682,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:23:38,ABM,84.0,Side.BID,485.0,99977.0,,99977.0,False,False,False,False,0.0,,,,
74,1612517072757983425,ORDER_SUBMITTED,,1009,ValueAgent,,2021-02-05 09:24:32,ABM,100.0,Side.ASK,504.0,,,99980.0,False,False,False,False,0.0,,,,
76,1612517110495839326,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:24:32,ABM,100.0,Side.ASK,504.0,99980.0,,99980.0,False,False,False,False,0.0,,,,
90,1612517460900872031,ORDER_SUBMITTED,,1009,ValueAgent,,2021-02-05 09:31:00,ABM,100.0,Side.ASK,638.0,,,99977.0,False,False,False,False,0.0,,,,
100,1612518200421867372,ORDER_SUBMITTED,,1009,ValueAgent,,2021-02-05 09:43:20,ABM,11.0,Side.BID,1086.0,,,99927.0,False,False,False,False,0.0,,,,
116,1612518822648698561,ORDER_SUBMITTED,,1009,ValueAgent,,2021-02-05 09:53:42,ABM,100.0,Side.ASK,1367.0,,,99962.0,False,False,False,False,0.0,,,,
118,1612518862638384328,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:53:42,ABM,89.0,Side.ASK,1367.0,99962.0,,99962.0,False,False,False,False,0.0,,,,
120,1612518976494407004,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:53:42,ABM,11.0,Side.ASK,1367.0,99962.0,,99962.0,False,False,False,False,0.0,,,,
125,1612519009147308423,ORDER_SUBMITTED,,1009,ValueAgent,,2021-02-05 09:56:49,ABM,100.0,Side.BID,1461.0,,,99874.0,False,False,False,False,0.0,,,,
127,1612519009726576903,ORDER_EXECUTED,,1009,ValueAgent,,2021-02-05 09:56:49,ABM,100.0,Side.BID,1461.0,99874.0,,99874.0,False,False,False,False,0.0,,,,
6,1612515604131138527,ORDER_SUBMITTED,,1010,ValueAgent,,2021-02-05 09:00:04,ABM,100.0,Side.BID,2.0,,,99993.0,False,False,False,False,0.0,,,,
8,1612515741665389989,ORDER_EXECUTED,,1010,ValueAgent,,2021-02-05 09:00:04,ABM,100.0,Side.BID,2.0,99993.0,,99993.0,False,False,False,False,0.0,,,,
16,1612516392582048864,ORDER_SUBMITTED,,1010,ValueAgent,,2021-02-05 09:13:12,ABM,10.0,Side.BID,260.0,,,99994.0,False,False,False,False,0.0,,,,
23,1612516443737563822,ORDER_SUBMITTED,,1010,ValueAgent,,2021-02-05 09:14:03,ABM,100.0,Side.ASK,278.0,,,99995.0,False,False,False,False,0.0,,,,
24,1612516443742413622,ORDER_EXECUTED,,1010,ValueAgent,,2021-02-05 09:14:03,ABM,100.0,Side.ASK,278.0,99995.0,,99995.0,False,False,False,False,0.0,,,,
41,1612517926374031490,ORDER_SUBMITTED,,1010,ValueAgent,,2021-02-05 09:38:46,ABM,100.0,Side.BID,879.0,,,99924.0,False,False,False,False,0.0,,,,
42,1612517926378881290,ORDER_EXECUTED,,1010,ValueAgent,,2021-02-05 09:38:46,ABM,89.0,Side.BID,879.0,99924.0,,99924.0,False,False,False,False,0.0,,,,
45,1612517926888713396,ORDER_EXECUTED,,1010,ValueAgent,,2021-02-05 09:38:46,ABM,11.0,Side.BID,879.0,99924.0,,99924.0,False,False,False,False,0.0,,,,
50,1612518021803564094,ORDER_SUBMITTED,,1010,ValueAgent,,2021-02-05 09:40:21,ABM,100.0,Side.BID,951.0,,,99926.0,False,False,False,False,0.0,,,,
51,1612518021808413894,ORDER_EXECUTED,,1010,ValueAgent,,2021-02-05 09:40:21,ABM,1.0,Side.BID,951.0,99926.0,,99926.0,False,False,False,False,0.0,,,,
54,0,ORDER_EXECUTED,,1010,ValueAgent,,2021-02-05 09:40:21,ABM,99.0,Side.BID,951.0,99926.0,,99926.0,False,False,False,False,0.0,,,,
6,1612515619540941668,ORDER_SUBMITTED,,1011,ValueAgent,,2021-02-05 09:00:19,ABM,1.0,Side.BID,8.0,,,99928.0,False,False,False,False,0.0,,,,
19,1612516885617004496,ORDER_SUBMITTED,,1011,ValueAgent,,2021-02-05 09:21:25,ABM,100.0,Side.BID,432.0,,,99987.0,False,False,False,False,0.0,,,,
21,1612516891275493799,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:21:25,ABM,100.0,Side.BID,432.0,99987.0,,99987.0,False,False,False,False,0.0,,,,
29,1612517164258118180,ORDER_SUBMITTED,,1011,ValueAgent,,2021-02-05 09:26:04,ABM,100.0,Side.ASK,538.0,,,99976.0,False,False,False,False,0.0,,,,
30,1612517164265960444,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:26:04,ABM,80.0,Side.ASK,538.0,99976.0,,99976.0,False,False,False,False,0.0,,,,
32,1612517164265960494,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:26:04,ABM,20.0,Side.ASK,538.0,99976.0,,99976.0,False,False,False,False,0.0,,,,
40,1612517807908613392,ORDER_SUBMITTED,,1011,ValueAgent,,2021-02-05 09:36:47,ABM,100.0,Side.BID,796.0,,,99923.0,False,False,False,False,0.0,,,,
42,1612517918255223978,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:36:47,ABM,18.0,Side.BID,796.0,99923.0,,99923.0,False,False,False,False,0.0,,,,
44,1612517922224400662,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:36:47,ABM,82.0,Side.BID,796.0,99923.0,,99923.0,False,False,False,False,0.0,,,,
49,1612518030999938993,ORDER_SUBMITTED,,1011,ValueAgent,,2021-02-05 09:40:30,ABM,34.0,Side.BID,958.0,,,99927.0,False,False,False,False,0.0,,,,
50,1612518031007781257,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:40:30,ABM,24.0,Side.BID,958.0,99927.0,,99927.0,False,False,False,False,0.0,,,,
53,1612518033377332899,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:40:30,ABM,10.0,Side.BID,958.0,99927.0,,99927.0,False,False,False,False,0.0,,,,
61,1612518822163572565,ORDER_SUBMITTED,,1011,ValueAgent,,2021-02-05 09:53:42,ABM,100.0,Side.BID,1366.0,,,99961.0,False,False,False,False,0.0,,,,
62,1612518822171414829,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:53:42,ABM,41.0,Side.BID,1366.0,99921.0,,99961.0,False,False,False,False,0.0,,,,
64,1612518822171414879,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:53:42,ABM,24.0,Side.BID,1366.0,99948.0,,99961.0,False,False,False,False,0.0,,,,
67,1612518829878122580,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:53:42,ABM,35.0,Side.BID,1366.0,99961.0,,99961.0,False,False,False,False,0.0,,,,
72,1612518938552307962,ORDER_SUBMITTED,,1011,ValueAgent,,2021-02-05 09:55:38,ABM,400.0,Side.BID,1421.0,,,99937.0,False,False,False,False,1190.0,,,,
73,1612518938560150226,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:55:38,ABM,91.0,Side.BID,1421.0,99915.0,,99937.0,False,False,False,False,1190.0,,,,
75,1612518938560150276,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:55:38,ABM,100.0,Side.BID,1421.0,99919.0,,99937.0,False,False,False,False,1190.0,,,,
77,1612518938560150326,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:55:38,ABM,12.0,Side.BID,1421.0,99935.0,,99937.0,False,False,False,False,1190.0,,,,
80,1612518939270142841,ORDER_EXECUTED,,1011,ValueAgent,,2021-02-05 09:55:38,ABM,6.0,Side.BID,1421.0,99937.0,,99937.0,False,False,False,False,1190.0,,,,
