,EventTime,EventType,ScalarEventValue,agent_id,agent_type,CASH,time_placed,symbol,quantity,side,order_id,fill_price,tag,limit_price,is_hidden,is_price_to_comply,insert_by_id,is_post_only,ABM,cash,holdings,mark_to_marked_holdings,total_depot_value,profit
3594,1612524632234573058,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:30:32,ABM,100.0,Side.BID,25878.0,99955.0,,99955.0,False,False,False,False,,,,,,
3607,1612524635236196461,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:30:35,ABM,18.0,Side.BID,25882.0,99957.0,,99957.0,False,False,False,False,,,,,,
3617,1612524636326891983,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:30:35,ABM,82.0,Side.BID,25882.0,99957.0,,99957.0,False,False,False,False,,,,,,
3630,1612524651984049741,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:30:51,ABM,68.0,Side.BID,25898.0,99959.0,,99959.0,False,False,False,False,,,,,,
3639,1612524651984049791,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:30:51,ABM,32.0,Side.BID,25898.0,99959.0,,99959.0,False,False,False,False,,,,,,
3652,1612524671185429286,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:31:11,ABM,23.0,Side.BID,25922.0,99959.0,,99959.0,False,False,False,False,,,,,,
3661,1612524671185429336,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:31:11,ABM,77.0,Side.BID,25922.0,99959.0,,99959.0,False,False,False,False,,,,,,
3674,1612524703264543154,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:31:43,ABM,9.0,Side.BID,25947.0,99958.0,,99958.0,False,False,False,False,,,,,,
3687,1612524711305128968,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:31:51,ABM,83.0,Side.BID,25958.0,99955.0,,99955.0,False,False,False,False,,,,,,
3697,1612524714998161652,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:31:51,ABM,17.0,Side.BID,25958.0,99955.0,,99955.0,False,False,False,False,,,,,,
3710,1612524772277394435,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:32:52,ABM,16.0,Side.BID,26002.0,99952.0,,99952.0,False,False,False,False,,,,,,
3723,1612524790059927773,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:33:10,ABM,10.0,Side.BID,26018.0,99952.0,,99952.0,False,False,False,False,,,,,,
3732,1612524813404319554,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:18:39,ABM,2.0,Side.BID,25106.0,99941.0,,99941.0,False,False,False,False,,,,,,
3741,1612524814163791097,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:18:39,ABM,19.0,Side.BID,25106.0,99941.0,,99941.0,False,False,False,False,,,,,,
3754,1612524823880447345,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:33:43,ABM,100.0,Side.BID,26044.0,99942.0,,99942.0,False,False,False,False,,,,,,
3763,1612524823880447395,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:33:43,ABM,100.0,Side.BID,26044.0,99942.0,,99942.0,False,False,False,False,,,,,,
3776,1612524826787118654,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:33:46,ABM,25.0,Side.BID,26050.0,99942.0,,99942.0,False,False,False,False,,,,,,
3786,1612524842463203121,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:33:46,ABM,30.0,Side.BID,26050.0,99942.0,,99942.0,False,False,False,False,,,,,,
3795,1612524842649484503,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:33:46,ABM,45.0,Side.BID,26050.0,99942.0,,99942.0,False,False,False,False,,,,,,
3808,1612524849142075549,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:34:09,ABM,81.0,Side.BID,26071.0,99941.0,,99941.0,False,False,False,False,,,,,,
3818,1612524849458294285,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:34:09,ABM,19.0,Side.BID,26071.0,99941.0,,99941.0,False,False,False,False,,,,,,
3827,1612524850302957342,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:18:23,ABM,55.0,Side.BID,25087.0,99939.0,,99939.0,False,False,False,False,,,,,,
3840,1612524851285009877,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:34:11,ABM,14.0,Side.BID,26077.0,99938.0,,99938.0,False,False,False,False,,,,,,
3854,1612524855779483212,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:34:15,ABM,81.0,Side.BID,26079.0,99941.0,,99941.0,False,False,False,False,,,,,,
3864,1612524856702044361,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:34:15,ABM,100.0,Side.BID,26079.0,99941.0,,99941.0,False,False,False,False,,,,,,
3873,1612524857371380862,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:34:15,ABM,19.0,Side.BID,26079.0,99941.0,,99941.0,False,False,False,False,,,,,,
3882,1612524859562955674,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:34:11,ABM,86.0,Side.BID,26077.0,99938.0,,99938.0,False,False,False,False,,,,,,
3895,1612524986016252501,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:36:26,ABM,100.0,Side.BID,26206.0,99922.0,,99922.0,False,False,False,False,,,,,,
3908,1612524987777891189,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:36:27,ABM,100.0,Side.BID,26209.0,99922.0,,99922.0,False,False,False,False,,,,,,
3921,1612525016502480289,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:36:56,ABM,25.0,Side.BID,26241.0,99921.0,,99921.0,False,False,False,False,,,,,,
3931,1612525018394306637,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:36:56,ABM,75.0,Side.BID,26241.0,99921.0,,99921.0,False,False,False,False,,,,,,
3944,1612525030075384583,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:37:10,ABM,29.0,Side.BID,26252.0,99922.0,,99922.0,False,False,False,False,,,,,,
3953,1612525030075384633,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:37:10,ABM,71.0,Side.BID,26252.0,99922.0,,99922.0,False,False,False,False,,,,,,
3966,1612525039206051047,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:37:19,ABM,24.0,Side.BID,26265.0,99918.0,,99918.0,False,False,False,False,,,,,,
3979,1612525047636421455,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:37:27,ABM,9.0,Side.BID,26273.0,99915.0,,99915.0,False,False,False,False,,,,,,
3988,1612525052288388487,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:16:37,ABM,88.0,Side.BID,24948.0,99914.0,,99914.0,False,False,False,False,,,,,,
4001,1612525052993969594,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:37:32,ABM,10.0,Side.BID,26317.0,99914.0,,99914.0,False,False,False,False,,,,,,
4011,1612525053763875872,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:37:32,ABM,90.0,Side.BID,26317.0,99914.0,,99914.0,False,False,False,False,,,,,,
4024,1612525061417054718,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:37:41,ABM,4.0,Side.ASK,26328.0,99911.0,,99911.0,False,False,False,False,,,,,,
4037,1612525073650029815,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:37:53,ABM,31.0,Side.ASK,26343.0,99904.0,,99904.0,False,False,False,False,,,,,,
4046,1612525073650029865,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:37:53,ABM,44.0,Side.ASK,26343.0,99904.0,,99904.0,False,False,False,False,,,,,,
4055,1612525073650029915,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:37:53,ABM,25.0,Side.ASK,26343.0,99904.0,,99904.0,False,False,False,False,,,,,,
4068,1612525090424607342,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:38:10,ABM,2.0,Side.ASK,26363.0,99898.0,,99898.0,False,False,False,False,,,,,,
4081,1612525100533310051,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:38:20,ABM,10.0,Side.ASK,26370.0,99894.0,,99894.0,False,False,False,False,,,,,,
4090,1612525100533310101,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:38:20,ABM,44.0,Side.ASK,26370.0,99894.0,,99894.0,False,False,False,False,,,,,,
4099,1612525100533310151,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:38:20,ABM,46.0,Side.ASK,26370.0,99894.0,,99894.0,False,False,False,False,,,,,,
4112,1612525195364288884,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:39:55,ABM,100.0,Side.ASK,26613.0,99875.0,,99875.0,False,False,False,False,,,,,,
4125,1612525232281243689,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:40:32,ABM,33.0,Side.ASK,26660.0,99845.0,,99845.0,False,False,False,False,,,,,,
4138,1612525255360500893,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:40:55,ABM,100.0,Side.ASK,26721.0,99848.0,,99848.0,False,False,False,False,,,,,,
4151,1612525264038014814,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:41:04,ABM,100.0,Side.ASK,26727.0,99847.0,,99847.0,False,False,False,False,,,,,,
4164,1612525283759567624,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:41:23,ABM,12.0,Side.ASK,26741.0,99845.0,,99845.0,False,False,False,False,,,,,,
4173,1612525283759567674,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:41:23,ABM,2.0,Side.ASK,26741.0,99845.0,,99845.0,False,False,False,False,,,,,,
4186,1612525361421544785,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:42:41,ABM,12.0,Side.ASK,26833.0,99845.0,,99845.0,False,False,False,False,,,,,,
4199,1612525401865633887,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:43:21,ABM,52.0,Side.ASK,26876.0,99833.0,,99833.0,False,False,False,False,,,,,,
4208,1612525401865633937,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:43:21,ABM,48.0,Side.ASK,26876.0,99833.0,,99833.0,False,False,False,False,,,,,,
4221,1612525472860752100,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:44:32,ABM,100.0,Side.ASK,26949.0,99848.0,,99848.0,False,False,False,False,,,,,,
4234,1612525491588218023,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:44:51,ABM,100.0,Side.ASK,26960.0,99849.0,,99849.0,False,False,False,False,,,,,,
4247,1612525535510606274,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:45:35,ABM,12.0,Side.ASK,27018.0,99845.0,,99845.0,False,False,False,False,,,,,,
4260,1612525553384820476,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:45:53,ABM,100.0,Side.ASK,27056.0,99833.0,,99833.0,False,False,False,False,,,,,,
4273,1612525568320536537,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:46:08,ABM,25.0,Side.ASK,27070.0,99833.0,,99833.0,False,False,False,False,,,,,,
4283,1612525569769538445,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:46:08,ABM,58.0,Side.ASK,27070.0,99833.0,,99833.0,False,False,False,False,,,,,,
4296,1612525582928665465,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:46:22,ABM,46.0,Side.ASK,27083.0,99834.0,,99834.0,False,False,False,False,,,,,,
4306,1612525586225426752,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:46:22,ABM,54.0,Side.ASK,27083.0,99834.0,,99834.0,False,False,False,False,,,,,,
4319,1612525599591950356,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:46:39,ABM,100.0,Side.ASK,27096.0,99832.0,,99832.0,False,False,False,False,,,,,,
4332,1612525627818249418,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:47:07,ABM,8.0,Side.ASK,27139.0,99831.0,,99831.0,False,False,False,False,,,,,,
4341,1612525627818249468,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:47:07,ABM,92.0,Side.ASK,27139.0,99831.0,,99831.0,False,False,False,False,,,,,,
4354,1612525649215882682,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:47:29,ABM,17.0,Side.ASK,27160.0,99819.0,,99819.0,False,False,False,False,,,,,,
4364,1612525654157215251,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:47:29,ABM,83.0,Side.ASK,27160.0,99819.0,,99819.0,False,False,False,False,,,,,,
4377,1612525659359751301,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:47:39,ABM,62.0,Side.ASK,27170.0,99812.0,,99812.0,False,False,False,False,,,,,,
4391,1612525668580023745,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:47:48,ABM,100.0,Side.ASK,27174.0,99807.0,,99807.0,False,False,False,False,,,,,,
4400,1612525669478087005,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:47:39,ABM,62.0,Side.ASK,27170.0,99812.0,,99812.0,False,False,False,False,,,,,,
4409,1612525669478087055,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:47:39,ABM,62.0,Side.ASK,27170.0,99812.0,,99812.0,False,False,False,False,,,,,,
4418,1612525669478087105,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:47:39,ABM,14.0,Side.ASK,27170.0,99812.0,,99812.0,False,False,False,False,,,,,,
4431,1612525754163063468,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:49:14,ABM,100.0,Side.ASK,27336.0,99810.0,,99810.0,False,False,False,False,,,,,,
4444,1612525780664808805,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:49:40,ABM,6.0,Side.ASK,27360.0,99812.0,,99812.0,False,False,False,False,,,,,,
4454,1612525799931420995,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:49:40,ABM,100.0,Side.ASK,27360.0,99812.0,,99812.0,False,False,False,False,,,,,,
4463,1612525805627118164,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:49:40,ABM,94.0,Side.ASK,27360.0,99812.0,,99812.0,False,False,False,False,,,,,,
4476,1612525829452107874,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:50:29,ABM,100.0,Side.ASK,27401.0,99817.0,,99817.0,False,False,False,False,,,,,,
4489,1612525900531917293,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:51:40,ABM,5.0,Side.ASK,27525.0,99817.0,,99817.0,False,False,False,False,,,,,,
4499,1612525902707468232,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:51:40,ABM,95.0,Side.ASK,27525.0,99817.0,,99817.0,False,False,False,False,,,,,,
4512,1612525943369383815,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:52:23,ABM,44.0,Side.ASK,27584.0,99820.0,,99820.0,False,False,False,False,,,,,,
4522,1612525943517951614,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:52:23,ABM,4.0,Side.ASK,27584.0,99820.0,,99820.0,False,False,False,False,,,,,,
4531,1612525947687775100,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:52:23,ABM,27.0,Side.ASK,27584.0,99820.0,,99820.0,False,False,False,False,,,,,,
4540,1612525950589814619,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:52:23,ABM,25.0,Side.ASK,27584.0,99820.0,,99820.0,False,False,False,False,,,,,,
4553,1612525968820664871,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:52:48,ABM,24.0,Side.ASK,27602.0,99830.0,,99830.0,False,False,False,False,,,,,,
4562,1612525968820664921,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:52:48,ABM,48.0,Side.ASK,27602.0,99830.0,,99830.0,False,False,False,False,,,,,,
4572,1612525989459268655,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:52:48,ABM,28.0,Side.ASK,27602.0,99830.0,,99830.0,False,False,False,False,,,,,,
4585,1612526004495012885,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:53:24,ABM,83.0,Side.ASK,27670.0,99829.0,,99829.0,False,False,False,False,,,,,,
4595,1612526006457609731,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:53:24,ABM,17.0,Side.ASK,27670.0,99829.0,,99829.0,False,False,False,False,,,,,,
4608,1612526026923229600,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:53:46,ABM,29.0,Side.ASK,27691.0,99831.0,,99831.0,False,False,False,False,,,,,,
4617,1612526026923229650,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:53:46,ABM,10.0,Side.ASK,27691.0,99831.0,,99831.0,False,False,False,False,,,,,,
4627,1612526031069037983,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:53:46,ABM,61.0,Side.ASK,27691.0,99831.0,,99831.0,False,False,False,False,,,,,,
4640,1612526035905025829,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:53:55,ABM,72.0,Side.ASK,27695.0,99830.0,,99830.0,False,False,False,False,,,,,,
4650,1612526036813226984,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:53:55,ABM,28.0,Side.ASK,27695.0,99830.0,,99830.0,False,False,False,False,,,,,,
4663,1612526038102921886,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:53:58,ABM,72.0,Side.ASK,27699.0,99830.0,,99830.0,False,False,False,False,,,,,,
4672,1612526038102921936,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:53:58,ABM,28.0,Side.ASK,27699.0,99830.0,,99830.0,False,False,False,False,,,,,,
4685,1612526089514707927,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:54:49,ABM,100.0,Side.ASK,27795.0,99832.0,,99832.0,False,False,False,False,,,,,,
4698,1612526111861292856,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:55:11,ABM,100.0,Side.ASK,27841.0,99836.0,,99836.0,False,False,False,False,,,,,,
4711,1612526125194961347,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:55:25,ABM,42.0,Side.ASK,27851.0,99832.0,,99832.0,False,False,False,False,,,,,,
4720,1612526125194961397,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:55:25,ABM,58.0,Side.ASK,27851.0,99832.0,,99832.0,False,False,False,False,,,,,,
4733,1612526194921063628,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:56:34,ABM,100.0,Side.ASK,27947.0,99849.0,,99849.0,False,False,False,False,,,,,,
4746,1612526329202379034,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:58:49,ABM,35.0,Side.ASK,28039.0,99858.0,,99858.0,False,False,False,False,,,,,,
4755,1612526329202379084,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:58:49,ABM,65.0,Side.ASK,28039.0,99858.0,,99858.0,False,False,False,False,,,,,,
4768,1612526368328061683,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:59:28,ABM,37.0,Side.ASK,28074.0,99855.0,,99855.0,False,False,False,False,,,,,,
4778,1612526368395505191,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 11:59:28,ABM,63.0,Side.ASK,28074.0,99855.0,,99855.0,False,False,False,False,,,,,,
4791,1612526438075174798,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:00:38,ABM,100.0,Side.ASK,28166.0,99852.0,,99852.0,False,False,False,False,,,,,,
4804,1612526532828135720,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:02:12,ABM,20.0,Side.ASK,28271.0,99844.0,,99844.0,False,False,False,False,,,,,,
4813,1612526532828135770,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:02:12,ABM,80.0,Side.ASK,28271.0,99844.0,,99844.0,False,False,False,False,,,,,,
4826,1612526560302347825,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:02:40,ABM,59.0,Side.ASK,28355.0,99837.0,,99837.0,False,False,False,False,,,,,,
4836,1612526563498754093,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:02:40,ABM,41.0,Side.ASK,28355.0,99837.0,,99837.0,False,False,False,False,,,,,,
4849,1612526633051017226,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:03:53,ABM,45.0,Side.ASK,28448.0,99829.0,,99829.0,False,False,False,False,,,,,,
4859,1612526634388758753,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:03:53,ABM,55.0,Side.ASK,28448.0,99829.0,,99829.0,False,False,False,False,,,,,,
4872,1612526723066645669,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:05:23,ABM,100.0,Side.ASK,28547.0,99836.0,,99836.0,False,False,False,False,,,,,,
4885,1612526735362542495,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:05:35,ABM,70.0,Side.ASK,28558.0,99837.0,,99837.0,False,False,False,False,,,,,,
4895,1612526741098291222,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:05:35,ABM,30.0,Side.ASK,28558.0,99837.0,,99837.0,False,False,False,False,,,,,,
4908,1612526748951660349,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:05:48,ABM,41.0,Side.ASK,28570.0,99837.0,,99837.0,False,False,False,False,,,,,,
4922,1612526790457201406,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:06:30,ABM,78.0,Side.ASK,28606.0,99831.0,,99831.0,False,False,False,False,,,,,,
4931,1612526790457201456,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:06:30,ABM,100.0,Side.ASK,28606.0,99831.0,,99831.0,False,False,False,False,,,,,,
4941,1612526794301706569,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:06:30,ABM,22.0,Side.ASK,28606.0,99831.0,,99831.0,False,False,False,False,,,,,,
4954,1612526805552201533,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:06:45,ABM,3.0,Side.ASK,28640.0,99831.0,,99831.0,False,False,False,False,,,,,,
4964,1612526805842174339,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:06:45,ABM,97.0,Side.ASK,28640.0,99831.0,,99831.0,False,False,False,False,,,,,,
4977,1612526825287144672,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:07:05,ABM,3.0,Side.ASK,28681.0,99831.0,,99831.0,False,False,False,False,,,,,,
4987,1612526825469802042,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:07:05,ABM,97.0,Side.ASK,28681.0,99831.0,,99831.0,False,False,False,False,,,,,,
5000,1612526833973116691,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:07:13,ABM,3.0,Side.ASK,28689.0,99831.0,,99831.0,False,False,False,False,,,,,,
5009,1612526833973116741,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:07:13,ABM,4.0,Side.ASK,28689.0,99831.0,,99831.0,False,False,False,False,,,,,,
5022,1612526990112306750,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:09:50,ABM,54.0,Side.ASK,28853.0,99828.0,,99828.0,False,False,False,False,,,,,,
5031,1612526990112306800,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:09:50,ABM,100.0,Side.ASK,28853.0,99828.0,,99828.0,False,False,False,False,,,,,,
5040,1612526990112306850,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:09:50,ABM,100.0,Side.ASK,28853.0,99828.0,,99828.0,False,False,False,False,,,,,,
5049,1612526990112306900,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:09:50,ABM,46.0,Side.ASK,28853.0,99828.0,,99828.0,False,False,False,False,,,,,,
5062,1612527045471629700,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:10:45,ABM,15.0,Side.ASK,28899.0,99835.0,,99835.0,False,False,False,False,,,,,,
5076,1612527046680674196,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:10:45,ABM,11.0,Side.ASK,28899.0,99835.0,,99835.0,False,False,False,False,,,,,,
5085,1612527046680674246,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:10:46,ABM,11.0,Side.BID,28900.0,99835.0,,99835.0,False,False,False,False,,,,,,
5094,1612527047454258723,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:10:45,ABM,74.0,Side.ASK,28899.0,99835.0,,99835.0,False,False,False,False,,,,,,
5107,1612527085794271170,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:05:48,ABM,10.0,Side.ASK,28570.0,99837.0,,99837.0,False,False,False,False,,,,,,
5116,1612527085794271220,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:11:25,ABM,10.0,Side.BID,28935.0,99837.0,,99837.0,False,False,False,False,,,,,,
5125,1612527087811729148,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:05:48,ABM,49.0,Side.ASK,28570.0,99837.0,,99837.0,False,False,False,False,,,,,,
5138,1612527121665567960,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:12:01,ABM,94.0,Side.BID,28986.0,99841.0,,99841.0,False,False,False,False,,,,,,
5152,1612527150563840875,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:12:30,ABM,100.0,Side.BID,29012.0,99843.0,,99843.0,False,False,False,False,,,,,,
5165,1612527161965402059,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:12:41,ABM,30.0,Side.BID,29044.0,99844.0,,99844.0,False,False,False,False,,,,,,
5175,1612527162284887516,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:12:41,ABM,21.0,Side.BID,29044.0,99844.0,,99844.0,False,False,False,False,,,,,,
5188,1612527165537568782,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:12:45,ABM,100.0,Side.BID,29070.0,99845.0,,99845.0,False,False,False,False,,,,,,
5197,1612527175585136812,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:12:41,ABM,49.0,Side.BID,29044.0,99844.0,,99844.0,False,False,False,False,,,,,,
5210,1612527182957870569,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:13:02,ABM,47.0,Side.BID,29086.0,99845.0,,99845.0,False,False,False,False,,,,,,
5220,1612527183819561089,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:13:02,ABM,53.0,Side.BID,29086.0,99845.0,,99845.0,False,False,False,False,,,,,,
5233,1612527184047030501,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:13:04,ABM,47.0,Side.BID,29088.0,99845.0,,99845.0,False,False,False,False,,,,,,
5243,1612527191088023178,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:13:04,ABM,53.0,Side.BID,29088.0,99845.0,,99845.0,False,False,False,False,,,,,,
5256,1612527204089192374,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:13:24,ABM,72.0,Side.BID,29111.0,99851.0,,99851.0,False,False,False,False,,,,,,
5265,1612527204089192424,ORDER_EXECUTED,,1106,MomentumAgent,,2021-02-05 12:13:24,ABM,28.0,Side.BID,29111.0,99851.0,,99851.0,False,False,False,False,,,,,,
