,EventTime,EventType,ScalarEventValue,agent_id,agent_type,CASH,time_placed,symbol,quantity,side,order_id,fill_price,tag,limit_price,is_hidden,is_price_to_comply,insert_by_id,is_post_only,fee,ABM
323,1612519738951592311,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:08:53,ABM,100.0,Side.ASK,1595.0,100004.0,,100004.0,False,False,False,False,,
326,1612519741202675680,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:08:53,ABM,11.0,Side.ASK,1595.0,100004.0,,100004.0,False,False,False,False,,
333,1612519746832848964,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:09:06,ABM,100.0,Side.ASK,1608.0,100005.0,,100005.0,False,False,False,False,,
340,1612519761886700057,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:09:21,ABM,100.0,Side.ASK,1622.0,100003.0,,100003.0,False,False,False,False,,
347,1612519804619030020,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:10:04,ABM,89.0,Side.ASK,1662.0,100002.0,,100002.0,False,False,False,False,,
350,1612519804619030070,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:10:04,ABM,11.0,Side.ASK,1662.0,100002.0,,100002.0,False,False,False,False,,
357,1612519829200753660,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:10:29,ABM,98.0,Side.BID,1685.0,100004.0,,100004.0,False,False,False,False,,
360,1612519829200753710,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:10:29,ABM,100.0,Side.BID,1685.0,100004.0,,100004.0,False,False,False,False,,
363,1612519829200753760,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:10:29,ABM,2.0,Side.BID,1685.0,100004.0,,100004.0,False,False,False,False,,
370,1612519836365962136,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:10:36,ABM,100.0,Side.BID,1692.0,100004.0,,100004.0,False,False,False,False,,
377,1612519856873903899,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:10:56,ABM,89.0,Side.BID,1711.0,100004.0,,100004.0,False,False,False,False,,
385,1612519860970395754,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:11:00,ABM,36.0,Side.BID,1717.0,100007.0,,100007.0,False,False,False,False,,
396,1612519977896032209,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:12:57,ABM,1.0,Side.BID,1796.0,100061.0,,100061.0,False,False,False,False,,
399,1612519977896032259,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:12:57,ABM,15.0,Side.BID,1796.0,100061.0,,100061.0,False,False,False,False,,
406,1612519981490174407,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:13:01,ABM,100.0,Side.BID,1802.0,100061.0,,100061.0,False,False,False,False,,
413,1612520024441412762,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:13:44,ABM,13.0,Side.BID,1845.0,100051.0,,100051.0,False,False,False,False,,
417,1612520026451337252,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:13:44,ABM,87.0,Side.BID,1845.0,100051.0,,100051.0,False,False,False,False,,
424,1612520049802065950,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:14:09,ABM,100.0,Side.BID,1874.0,100052.0,,100052.0,False,False,False,False,,
431,1612520089036306097,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:14:49,ABM,100.0,Side.BID,1903.0,100052.0,,100052.0,False,False,False,False,,
438,1612520165881886069,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:16:05,ABM,100.0,Side.BID,1978.0,100098.0,,100098.0,False,False,False,False,,
445,1612520167578170755,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:16:07,ABM,28.0,Side.BID,1979.0,100099.0,,100099.0,False,False,False,False,,
452,1612520176744429724,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:16:16,ABM,200.0,Side.BID,1991.0,100101.0,,100101.0,False,False,False,False,,
455,1612520176744429774,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:16:16,ABM,16.0,Side.BID,1991.0,100101.0,,100101.0,False,False,False,False,,
459,1612520178982449532,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:16:16,ABM,100.0,Side.BID,1991.0,100101.0,,100101.0,False,False,False,False,,
462,1612520191240099051,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:16:16,ABM,100.0,Side.BID,1991.0,100101.0,,100101.0,False,False,False,False,,
465,0,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:16:16,ABM,100.0,Side.BID,1991.0,100101.0,,100101.0,False,False,False,False,,
468,1612520196209653258,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:16:16,ABM,100.0,Side.BID,1991.0,100101.0,,100101.0,False,False,False,False,,
471,1612520197981844551,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:16:16,ABM,100.0,Side.BID,1991.0,100101.0,,100101.0,False,False,False,False,,
474,1612520198857272184,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:16:16,ABM,22.0,Side.BID,1991.0,100101.0,,100101.0,False,False,False,False,,
481,1612520357552169898,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:19:17,ABM,77.0,Side.BID,2157.0,100082.0,,100082.0,False,False,False,False,,
489,1612520358223965092,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:19:18,ABM,100.0,Side.BID,2159.0,100087.0,,100087.0,False,False,False,False,,
496,1612520391364470267,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:19:51,ABM,39.0,Side.BID,2196.0,100087.0,,100087.0,False,False,False,False,,
499,1612520391364470317,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:19:51,ABM,61.0,Side.BID,2196.0,100087.0,,100087.0,False,False,False,False,,
502,1612520465931050393,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:19:17,ABM,23.0,Side.BID,2157.0,100082.0,,100082.0,False,False,False,False,,
509,1612520495019169973,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:21:35,ABM,23.0,Side.BID,2281.0,100085.0,,100085.0,False,False,False,False,,
513,1612520495412779569,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:21:35,ABM,77.0,Side.BID,2281.0,100085.0,,100085.0,False,False,False,False,,
520,1612520504225873550,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:21:44,ABM,21.0,Side.BID,2289.0,100087.0,,100087.0,False,False,False,False,,
523,1612520504225873600,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:21:44,ABM,379.0,Side.BID,2289.0,100087.0,,100087.0,False,False,False,False,,
530,1612520512709908920,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:21:52,ABM,88.0,Side.BID,2299.0,100086.0,,100086.0,False,False,False,False,,
534,1612520515804818514,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:21:52,ABM,12.0,Side.BID,2299.0,100086.0,,100086.0,False,False,False,False,,
541,1612520557860133865,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:22:37,ABM,81.0,Side.BID,2352.0,100083.0,,100083.0,False,False,False,False,,
545,1612520558033184073,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:22:37,ABM,18.0,Side.BID,2352.0,100083.0,,100083.0,False,False,False,False,,
548,1612520558767031587,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:22:37,ABM,1.0,Side.BID,2352.0,100083.0,,100083.0,False,False,False,False,,
555,1612520608258395162,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:23:28,ABM,95.0,Side.BID,2408.0,100073.0,,100073.0,False,False,False,False,,
559,1612520612171417356,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:23:28,ABM,5.0,Side.BID,2408.0,100073.0,,100073.0,False,False,False,False,,
566,1612520621257276643,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:23:41,ABM,95.0,Side.BID,2422.0,100073.0,,100073.0,False,False,False,False,,
570,0,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:23:41,ABM,100.0,Side.BID,2422.0,100073.0,,100073.0,False,False,False,False,,
573,1612520676951590992,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:23:41,ABM,100.0,Side.BID,2422.0,100073.0,,100073.0,False,False,False,False,,
576,1612520679335746642,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:23:41,ABM,2.0,Side.BID,2422.0,100073.0,,100073.0,False,False,False,False,,
579,1612520679339201605,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:23:41,ABM,13.0,Side.BID,2422.0,100073.0,,100073.0,False,False,False,False,,
582,1612520681355279072,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:23:41,ABM,34.0,Side.BID,2422.0,100073.0,,100073.0,False,False,False,False,,
585,1612520681415794771,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:23:41,ABM,56.0,Side.BID,2422.0,100073.0,,100073.0,False,False,False,False,,
592,1612520760524153897,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:26:00,ABM,15.0,Side.BID,2552.0,100061.0,,100061.0,False,False,False,False,,
599,1612520808485489363,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:26:48,ABM,12.0,Side.BID,2592.0,100051.0,,100051.0,False,False,False,False,,
603,1612520812141475231,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:26:48,ABM,88.0,Side.BID,2592.0,100051.0,,100051.0,False,False,False,False,,
610,1612520878623639282,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:27:58,ABM,2.0,Side.BID,2651.0,100055.0,,100055.0,False,False,False,False,,
618,1612520918065156312,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:28:38,ABM,63.0,Side.BID,2693.0,100067.0,,100067.0,False,False,False,False,,
626,1612520929052038990,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:28:49,ABM,3.0,Side.BID,2707.0,100082.0,,100082.0,False,False,False,False,,
633,1612521076159427015,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:31:16,ABM,7.0,Side.BID,2823.0,100077.0,,100077.0,False,False,False,False,,
636,1612521076159427065,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:31:16,ABM,52.0,Side.BID,2823.0,100077.0,,100077.0,False,False,False,False,,
646,1612521241687023999,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:34:01,ABM,100.0,Side.BID,2951.0,100096.0,,100096.0,False,False,False,False,,
