Column1,EventTime,EventType,ScalarEventValue,agent_id,agent_type,CASH,cash2,holdings,mark_to_marked_holdings,total_depot_value,profit
2233,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1051066995,"{'CASH': 757693713, 'ABM': -7490}",10152525,-1040914470,152525
2246,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1052665667,"{'CASH': 757693713, 'ABM': -7490}",10121255,-1042544412,121255
2259,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1060159067,"{'CASH': 757693713, 'ABM': -7490}",10173350,-1049985717,173350
2268,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1062656867,"{'CASH': 757693713, 'ABM': -7490}",10173325,-1052483542,173325
2281,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1063256327,"{'CASH': 757693713, 'ABM': -7490}",10204927,-1053051400,204927
2294,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1068352757,"{'CASH': 757693713, 'ABM': -7490}",9972945,-1058379812,-27055
2303,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1073249327,"{'CASH': 757693713, 'ABM': -7490}",9972847,-1063276480,-27153
2312,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1083243227,"{'CASH': 757693713, 'ABM': -7490}",9973547,-1073269680,-26453
2321,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1086141458,"{'CASH': 757693713, 'ABM': -7490}",9973750,-1076167708,-26250
2330,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1089039950,"{'CASH': 757693713, 'ABM': -7490}",9974214,-1079065736,-25786
2343,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1092837898,"{'CASH': 757693713, 'ABM': -7490}",9801370,-1083036528,-198630
2352,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1101034208,"{'CASH': 757693713, 'ABM': -7490}",9801944,-1091232264,-198056
2365,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1097535538,"{'CASH': 757693713, 'ABM': -7490}",9681741,-1087853797,-318259
2375,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1091038008,"{'CASH': 757693713, 'ABM': -7490}",9681546,-1081356462,-318454
2388,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1090738107,"{'CASH': 757693713, 'ABM': -7490}",9605817,-1081132290,-394183
2398,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1090538173,"{'CASH': 757693713, 'ABM': -7490}",9605815,-1080932358,-394185
2411,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1084340033,"{'CASH': 757693713, 'ABM': -7490}",9573314,-1074766719,-426686
2420,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1080541173,"{'CASH': 757693713, 'ABM': -7490}",9573276,-1070967897,-426724
2433,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1079041533,"{'CASH': 757693713, 'ABM': -7490}",9498285,-1069543248,-501715
2446,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1077841845,"{'CASH': 757693713, 'ABM': -7490}",9519681,-1068322164,-480319
2460,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1067843645,"{'CASH': 757693713, 'ABM': -7490}",9434193,-1058409452,-565807
2473,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1066943843,"{'CASH': 757693713, 'ABM': -7490}",9476537,-1057467306,-523463
2486,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1066343975,"{'CASH': 757693713, 'ABM': -7490}",9487108,-1056856867,-512892
2496,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1056946043,"{'CASH': 757693713, 'ABM': -7490}",9487014,-1047459029,-512986
2509,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1054446493,"{'CASH': 757693713, 'ABM': -7490}",9455533,-1044990960,-544467
2518,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1046947843,"{'CASH': 757693713, 'ABM': -7490}",9455383,-1037492460,-544617
2531,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1037649610,"{'CASH': 757693713, 'ABM': -7490}",9445006,-1028204604,-554994
2545,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1030650800,"{'CASH': 757693713, 'ABM': -7490}",9424438,-1021226362,-575562
2555,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1027651310,"{'CASH': 757693713, 'ABM': -7490}",9424438,-1018226872,-575562
2568,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1022952015,"{'CASH': 757693713, 'ABM': -7490}",9404070,-1013547945,-595930
2581,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1022452095,"{'CASH': 757693713, 'ABM': -7490}",9424339,-1013027756,-575661
2590,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1012953615,"{'CASH': 757693713, 'ABM': -7490}",9424244,-1003529371,-575756
2603,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1007254470,"{'CASH': 757693713, 'ABM': -7490}",9414150,-997840320,-585850
2612,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1002955115,"{'CASH': 757693713, 'ABM': -7490}",9414107,-993541008,-585893
2625,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,995055826,"{'CASH': 757693713, 'ABM': -7490}",9383980,-985671846,-616020
2639,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,992855826,"{'CASH': 757693713, 'ABM': -7490}",9255826,-983600000,-744174
2648,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,985055826,"{'CASH': 757693713, 'ABM': -7490}",9255826,-975800000,-744174
2661,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,975055926,"{'CASH': 757693713, 'ABM': -7490}",9265584,-965790342,-734416
2674,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,967255146,"{'CASH': 757693713, 'ABM': -7490}",9216826,-958038320,-783174
2684,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,965054926,"{'CASH': 757693713, 'ABM': -7490}",9216694,-955838232,-783306
2697,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,955053826,"{'CASH': 757693713, 'ABM': -7490}",9159246,-945894580,-840754
2710,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,945053326,"{'CASH': 757693713, 'ABM': -7490}",9197178,-935856148,-802822
2723,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,935853418,"{'CASH': 757693713, 'ABM': -7490}",9262684,-926590734,-737316
2733,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,925853518,"{'CASH': 757693713, 'ABM': -7490}",9262684,-916590834,-737316
2742,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,925053526,"{'CASH': 757693713, 'ABM': -7490}",9262684,-915790842,-737316
2755,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,915054126,"{'CASH': 757693713, 'ABM': -7490}",9290358,-905763768,-709642
2768,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,914554146,"{'CASH': 757693713, 'ABM': -7490}",9290358,-905263788,-709642
2777,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,912054246,"{'CASH': 757693713, 'ABM': -7490}",9290358,-902763888,-709642
2787,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,905054526,"{'CASH': 757693713, 'ABM': -7490}",9290358,-895764168,-709642
2800,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,896954769,"{'CASH': 757693713, 'ABM': -7490}",9281400,-887673369,-718600
2809,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,895054826,"{'CASH': 757693713, 'ABM': -7490}",9281400,-885773426,-718600
2822,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,894254858,"{'CASH': 757693713, 'ABM': -7490}",9290258,-884964600,-709742
2831,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,885055226,"{'CASH': 757693713, 'ABM': -7490}",9290258,-875764968,-709742
2844,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,877755518,"{'CASH': 757693713, 'ABM': -7490}",9298943,-868456575,-701057
2853,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,875055626,"{'CASH': 757693713, 'ABM': -7490}",9298916,-865756710,-701084
2866,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,870655758,"{'CASH': 757693713, 'ABM': -7490}",9290214,-861365544,-709786
2876,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,865055926,"{'CASH': 757693713, 'ABM': -7490}",9290158,-855765768,-709842
2885,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,862956115,"{'CASH': 757693713, 'ABM': -7490}",9290263,-853665852,-709737
2898,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,855256731,"{'CASH': 757693713, 'ABM': -7490}",9332871,-845923860,-667129
2907,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,852956915,"{'CASH': 757693713, 'ABM': -7490}",9332848,-843624067,-667152
2920,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,852057005,"{'CASH': 757693713, 'ABM': -7490}",9341285,-842715720,-658715
2934,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,842057805,"{'CASH': 757693713, 'ABM': -7490}",9324429,-832733376,-675571
2943,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,840157995,"{'CASH': 757693713, 'ABM': -7490}",9324467,-830833528,-675533
2952,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,832958715,"{'CASH': 757693713, 'ABM': -7490}",9324611,-823634104,-675389
2965,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,822959215,"{'CASH': 757693713, 'ABM': -7490}",9299900,-813659315,-700100
2978,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,818759425,"{'CASH': 757693713, 'ABM': -7490}",9299900,-809459525,-700100
2987,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,812959715,"{'CASH': 757693713, 'ABM': -7490}",9299900,-803659815,-700100
3000,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,802961115,"{'CASH': 757693713, 'ABM': -7490}",9380170,-793580945,-619830
3013,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,800961315,"{'CASH': 757693713, 'ABM': -7490}",9340485,-791620830,-659515
3022,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,800261448,"{'CASH': 757693713, 'ABM': -7490}",9340548,-790920900,-659452
3035,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,790863140,"{'CASH': 757693713, 'ABM': -7490}",9403828,-781459312,-596172
3045,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,790263248,"{'CASH': 757693713, 'ABM': -7490}",9403828,-780859420,-596172
3058,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,787563761,"{'CASH': 757693713, 'ABM': -7490}",9411638,-778152123,-588362
3068,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,780265148,"{'CASH': 757693713, 'ABM': -7490}",9411638,-770853510,-588362
3081,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,770266648,"{'CASH': 757693713, 'ABM': -7490}",9388408,-760878240,-611592
3094,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,760267748,"{'CASH': 757693713, 'ABM': -7490}",9372888,-750894860,-627112
3107,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,747369167,"{'CASH': 757693713, 'ABM': -7490}",9372501,-737996666,-627499
3121,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,744569363,"{'CASH': 757693713, 'ABM': -7490}",9328187,-735241176,-671813
3134,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,740869585,"{'CASH': 757693713, 'ABM': -7490}",9320797,-731548788,-679203
3143,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,734569963,"{'CASH': 757693713, 'ABM': -7490}",9320734,-725249229,-679266
3156,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,729970193,"{'CASH': 757693713, 'ABM': -7490}",9306228,-720663965,-693772
3165,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,724570463,"{'CASH': 757693713, 'ABM': -7490}",9306228,-715264235,-693772
3178,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,724070488,"{'CASH': 757693713, 'ABM': -7490}",9313376,-714757112,-686624
3188,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,714570963,"{'CASH': 757693713, 'ABM': -7490}",9313281,-705257682,-686719
3201,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,711471180,"{'CASH': 757693713, 'ABM': -7490}",9320334,-702150846,-679666
3215,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,701471680,"{'CASH': 757693713, 'ABM': -7490}",9306290,-692165390,-693710
3224,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,694572163,"{'CASH': 757693713, 'ABM': -7490}",9306428,-685265735,-693572
3237,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,692072313,"{'CASH': 757693713, 'ABM': -7490}",9313281,-682759032,-686719
3246,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,684572763,"{'CASH': 757693713, 'ABM': -7490}",9313281,-675259482,-686719
3255,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,677473544,"{'CASH': 757693713, 'ABM': -7490}",9313636,-668159908,-686364
3268,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,674673964,"{'CASH': 757693713, 'ABM': -7490}",9380428,-665293536,-619572
3281,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,664975419,"{'CASH': 757693713, 'ABM': -7490}",9373774,-655601645,-626226
3290,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,654676964,"{'CASH': 757693713, 'ABM': -7490}",9373774,-645303190,-626226
3303,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,650877496,"{'CASH': 757693713, 'ABM': -7490}",9367320,-641510176,-632680
3316,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,648377771,"{'CASH': 757693713, 'ABM': -7490}",9354463,-639023308,-645537
3326,1.61252E+18,DEPOT_UPDATE,,1105,MomentumAgent,,640878596,"{'CASH': 757693713, 'ABM': -7490}",9354388,-631524208,-645612
3339,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,631879496,"{'CASH': 757693713, 'ABM': -7490}",9341756,-622537740,-658244
3348,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,630879596,"{'CASH': 757693713, 'ABM': -7490}",9341756,-621537840,-658244
3361,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,640878496,"{'CASH': 757693713, 'ABM': -7490}",9341656,-631536840,-658344
3374,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,646277740,"{'CASH': 757693713, 'ABM': -7490}",9360550,-636917190,-639450
3387,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,655076596,"{'CASH': 757693713, 'ABM': -7490}",9354092,-645722504,-645908
3397,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,656276440,"{'CASH': 757693713, 'ABM': -7490}",9354080,-646922360,-645920
3410,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,666275340,"{'CASH': 757693713, 'ABM': -7490}",9347610,-656927730,-652390
3423,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,672174396,"{'CASH': 757693713, 'ABM': -7490}",9367202,-662807194,-632798
3433,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,674274060,"{'CASH': 757693713, 'ABM': -7490}",9367160,-664906900,-632840
3442,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,676273740,"{'CASH': 757693713, 'ABM': -7490}",9367120,-666906620,-632880
3455,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,680473068,"{'CASH': 757693713, 'ABM': -7490}",9380460,-671092608,-619540
3465,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,685672236,"{'CASH': 757693713, 'ABM': -7490}",9380460,-676291776,-619540
3474,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,686272140,"{'CASH': 757693713, 'ABM': -7490}",9380460,-676891680,-619540
3487,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,689271720,"{'CASH': 757693713, 'ABM': -7490}",9360120,-679911600,-639880
3501,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,694270670,"{'CASH': 757693713, 'ABM': -7490}",9400820,-684869850,-599180
3511,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,699269620,"{'CASH': 757693713, 'ABM': -7490}",9400720,-689868900,-599280
3524,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,701069242,"{'CASH': 757693713, 'ABM': -7490}",9407602,-691661640,-592398
3533,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,709267520,"{'CASH': 757693713, 'ABM': -7490}",9407520,-699860000,-592480
3546,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,714566301,"{'CASH': 757693713, 'ABM': -7490}",9421467,-705144834,-578533
3555,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,719265220,"{'CASH': 757693713, 'ABM': -7490}",9421420,-709843800,-578580
3568,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,720864820,"{'CASH': 757693713, 'ABM': -7490}",9428488,-711436332,-571512
3578,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,722464420,"{'CASH': 757693713, 'ABM': -7490}",9428456,-713035964,-571544
3587,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,720564914,"{'CASH': 757693713, 'ABM': -7490}",9428513,-711136401,-571487
3596,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,713666708,"{'CASH': 757693713, 'ABM': -7490}",9428720,-704237988,-571280
3609,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,715666228,"{'CASH': 757693713, 'ABM': -7490}",9428700,-706237528,-571300
3619,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,723664308,"{'CASH': 757693713, 'ABM': -7490}",9428620,-714235688,-571380
3632,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,731861848,"{'CASH': 757693713, 'ABM': -7490}",9464176,-722397672,-535824
3641,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,733661308,"{'CASH': 757693713, 'ABM': -7490}",9464140,-724197168,-535860
3654,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,743658308,"{'CASH': 757693713, 'ABM': -7490}",9478628,-734179680,-521372
3667,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,753655008,"{'CASH': 757693713, 'ABM': -7490}",9493216,-744161792,-506784
3680,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,759753117,"{'CASH': 757693713, 'ABM': -7490}",9485772,-750267345,-514228
3690,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,763651908,"{'CASH': 757693713, 'ABM': -7490}",9485772,-754166136,-514228
3703,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,764851464,"{'CASH': 757693713, 'ABM': -7490}",9531036,-755320428,-468964
3717,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,773847504,"{'CASH': 757693713, 'ABM': -7490}",9560990,-764286514,-439010
3727,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,783843104,"{'CASH': 757693713, 'ABM': -7490}",9560690,-774282414,-439310
3740,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,790540022,"{'CASH': 757693713, 'ABM': -7490}",9583794,-780956228,-416206
3749,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,800535422,"{'CASH': 757693713, 'ABM': -7490}",9583594,-790951828,-416406
3759,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,810530822,"{'CASH': 757693713, 'ABM': -7490}",9583394,-800947428,-416606
3768,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,820526222,"{'CASH': 757693713, 'ABM': -7490}",9583194,-810943028,-416806
3781,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,823624765,"{'CASH': 757693713, 'ABM': -7490}",9607533,-814017232,-392467
3790,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,830521522,"{'CASH': 757693713, 'ABM': -7490}",9607533,-820913989,-392467
3799,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,840516922,"{'CASH': 757693713, 'ABM': -7490}",9607633,-830909289,-392367
3812,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,850511722,"{'CASH': 757693713, 'ABM': -7490}",9649198,-840862524,-350802
3821,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,853810204,"{'CASH': 757693713, 'ABM': -7490}",9649396,-844160808,-350604
3834,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,860507122,"{'CASH': 757693713, 'ABM': -7490}",9598720,-850908402,-401280
3844,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,863805604,"{'CASH': 757693713, 'ABM': -7490}",9598720,-854206884,-401280
3857,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,864905109,"{'CASH': 757693713, 'ABM': -7490}",9590174,-855314935,-409826
3871,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,874900209,"{'CASH': 757693713, 'ABM': -7490}",9624402,-865275807,-375598
3884,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,878498409,"{'CASH': 757693713, 'ABM': -7490}",9633059,-868865350,-366941
3893,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,884895209,"{'CASH': 757693713, 'ABM': -7490}",9633059,-875262150,-366941
3906,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,886094477,"{'CASH': 757693713, 'ABM': -7490}",9729386,-876365091,-270614
3915,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,896088377,"{'CASH': 757693713, 'ABM': -7490}",9729386,-886358991,-270614
3924,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,904883009,"{'CASH': 757693713, 'ABM': -7490}",9729386,-895153623,-270614
3937,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,906082277,"{'CASH': 757693713, 'ABM': -7490}",9729386,-896352891,-270614
3946,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,914876909,"{'CASH': 757693713, 'ABM': -7490}",9729386,-905147523,-270614
3959,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,916076177,"{'CASH': 757693713, 'ABM': -7490}",9729386,-906346791,-270614
3968,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,924870809,"{'CASH': 757693713, 'ABM': -7490}",9729386,-915141423,-270614
3981,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,925770287,"{'CASH': 757693713, 'ABM': -7490}",9692749,-916077538,-307251
3994,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,929767967,"{'CASH': 757693713, 'ABM': -7490}",9692709,-920075258,-307291
4003,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,935764487,"{'CASH': 757693713, 'ABM': -7490}",9692649,-926071838,-307351
4016,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,939762167,"{'CASH': 757693713, 'ABM': -7490}",9692609,-930069558,-307391
4025,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,949756367,"{'CASH': 757693713, 'ABM': -7490}",9692509,-940063858,-307491
4034,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,959750567,"{'CASH': 757693713, 'ABM': -7490}",9692409,-950058158,-307591
4044,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,962648885,"{'CASH': 757693713, 'ABM': -7490}",9692380,-952956505,-307620
4053,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,972643085,"{'CASH': 757693713, 'ABM': -7490}",9692280,-962950805,-307720
4062,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,975741287,"{'CASH': 757693713, 'ABM': -7490}",9692249,-966049038,-307751
4075,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,975941163,"{'CASH': 757693713, 'ABM': -7490}",9740579,-966200584,-259421
4084,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,985735087,"{'CASH': 757693713, 'ABM': -7490}",9740579,-975994508,-259421
4097,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,990232342,"{'CASH': 757693713, 'ABM': -7490}",9721002,-980511340,-278998
4106,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,990632098,"{'CASH': 757693713, 'ABM': -7490}",9720998,-980911100,-279002
4115,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,992530939,"{'CASH': 757693713, 'ABM': -7490}",9720979,-982809960,-279021
4124,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,995728987,"{'CASH': 757693713, 'ABM': -7490}",9720947,-986008040,-279053
4137,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1000226062,"{'CASH': 757693713, 'ABM': -7490}",9760366,-990465696,-239634
4146,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1005722487,"{'CASH': 757693713, 'ABM': -7490}",9760311,-995962176,-239689
4159,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1011019360,"{'CASH': 757693713, 'ABM': -7490}",9710481,-1001308879,-289519
4169,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1015716587,"{'CASH': 757693713, 'ABM': -7490}",9710481,-1006006106,-289519
4182,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1021013460,"{'CASH': 757693713, 'ABM': -7490}",9700362,-1011313098,-299638
4191,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1021613106,"{'CASH': 757693713, 'ABM': -7490}",9700356,-1011912750,-299644
4201,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1025710687,"{'CASH': 757693713, 'ABM': -7490}",9700315,-1016010372,-299685
4214,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1032506539,"{'CASH': 757693713, 'ABM': -7490}",9730813,-1022775726,-269187
4224,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1035704587,"{'CASH': 757693713, 'ABM': -7490}",9730813,-1025973774,-269187
4237,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1039502269,"{'CASH': 757693713, 'ABM': -7490}",9730813,-1029771456,-269187
4247,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1045698487,"{'CASH': 757693713, 'ABM': -7490}",9730813,-1035967674,-269187
4260,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1048396813,"{'CASH': 757693713, 'ABM': -7490}",9730786,-1038666027,-269214
4269,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1049696007,"{'CASH': 757693713, 'ABM': -7490}",9730773,-1039965234,-269227
4278,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1055692287,"{'CASH': 757693713, 'ABM': -7490}",9730713,-1045961574,-269287
