Column1,EventTime,EventType,ScalarEventValue,agent_id,agent_type,CASH,cash2,holdings,mark_to_marked_holdings,total_depot_value,profit
4291,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1057591052,"{'CASH': 757693713, 'ABM': -7490}",9762092,-1047828960,-237908
4300,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1065685787,"{'CASH': 757693713, 'ABM': -7490}",9762011,-1055923776,-237989
4313,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1072781314,"{'CASH': 757693713, 'ABM': -7490}",9740808,-1063040506,-259192
4322,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1075679487,"{'CASH': 757693713, 'ABM': -7490}",9740779,-1065938708,-259221
4335,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1083674607,"{'CASH': 757693713, 'ABM': -7490}",9730113,-1073944494,-269887
4345,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1085673387,"{'CASH': 757693713, 'ABM': -7490}",9730113,-1075943274,-269887
4358,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1086173082,"{'CASH': 757693713, 'ABM': -7490}",9730113,-1076442969,-269887
4372,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1089471036,"{'CASH': 757693713, 'ABM': -7490}",9730080,-1079740956,-269920
4382,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1096166882,"{'CASH': 757693713, 'ABM': -7490}",9730013,-1086436869,-269987
4391,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1096966394,"{'CASH': 757693713, 'ABM': -7490}",9730013,-1087236381,-269987
4404,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1100264348,"{'CASH': 757693713, 'ABM': -7490}",9729980,-1090534368,-270020
4414,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1101263728,"{'CASH': 757693713, 'ABM': -7490}",9729970,-1091533758,-270030
4423,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1106960194,"{'CASH': 757693713, 'ABM': -7490}",9729913,-1097230281,-270087
4432,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1115654887,"{'CASH': 757693713, 'ABM': -7490}",9729913,-1105924974,-270087
4445,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1122950434,"{'CASH': 757693713, 'ABM': -7490}",9729913,-1113220521,-270087
4454,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1125648787,"{'CASH': 757693713, 'ABM': -7490}",9729913,-1115918874,-270087
4467,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1135643387,"{'CASH': 757693713, 'ABM': -7490}",9651751,-1125991636,-348249
4480,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1139141462,"{'CASH': 757693713, 'ABM': -7490}",9629114,-1129512348,-370886
4494,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1141839923,"{'CASH': 757693713, 'ABM': -7490}",9685619,-1132154304,-314381
4503,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1151834423,"{'CASH': 757693713, 'ABM': -7490}",9685819,-1142148604,-314181
4512,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1161828923,"{'CASH': 757693713, 'ABM': -7490}",9686019,-1152142904,-313981
4525,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1171823323,"{'CASH': 757693713, 'ABM': -7490}",9662863,-1162160460,-337137
4534,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1180618483,"{'CASH': 757693713, 'ABM': -7490}",9662863,-1170955620,-337137
4543,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1188314248,"{'CASH': 757693713, 'ABM': -7490}",9662863,-1178651385,-337137
4556,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1189613546,"{'CASH': 757693713, 'ABM': -7490}",9651070,-1179962476,-348930
4565,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1198308848,"{'CASH': 757693713, 'ABM': -7490}",9651070,-1188657778,-348930
4578,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1208303448,"{'CASH': 757693713, 'ABM': -7490}",9651070,-1198652378,-348930
4591,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1212401275,"{'CASH': 757693713, 'ABM': -7490}",9639077,-1202762198,-360923
4601,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1218298148,"{'CASH': 757693713, 'ABM': -7490}",9639077,-1208659071,-360923
4614,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1220397056,"{'CASH': 757693713, 'ABM': -7490}",9626984,-1210770072,-373016
4624,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1228292948,"{'CASH': 757693713, 'ABM': -7490}",9626984,-1218665964,-373016
4637,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1231691112,"{'CASH': 757693713, 'ABM': -7490}",9639143,-1222051969,-360857
4646,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1232990410,"{'CASH': 757693713, 'ABM': -7490}",9639130,-1223351280,-360870
4656,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1238287548,"{'CASH': 757693713, 'ABM': -7490}",9639077,-1228648471,-360923
4669,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1245183891,"{'CASH': 757693713, 'ABM': -7490}",9614353,-1235569538,-385647
4678,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1248282248,"{'CASH': 757693713, 'ABM': -7490}",9614291,-1238667957,-385709
4691,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1258276648,"{'CASH': 757693713, 'ABM': -7490}",9663763,-1248612885,-336237
4704,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1259076208,"{'CASH': 757693713, 'ABM': -7490}",9663763,-1249412445,-336237
4714,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1259975713,"{'CASH': 757693713, 'ABM': -7490}",9663763,-1250311950,-336237
4723,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1268271148,"{'CASH': 757693713, 'ABM': -7490}",9663763,-1258607385,-336237
4732,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1277167143,"{'CASH': 757693713, 'ABM': -7490}",9664653,-1267502490,-335347
4745,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1284363831,"{'CASH': 757693713, 'ABM': -7490}",9550515,-1274813316,-449485
4754,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1287162543,"{'CASH': 757693713, 'ABM': -7490}",9550515,-1277612028,-449485
4767,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1293059652,"{'CASH': 757693713, 'ABM': -7490}",9576020,-1283483632,-423980
4777,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1295958231,"{'CASH': 757693713, 'ABM': -7490}",9575991,-1286382240,-424009
4786,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1297157643,"{'CASH': 757693713, 'ABM': -7490}",9575979,-1287581664,-424021
4799,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1301155763,"{'CASH': 757693713, 'ABM': -7490}",9563097,-1291592666,-436903
4813,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1302654998,"{'CASH': 757693713, 'ABM': -7490}",9601848,-1293053150,-398152
4822,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1308652178,"{'CASH': 757693713, 'ABM': -7490}",9602028,-1299050150,-397972
4831,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1309151958,"{'CASH': 757693713, 'ABM': -7490}",9602058,-1299549900,-397942
4840,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1317948702,"{'CASH': 757693713, 'ABM': -7490}",9603202,-1308345500,-396798
4853,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1313849850,"{'CASH': 757693713, 'ABM': -7490}",9341320,-1304508530,-658680
4862,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1308151446,"{'CASH': 757693713, 'ABM': -7490}",9341206,-1298810240,-658794
4871,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1307951502,"{'CASH': 757693713, 'ABM': -7490}",9341202,-1298610300,-658798
4884,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1307251677,"{'CASH': 757693713, 'ABM': -7490}",9302218,-1297949459,-697782
4898,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1304152235,"{'CASH': 757693713, 'ABM': -7490}",9211275,-1294940960,-788725
4907,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1304452193,"{'CASH': 757693713, 'ABM': -7490}",9211293,-1295240900,-788707
4916,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1311151255,"{'CASH': 757693713, 'ABM': -7490}",9211695,-1301939560,-788305
4929,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1301153355,"{'CASH': 757693713, 'ABM': -7490}",9237639,-1291915716,-762361
4942,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1292654460,"{'CASH': 757693713, 'ABM': -7490}",9185526,-1283468934,-814474
4951,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1291154655,"{'CASH': 757693713, 'ABM': -7490}",9185451,-1281969204,-814549
4964,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1286054553,"{'CASH': 757693713, 'ABM': -7490}",8941782,-1277112771,-1058218
4978,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1285554518,"{'CASH': 757693713, 'ABM': -7490}",8865156,-1276689362,-1134844
4991,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1278854049,"{'CASH': 757693713, 'ABM': -7490}",8865156,-1269988893,-1134844
5000,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1275153790,"{'CASH': 757693713, 'ABM': -7490}",8865156,-1266288634,-1134844
5010,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1265153090,"{'CASH': 757693713, 'ABM': -7490}",8865156,-1256287934,-1134844
5019,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1264953076,"{'CASH': 757693713, 'ABM': -7490}",8865156,-1256087920,-1134844
5032,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1254150052,"{'CASH': 757693713, 'ABM': -7490}",8613848,-1245536204,-1386152
5042,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1251649352,"{'CASH': 757693713, 'ABM': -7490}",8613823,-1243035529,-1386177
5055,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1242746771,"{'CASH': 757693713, 'ABM': -7490}",8601307,-1234145464,-1398693
5064,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1241646452,"{'CASH': 757693713, 'ABM': -7490}",8601296,-1233045156,-1398704
5073,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1240946256,"{'CASH': 757693713, 'ABM': -7490}",8601296,-1232344960,-1398704
5082,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1230943456,"{'CASH': 757693713, 'ABM': -7490}",8601296,-1222342160,-1398704
5095,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1222040875,"{'CASH': 757693713, 'ABM': -7490}",8601207,-1213439668,-1398793
5104,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1220940556,"{'CASH': 757693713, 'ABM': -7490}",8601196,-1212339360,-1398804
5113,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1218039744,"{'CASH': 757693713, 'ABM': -7490}",8601196,-1209438548,-1398804
5126,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1215539169,"{'CASH': 757693713, 'ABM': -7490}",8673717,-1206865452,-1326283
5135,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1214939031,"{'CASH': 757693713, 'ABM': -7490}",8673711,-1206265320,-1326289
5145,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1208037444,"{'CASH': 757693713, 'ABM': -7490}",8673642,-1199363802,-1326358
5158,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1199635428,"{'CASH': 757693713, 'ABM': -7490}",8649660,-1190985768,-1350340
5167,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1198035044,"{'CASH': 757693713, 'ABM': -7490}",8649660,-1189385384,-1350340
5180,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1197534919,"{'CASH': 757693713, 'ABM': -7490}",8649655,-1188885264,-1350345
5193,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1189732735,"{'CASH': 757693713, 'ABM': -7490}",8602111,-1181130624,-1397889
5203,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1187532119,"{'CASH': 757693713, 'ABM': -7490}",8602111,-1178930008,-1397889
5216,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1187031974,"{'CASH': 757693713, 'ABM': -7490}",8602106,-1178429868,-1397894
5230,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1184931344,"{'CASH': 757693713, 'ABM': -7490}",8590304,-1176341040,-1409696
5239,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1175428589,"{'CASH': 757693713, 'ABM': -7490}",8590304,-1166838285,-1409696
5252,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1165426589,"{'CASH': 757693713, 'ABM': -7490}",8706854,-1156719735,-1293146
5265,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1164326369,"{'CASH': 757693713, 'ABM': -7490}",8695289,-1155631080,-1304711
5275,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1161025709,"{'CASH': 757693713, 'ABM': -7490}",8695289,-1152330420,-1304711
5284,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1155424589,"{'CASH': 757693713, 'ABM': -7490}",8695289,-1146729300,-1304711
5297,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1149823413,"{'CASH': 757693713, 'ABM': -7490}",8695233,-1141128180,-1304767
5306,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1145422489,"{'CASH': 757693713, 'ABM': -7490}",8695189,-1136727300,-1304811
5319,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1140520921,"{'CASH': 757693713, 'ABM': -7490}",8570125,-1131950796,-1429875
5328,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1135419289,"{'CASH': 757693713, 'ABM': -7490}",8570074,-1126849215,-1429926
5341,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1129917584,"{'CASH': 757693713, 'ABM': -7490}",8581284,-1121336300,-1418716
5355,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1120114448,"{'CASH': 757693713, 'ABM': -7490}",8558864,-1111555584,-1441136
5364,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1119914384,"{'CASH': 757693713, 'ABM': -7490}",8558864,-1111355520,-1441136
5377,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1110510624,"{'CASH': 757693713, 'ABM': -7490}",8469984,-1102040640,-1530016
5386,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1109910384,"{'CASH': 757693713, 'ABM': -7490}",8469984,-1101440400,-1530016
5399,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1102707504,"{'CASH': 757693713, 'ABM': -7490}",8469984,-1094237520,-1530016
5409,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1099906384,"{'CASH': 757693713, 'ABM': -7490}",8469984,-1091436400,-1530016
5422,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1099406184,"{'CASH': 757693713, 'ABM': -7490}",8469984,-1090936200,-1530016
5435,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1093603284,"{'CASH': 757693713, 'ABM': -7490}",8371781,-1085231503,-1628219
5449,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1087400122,"{'CASH': 757693713, 'ABM': -7490}",8350087,-1079050035,-1649913
5459,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1083598184,"{'CASH': 757693713, 'ABM': -7490}",8350087,-1075248097,-1649913
5472,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1083197956,"{'CASH': 757693713, 'ABM': -7490}",8285605,-1074912351,-1714395
5482,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1073592484,"{'CASH': 757693713, 'ABM': -7490}",8285605,-1065306879,-1714395
5495,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1073192256,"{'CASH': 757693713, 'ABM': -7490}",8285605,-1064906651,-1714395
5505,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1063586784,"{'CASH': 757693713, 'ABM': -7490}",8285605,-1055301179,-1714395
5518,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1061285473,"{'CASH': 757693713, 'ABM': -7490}",8285605,-1052999868,-1714395
5531,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1053581084,"{'CASH': 757693713, 'ABM': -7490}",8296052,-1045285032,-1703948
5540,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1051279773,"{'CASH': 757693713, 'ABM': -7490}",8296029,-1042983744,-1703971
5549,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1047077673,"{'CASH': 757693713, 'ABM': -7490}",8296281,-1038781392,-1703719
5562,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1037372338,"{'CASH': 757693713, 'ABM': -7490}",8327233,-1029045105,-1672767
5571,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1037072173,"{'CASH': 757693713, 'ABM': -7490}",8327227,-1028744946,-1672773
5584,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1033870445,"{'CASH': 757693713, 'ABM': -7490}",8316945,-1025553500,-1683055
5594,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1027066773,"{'CASH': 757693713, 'ABM': -7490}",8316945,-1018749828,-1683055
5607,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1019963294,"{'CASH': 757693713, 'ABM': -7490}",8367855,-1011595439,-1632145
5616,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1017061873,"{'CASH': 757693713, 'ABM': -7490}",8367855,-1008694018,-1632145
5629,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1007057573,"{'CASH': 757693713, 'ABM': -7490}",8428347,-998629226,-1571653
5642,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1004856627,"{'CASH': 757693713, 'ABM': -7490}",8428347,-996428280,-1571653
5651,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1002955810,"{'CASH': 757693713, 'ABM': -7490}",8428347,-994527463,-1571653
5660,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,1002055423,"{'CASH': 757693713, 'ABM': -7490}",8428347,-993627076,-1571653
5669,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,997053273,"{'CASH': 757693713, 'ABM': -7490}",8428347,-988624926,-1571653
5682,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,987049573,"{'CASH': 757693713, 'ABM': -7490}",8487639,-978561934,-1512361
5695,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,979846909,"{'CASH': 757693713, 'ABM': -7490}",8487639,-971359270,-1512361
5704,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,978146280,"{'CASH': 757693713, 'ABM': -7490}",8487639,-969658641,-1512361
5713,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,977045873,"{'CASH': 757693713, 'ABM': -7490}",8487639,-968558234,-1512361
5726,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,967042173,"{'CASH': 757693713, 'ABM': -7490}",8497221,-958544952,-1502779
5739,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,966742065,"{'CASH': 757693713, 'ABM': -7490}",8497221,-958244844,-1502779
5752,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,956738465,"{'CASH': 757693713, 'ABM': -7490}",8497221,-948241244,-1502779
5765,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,948835700,"{'CASH': 757693713, 'ABM': -7490}",8516100,-940319600,-1483900
5775,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,946734965,"{'CASH': 757693713, 'ABM': -7490}",8516079,-938218886,-1483921
5788,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,940032754,"{'CASH': 757693713, 'ABM': -7490}",8525458,-931507296,-1474542
5798,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,930029454,"{'CASH': 757693713, 'ABM': -7490}",8525458,-921503996,-1474542
5807,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,926728365,"{'CASH': 757693713, 'ABM': -7490}",8525458,-918202907,-1474542
5820,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,916724965,"{'CASH': 757693713, 'ABM': -7490}",8516279,-908208686,-1483721
5833,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,914524173,"{'CASH': 757693713, 'ABM': -7490}",8507178,-906016995,-1492822
5842,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,904520573,"{'CASH': 757693713, 'ABM': -7490}",8507078,-896013495,-1492922
5852,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,894516973,"{'CASH': 757693713, 'ABM': -7490}",8506978,-886009995,-1493022
5865,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,887214126,"{'CASH': 757693713, 'ABM': -7490}",8471550,-878742576,-1528450
5879,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,880611222,"{'CASH': 757693713, 'ABM': -7490}",8445066,-872166156,-1554934
5889,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,880111002,"{'CASH': 757693713, 'ABM': -7490}",8445056,-871665946,-1554944
5902,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,879410589,"{'CASH': 757693713, 'ABM': -7490}",8340465,-871070124,-1659535
5915,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,875207523,"{'CASH': 757693713, 'ABM': -7490}",8175051,-867032472,-1824949
5929,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,869101911,"{'CASH': 757693713, 'ABM': -7490}",8079259,-861022652,-1920741
5938,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,865198323,"{'CASH': 757693713, 'ABM': -7490}",8078947,-857119376,-1921053
5951,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,861895419,"{'CASH': 757693713, 'ABM': -7490}",8044691,-853850728,-1955309
5960,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,859693483,"{'CASH': 757693713, 'ABM': -7490}",8044691,-851648792,-1955309
5969,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,855189523,"{'CASH': 757693713, 'ABM': -7490}",8044691,-847144832,-1955309
5982,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,849784825,"{'CASH': 757693713, 'ABM': -7490}",8053155,-841731670,-1946845
5996,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,839775925,"{'CASH': 757693713, 'ABM': -7490}",8044645,-831731280,-1955355
6005,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,835171923,"{'CASH': 757693713, 'ABM': -7490}",8044691,-827127232,-1955309
6018,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,832569713,"{'CASH': 757693713, 'ABM': -7490}",8069483,-824500230,-1930517
6031,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,831468734,"{'CASH': 757693713, 'ABM': -7490}",8044758,-823423976,-1955242
6040,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,824462504,"{'CASH': 757693713, 'ABM': -7490}",8044688,-816417816,-1955312
6053,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,814453304,"{'CASH': 757693713, 'ABM': -7490}",8020117,-806433187,-1979883
6066,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,807346630,"{'CASH': 757693713, 'ABM': -7490}",7995946,-799350684,-2004054
6075,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,805244656,"{'CASH': 757693713, 'ABM': -7490}",7995946,-797248710,-2004054
6084,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,804443904,"{'CASH': 757693713, 'ABM': -7490}",7995946,-796447958,-2004054
6097,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,797937339,"{'CASH': 757693713, 'ABM': -7490}",7940247,-789997092,-2059753
6110,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,790429539,"{'CASH': 757693713, 'ABM': -7490}",7924388,-782505151,-2075612
6120,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,787926939,"{'CASH': 757693713, 'ABM': -7490}",7924363,-780002576,-2075637
6133,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,787726713,"{'CASH': 757693713, 'ABM': -7490}",7846443,-779880270,-2153557
6146,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,779217193,"{'CASH': 757693713, 'ABM': -7490}",7854233,-771362960,-2145767
6155,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,777715513,"{'CASH': 757693713, 'ABM': -7490}",7854233,-769861280,-2145767
6168,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,767704313,"{'CASH': 757693713, 'ABM': -7490}",7854233,-759850080,-2145767
6181,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,759795939,"{'CASH': 757693713, 'ABM': -7490}",7899773,-751896166,-2100227
6190,1.61253E+18,DEPOT_UPDATE,,1105,MomentumAgent,,757693713,"{'CASH': 757693713, 'ABM': -7490}",7899773,-749793940,-2100227
